biome,pos,trt,Genotype,Massilia
bacteria,root,LN,X58,874.7013348
bacteria,root,LN,X59,1933.637222
bacteria,root,LN,X6,1062.317226
bacteria,root,LN,X60,1233.845737
bacteria,root,LN,X61,967.9845976
bacteria,root,LN,X62,827.6179282
bacteria,root,LN,X63,1578.992366
bacteria,root,LN,X64,1011.838283
bacteria,root,LN,X65,1838.812384
bacteria,root,LN,X66,1393.386133
bacteria,root,LN,X67,1090.286617
bacteria,root,LN,X68,1493.388781
bacteria,root,LN,X69,1145.277256
bacteria,root,LN,X7,1267.92608
bacteria,root,LN,X70,1071.69737
bacteria,root,LN,X71,1456.066568
bacteria,root,LN,X72,1233.568763
bacteria,root,LN,X73,1513.893729
bacteria,root,LN,X74,1877.089835
bacteria,root,LN,X75,1299.733797
bacteria,root,LN,X76,1562.721968
bacteria,root,LN,X77,1281.419495
bacteria,root,LN,X78,1141.748292
bacteria,root,LN,X79,1006.311639
bacteria,root,LN,X8,1232.900619
bacteria,root,LN,X80,1137.58543
bacteria,root,LN,X81,1708.543422
bacteria,root,LN,X82,1145.000282
bacteria,root,LN,X83,1454.465283
bacteria,root,LN,X84,1235.434874
bacteria,root,LN,X85,1179.297888
bacteria,root,LN,X86,1579.997195
bacteria,root,LN,X87,1265.723285
bacteria,root,LN,X88,981.3567345
bacteria,root,LN,X89,1050.863537
bacteria,root,LN,X9,1452.18068
bacteria,root,LN,X90,1339.423881
bacteria,root,LN,X91,1365.041102
bacteria,root,LN,X92,1515.903387
bacteria,root,LN,X93,1023.653506
bacteria,root,LN,X94,1236.919934
bacteria,root,LN,X95,1209.299205
bacteria,root,LN,X96,1077.295702
bacteria,root,LN,X97,1258.248722
bacteria,root,LN,X98,1377.524107
bacteria,root,LN,X99,1559.613525
bacteria,root,LP,X1,1430.520795
bacteria,root,LP,X10,1430.520724
bacteria,root,LP,X100,1430.520666
bacteria,root,LP,X101,1430.520812
bacteria,root,LP,X102,1430.520697
bacteria,root,LP,X103,1430.520618
bacteria,root,LP,X104,1430.520741
bacteria,root,LP,X105,1430.520783
bacteria,root,LP,X106,1430.520733
bacteria,root,LP,X107,1430.520751
bacteria,root,LP,X108,1430.520605
bacteria,root,LP,X109,1430.520803
bacteria,root,LP,X11,1430.520947
bacteria,root,LP,X110,1430.520644
bacteria,root,LP,X111,1430.520606
bacteria,root,LP,X112,1430.520703
bacteria,root,LP,X113,1430.520662
bacteria,root,LP,X114,1430.520846
bacteria,root,LP,X115,1430.52068
bacteria,root,LP,X116,1430.52081
bacteria,root,LP,X117,1430.520781
bacteria,root,LP,X118,1430.520607
bacteria,root,LP,X119,1430.52068
bacteria,root,LP,X12,1430.520707
bacteria,root,LP,X120,1430.520714
bacteria,root,LP,X121,1430.520747
bacteria,root,LP,X122,1430.520799
bacteria,root,LP,X123,1430.520724
bacteria,root,LP,X124,1430.520801
bacteria,root,LP,X125,1430.52079
bacteria,root,LP,X126,1430.520796
bacteria,root,LP,X127,1430.520761
bacteria,root,LP,X128,1430.520738
bacteria,root,LP,X129,1430.520728
bacteria,root,LP,X13,1430.520813
bacteria,root,LP,X14,1430.520621
bacteria,root,LP,X15,1430.520766
bacteria,root,LP,X16,1430.520725
bacteria,root,LP,X17,1430.52079
bacteria,root,LP,X18,1430.520678
bacteria,root,LP,X19,1430.520679
bacteria,root,LP,X2,1430.520674
bacteria,root,LP,X20,1430.520723
bacteria,root,LP,X21,1430.520771
bacteria,root,LP,X22,1430.520776
bacteria,root,LP,X23,1430.521242
bacteria,root,LP,X24,1430.520743
bacteria,root,LP,X25,1430.520812
bacteria,root,LP,X26,1430.520762
bacteria,root,LP,X27,1430.520752
bacteria,root,LP,X28,1430.52074
bacteria,root,LP,X29,1430.520828
bacteria,root,LP,X3,1430.52088
bacteria,root,LP,X30,1430.520687
bacteria,root,LP,X31,1430.520731
bacteria,root,LP,X32,1430.520793
bacteria,root,LP,X33,1430.520849
bacteria,root,LP,X34,1430.520848
bacteria,root,LP,X35,1430.520778
bacteria,root,LP,X36,1430.520803
bacteria,root,LP,X37,1430.52102
bacteria,root,LP,X38,1430.520951
bacteria,root,LP,X39,1430.520611
bacteria,root,LP,X4,1430.520759
bacteria,root,LP,X40,1430.520881
bacteria,root,LP,X41,1430.520684
bacteria,root,LP,X42,1430.520677
bacteria,root,LP,X43,1430.52065
bacteria,root,LP,X44,1430.520722
bacteria,root,LP,X45,1430.520657
bacteria,root,LP,X46,1430.520858
bacteria,root,LP,X47,1430.520736
bacteria,root,LP,X48,1430.520713
bacteria,root,LP,X49,1430.52073
bacteria,root,LP,X5,1430.520862
bacteria,root,LP,X50,1430.520831
bacteria,root,LP,X51,1430.520697
bacteria,root,LP,X52,1430.520778
bacteria,root,LP,X53,1430.520727
bacteria,root,LP,X54,1430.520724
bacteria,root,LP,X55,1430.520628
bacteria,root,LP,X56,1430.520688
bacteria,root,LP,X57,1430.520777
bacteria,root,LP,X58,1430.520804
bacteria,root,LP,X59,1430.520739
bacteria,root,LP,X6,1430.520723
bacteria,root,LP,X60,1430.520796
bacteria,root,LP,X61,1430.520841
bacteria,root,LP,X62,1430.520747
bacteria,root,LP,X63,1430.520873
bacteria,root,LP,X64,1430.521004
bacteria,root,LP,X65,1430.520713
bacteria,root,LP,X66,1430.520795
bacteria,root,LP,X67,1430.520785
bacteria,root,LP,X68,1430.520645
bacteria,root,LP,X69,1430.520614
bacteria,root,LP,X7,1430.520676
bacteria,root,LP,X70,1430.52069
bacteria,root,LP,X71,1430.520646
bacteria,root,LP,X72,1430.520806
bacteria,root,LP,X73,1430.520724
bacteria,root,LP,X74,1430.520768
bacteria,root,LP,X75,1430.520714
bacteria,root,LP,X76,1430.521087
bacteria,root,LP,X77,1430.520703
bacteria,root,LP,X78,1430.520792
bacteria,root,LP,X79,1430.520651
bacteria,root,LP,X8,1430.520705
bacteria,root,LP,X80,1430.520666
bacteria,root,LP,X81,1430.520836
bacteria,root,LP,X82,1430.520675
bacteria,root,LP,X83,1430.52078
bacteria,root,LP,X84,1430.520907
bacteria,root,LP,X85,1430.520744
bacteria,root,LP,X86,1430.52083
bacteria,root,LP,X87,1430.520623
bacteria,root,LP,X88,1430.52065
bacteria,root,LP,X89,1430.520808
bacteria,root,LP,X9,1430.520663
bacteria,root,LP,X90,1430.520846
bacteria,root,LP,X91,1430.520666
bacteria,root,LP,X92,1430.520828
bacteria,root,LP,X93,1430.520733
bacteria,root,LP,X94,1430.52086
bacteria,root,LP,X95,1430.520819
bacteria,root,LP,X96,1430.52068
bacteria,root,LP,X97,1430.520775
bacteria,root,LP,X98,1430.520748
bacteria,root,LP,X99,1430.520736
