Genotype Germplasm Treatment Compartment Block Plot Lasiosphaeriaceae Chaetomiaceae Pezizomycotina_fam_Incertae_sedis Sordariaceae Trichosphaeriaceae Bartaliniaceae Xylariales_fam_Incertae_sedis Chaetosphaeriaceae Myrmecridiaceae Microascales_fam_Incertae_sedis Microascaceae Togniniaceae Periconiaceae Herpotrichiellaceae Cladosporiaceae Mycosphaerellaceae Leotiaceae Piskurozymaceae Pyronemataceae Sanchytriaceae Sympoventuriaceae Chytridiaceae Mortierellaceae Chrysozymaceae Mrakiaceae Rhizophydiaceae Geastraceae Ceratobasidiaceae Rhizopodaceae Entolomataceae Strophariaceae Ganodermataceae Cantharellales_fam_Incertae_sedis Piptocephalidaceae Phaeosphaeriaceae Gymnoascaceae Pleosporaceae Didymosphaeriaceae Thyridariaceae Stachybotryaceae Bionectriaceae Hypocreales_fam_Incertae_sedis Aspergillaceae Arachnomycetaceae Trichocomaceae Myxotrichaceae Hyaloscyphaceae Pseudeurotiaceae Onygenales_fam_Incertae_sedis Sordariales_fam_Incertae_sedis Glomerellaceae Pezizaceae Clavicipitaceae Hypocreaceae Nectriaceae Cordycipitaceae Helotiaceae Niessliaceae Ophiocordycipitaceae
D_S71_3 X71 Landrace D Rhizosphere 3 P04 30 180 783 0 2 3 59 2 4 0 0 17 2 15 0 0 0 186 0 0 0 6 93 6 0 0 0 7 3422 103 0 0 0 11 0 0 0 0 2 0 153 2895 2519 0 86117 7 0 265 0 0 10 14 193 727 1335 224 45 0 35
D_S72_1 X72 Landrace D Rhizosphere 1 P04 371 146 223 5 2 6 143 18 128 0 9 118 9 145 0 0 0 209 29 0 0 11 947 62 0 0 0 0 124 88 0 0 0 37 16 0 0 8 8 27 2766 1108 1089 0 69428 4 0 870 8 14 4 0 107 584 3357 2 206 64 31
D_S72_2 X72 Landrace D Rhizosphere 2 P04 80 113 969 0 0 5 114 10 24 0 5 35 0 70 0 0 0 120 2 0 7 147 321 2 0 0 0 3 5973 95 0 0 8 0 4 0 0 0 7 16 526 7006 7206 0 99825 4 0 270 2 3 0 16 225 1081 1180 453 61 40 99
D_S72_3 X72 Landrace D Rhizosphere 3 P04 23 137 2482 0 6 0 34 3 11 0 0 30 0 77 0 0 0 342 0 0 0 11 80 0 0 0 0 5 7060 165 0 3 0 0 3 0 0 0 0 17 217 867 1655 0 94779 5 2 471 0 4 0 120 497 729 1091 725 156 9 84
D_S73_1 X73 Landrace D Rhizosphere 1 P10 300 827 512 0 14 0 182 23 200 2 8 141 22 248 11 0 0 564 13 0 4 12 2450 39 0 0 0 3 172 33 7 3 0 63 33 9 0 36 0 55 5937 1546 2800 2 77814 14 0 1215 7 10 3 0 122 6775 5536 0 291 109 35
D_S73_2 X73 Landrace D Rhizosphere 2 P10 220 109 2719 0 0 0 73 16 33 0 5 115 0 84 0 6 0 102 6 4 0 75 326 7 0 0 0 0 26612 5607 0 0 9 15 0 0 0 0 3 29 596 1112 4050 0 42429 9 2 1347 0 2 2 7 1545 3735 1546 95 642 15 4588
D_S73_3 X73 Landrace D Rhizosphere 3 P10 21 33 221 0 0 0 33 0 0 0 0 0 0 7 0 0 0 32 0 0 0 0 50 0 0 0 0 53 7633 70 0 0 0 0 0 0 0 0 0 7 1595 5305 3030 0 33033 0 0 122 0 0 0 0 363 74030 658 367 52 16 120
D_S74_1 X74 Landrace D Rhizosphere 1 P04 463 510 5569 3 3 6 241 31 4852 4 6 1804 29 1173 0 0 2 944 151 0 0 0 3070 138 14 0 0 4 568 38 0 0 0 129 23 4 0 10 18 151 4872 11072 11896 2 12050 2 0 3260 9 24 0 0 275 1405 7744 2 2682 37 120
D_S74_2 X74 Landrace D Rhizosphere 2 P04 111 117 2723 0 0 7 141 9 192 0 2 544 0 108 0 0 0 263 25 0 0 0 683 9 0 0 0 635 4883 39 0 0 139 46 0 0 0 2 85 21 1453 722 9312 3 67586 4 0 683 0 19 0 24 311 822 2463 1221 80 15 194
D_S74_3 X74 Landrace D Rhizosphere 3 P04 12 62 1096 2 0 0 30 0 3 0 0 8 0 29 0 0 0 184 2 4 0 49 587 4 0 0 0 11 37160 540 0 0 0 0 3 0 2 0 0 13 1496 679 1760 0 43823 2 0 355 0 0 0 7 2355 1588 2743 353 1041 10 101
D_S75_1 X75 Landrace D Rhizosphere 1 P15 5487 429 475 0 2 12 133 49 91 3 7 67 27 1029 6 0 0 912 194 0 14 4 2995 104 15 0 2 3 102 18 0 0 24 125 52 3 6 90 16 75 2542 4620 5909 0 7283 2 0 3831 7 0 16 0 139 950 7379 2 494 739 34
D_S75_2 X75 Landrace D Rhizosphere 2 P15 52 113 817 0 0 0 71 3 33 0 0 34 0 52 0 0 0 87 6 0 0 0 507 4 0 0 0 0 2153 38 0 0 0 0 6 0 0 0 3 31 572 830 6895 0 76579 0 0 385 2 0 0 15 181 1197 2094 133 68 18 123
D_S75_3 X75 Landrace D Rhizosphere 3 P15 39 96 490 0 0 0 44 0 23 0 0 19 0 38 0 0 0 111 0 0 0 0 94 2 0 0 0 15 6742 47 0 0 0 4 2 0 0 0 4 19 334 497 1526 0 58822 0 0 2835 2 5 0 5 805 722 2073 260 47 16 31
D_S76_1 X76 Landrace D Rhizosphere 1 P04 221 197 1529 6 11 7 227 23 44 3 0 78 12 451 0 4 3 552 15 0 0 7 1999 41 7 0 7 441 655 128 0 0 0 63 10 0 0 6 13 45 5744 1579 7893 2 36747 6 0 1059 4 16 6 3 372 779 5442 0 257 229 52
D_S76_2 X76 Landrace D Rhizosphere 2 P04 65 58 432 0 0 0 54 6 25 0 0 44 0 38 0 0 0 52 2 0 0 0 141 0 0 0 0 41 5600 10 0 0 2 2 0 0 0 0 5 14 4312 3160 13707 0 75882 0 0 142 0 0 0 26 376 6281 894 111 411 5 144
D_S76_3 X76 Landrace D Rhizosphere 3 P04 87 67 165 0 0 0 23 0 6 0 0 87 0 23 0 0 0 133 0 0 4 0 31 3 4 0 0 578 3548 309 0 0 0 5 0 0 0 0 0 12 93 1936 2426 0 61070 2 0 184 0 0 0 3 391 482 781 103 30 4 31
D_S77_1 X77 Landrace D Rhizosphere 1 P01 215 952 2162 33 13 20 467 53 583 11 8 102 94 1091 6 9 8 1754 25 101 7 4 4423 49 0 20 17 306 1058 399 0 0 0 65 56 10 0 2 53 78 4427 1251 21900 2 8323 10 0 2164 6 15 0 0 741 1114 13011 0 491 72 104
D_S77_2 X77 Landrace D Rhizosphere 2 P01 32 222 1801 0 0 5 82 2 24 0 3 40 0 44 5 0 0 119 7 0 0 4 612 2 0 0 0 0 7021 24 0 0 9 18 4 0 0 0 0 33 482 813 8857 0 99943 0 0 488 0 6 0 49 671 1259 1931 249 89 62 151
D_S77_3 X77 Landrace D Rhizosphere 3 P01 24 178 674 0 0 4 39 0 0 0 0 17 0 24 0 0 0 114 0 0 0 9 289 0 0 0 0 267 13261 4168 0 0 0 0 76 0 0 0 0 13 363 2492 7567 0 53906 2 2 613 0 5 0 13 3130 6688 1579 685 58 68 203
D_S78_1 X78 Landrace D Rhizosphere 1 P01 184 247 1026 0 3 22 232 12 101 0 10 129 35 235 0 0 0 285 0 0 0 0 1965 30 0 0 834 12 106 2065 0 0 0 26 13 0 0 9 4 66 1293 1279 17731 3 44195 4 7 932 6 5 0 3 229 525 5127 0 172 268 620
D_S78_2 X78 Landrace D Rhizosphere 2 P01 60 178 586 0 0 2 92 8 35 0 2 55 0 63 0 0 0 163 3 0 0 0 566 5 0 0 0 42 1009 35 0 0 0 6 0 0 0 0 2 44 592 1840 6591 5 100612 3 0 372 0 0 11 22 189 3732 1541 105 94 27 153
D_S78_3 X78 Landrace D Rhizosphere 3 P01 56 73 735 0 0 0 67 19 25 0 0 14 0 38 0 0 0 176 0 0 8 0 57 5 0 0 0 472 3282 310 13 0 14 7 4 0 0 0 0 218 1153 6640 7698 2 97591 6 0 487 4 0 0 0 333 2283 1427 340 150 627 70
D_S79_1 X79 Landrace D Rhizosphere 1 P10 218 3120 7685 0 4 5 232 11 52 0 2 72 20 521 0 0 4 347 35 41 2 0 1439 103 0 0 6 11 971 191 0 0 211 62 18 3 2 3 14 25 3334 1167 12512 0 15599 0 0 4765 5 12 0 2094 354 468 6050 0 164 145 76
D_S79_2 X79 Landrace D Rhizosphere 2 P10 57 156 720 4 0 0 77 3 15 0 0 50 0 139 0 0 0 179 8 0 2 128 320 3 0 0 0 72 16441 19 0 0 33 0 0 0 0 0 2 11 648 1764 7430 0 68257 0 0 382 0 10 0 29 1039 1017 2647 168 13 23 231
D_S79_3 X79 Landrace D Rhizosphere 3 P10 7 52 222 0 0 0 20 0 3 0 0 11 0 15 0 0 0 49 0 0 0 3 80 0 0 0 0 6 7784 145 0 0 3 0 0 0 0 0 0 0 594 401 1377 0 60082 0 0 211 0 2 0 7 1169 726 834 39996 58 28 94
D_S8_1 X8 Landrace D Rhizosphere 1 P01 603 256 2020 14 21 14 368 38 115 2 0 115 9 700 0 9 2 705 26 0 7 0 2644 70 7 0 0 14 1194 0 0 6 316 54 19 8 5 0 33 91 1670 489 8310 0 15620 8 0 2322 4 21 0 0 375 711 5017 0 282 33 3
D_S8_2 X8 Landrace D Rhizosphere 2 P01 203 514 9674 6 0 31 222 8 85 2 3 174 36 208 9 10 14 798 76 0 0 8 951 39 8 65 3 27 1859 17 0 0 12 79 15 16 0 7 10 39 758 4022 5835 0 53713 3 0 12452 5 50 5 227 254 375 1863 51 188 32 6
D_S8_3 X8 Landrace D Rhizosphere 3 P01 356 184 1478 0 0 39 103 16 31 0 0 38 0 247 0 0 0 597 2 0 16 211 641 0 0 0 0 15436 2330 125 0 0 1014 0 3 8 0 8 15 96 573 1705 4147 3 52772 15 2 1006 0 2 15 19 551 1112 4637 168 183 25 73
D_S80_1 X80 Landrace D Rhizosphere 1 P01 149 169 209 0 21 19 245 19 98 0 0 60 46 580 0 10 0 570 20 0 0 0 1656 15 0 4 10 881 88 39 0 3 3 52 34 4 20 0 15 46 2466 2936 10540 0 3998 4 0 1221 5 0 0 6 218 435 7093 0 225 35 38
D_S80_2 X80 Landrace D Rhizosphere 2 P01 77 168 933 0 0 5 53 6 51 0 6 52 6 33 0 0 0 280 9 0 8 5 250 7 3 0 0 0 13578 745 0 0 13 123 0 0 0 0 7 39 3911 2978 7595 0 75511 4 0 783 2 0 11 28 1395 689 1546 271 10 51 103
D_S80_3 X80 Landrace D Rhizosphere 3 P01 8 77 504 0 0 0 15 0 0 0 0 19 0 61 0 0 0 40 0 0 2 0 189 2 0 0 0 7 14137 2937 0 0 0 0 4 0 0 0 0 9 953 1118 4290 0 64719 0 0 239 0 0 0 2 1476 2275 2706 3151 735 37 249
D_S81_1 X81 Landrace D Rhizosphere 1 P10 173 86 146 0 3 12 77 15 37 0 8 210 3 250 0 0 3 226 30 19 0 0 743 13 0 0 0 31 24071 4040 0 0 3 30 18 0 0 0 4 26 5188 727 16593 2 33382 3 2 4916 5 7 0 9 1912 786 4862 0 133 24 315
D_S81_2 X81 Landrace D Rhizosphere 2 P10 67 183 699 9 0 4 46 0 42 0 8 19 0 31 5 0 0 133 3 2 0 0 97 6 0 0 0 0 5681 2424 0 0 8 7 0 0 0 0 3 15 449 2027 24112 0 53996 0 0 321 0 0 0 35 825 410 1465 50 29 12 153
D_S81_3 X81 Landrace D Rhizosphere 3 P10 101 266 889 0 3 10 238 11 25 0 0 84 9 162 0 0 0 858 9 0 43 2 997 21 0 0 0 130 6713 83 0 0 77 22 0 3 3 5 3 59 1412 1569 41954 4 30344 0 0 1230 0 0 11 12 322 4719 5213 165 285 96 36
D_S82_1 X82 Landrace D Rhizosphere 1 P04 104 62 842 0 0 4 94 10 70 0 0 30 5 75 6 0 0 148 6 0 0 0 556 19 0 0 2 36 4734 48 0 0 3 0 0 5 0 0 0 28 1697 825 4168 0 83800 0 0 320 0 2 0 2 144 126 2596 0 86 14 49
D_S82_2 X82 Landrace D Rhizosphere 2 P04 733 207 2447 0 0 4 75 8 32 0 8 325 0 135 0 0 0 234 27 0 0 0 396 13 0 0 0 3 7361 129 0 0 5 8 9 0 0 4 12 29 578 1321 20805 2 77740 3 0 649 8 0 3 26 252 523 1668 665 62 22 47
D_S82_3 X82 Landrace D Rhizosphere 3 P04 320 99 1845 5 0 3 151 6 10 0 0 31 0 29 0 0 0 233 0 0 35 3 185 0 0 5 0 203 5392 27 0 0 0 3 0 0 0 0 4 18 550 6010 12745 0 56616 3 0 800 2 11 3 16 292 1761 3050 299 162 70 111
D_S83_1 X83 Landrace D Rhizosphere 1 P10 139 147 685 242 266 18 192 58 115 0 8 241 6 594 0 2 0 996 50 0 0 27 2017 43 0 0 14 1415 1620 1289 7 0 2 54 24 13 0 14 15 21 1008 797 2952 0 44547 8 7 2537 11 15 0 3 206 2096 5341 0 173 333 83
D_S83_2 X83 Landrace D Rhizosphere 2 P10 113 122 196 3 2 0 37 7 53 0 0 72 3 102 0 0 0 253 3 0 0 0 524 23 0 0 0 4 2774 23 0 0 8 13 3 0 0 3 13 20 829 560 31809 0 50197 2 0 525 0 16 0 8 479 217 2338 131 58 16 12
D_S83_3 X83 Landrace D Rhizosphere 3 P10 159 641 1343 0 0 5 87 37 24 0 7 77 3 316 3 6 0 944 0 11 27 0 807 15 0 0 3 139 2816 542 0 4 0 58 10 2 0 9 14 59 451 3409 8769 14 83027 7 3 1263 6 2 199 188 274 726 2407 170 147 28 42
D_S84_1 X84 Landrace D Rhizosphere 1 P04 168 126 333 9 15 11 99 15 73 0 0 106 0 125 0 0 0 179 6 0 0 7 1117 6 0 0 4 9 115 31 0 0 0 14 2 0 0 0 5 17 873 11466 6513 0 55683 8 0 810 3 5 2 2 183 330 2819 2 92 89 94
D_S84_2 X84 Landrace D Rhizosphere 2 P04 61 64 238 0 0 2 54 2 34 0 0 109 3 50 6 0 0 126 8 0 3 0 532 0 0 0 0 98 9058 31 29 0 0 13 5 0 5 0 4 9 491 545 24533 0 76110 2 0 427 0 8 0 0 349 203 1148 208 49 31 11
D_S84_3 X84 Landrace D Rhizosphere 3 P04 48 141 741 0 0 0 52 0 10 0 0 33 0 121 0 0 0 159 0 3 2 6 185 5 0 0 0 122 19620 2545 0 0 0 0 0 0 0 0 0 12 780 3108 6706 0 71103 6 0 281 0 3 2 17 1134 271 2318 3252 42 33 152
D_S85_1 X85 Landrace D Rhizosphere 1 P15 205 296 297 0 6 9 150 17 104 4 0 175 12 263 0 4 0 405 21 41 0 1031 1101 18 0 0 7 147 158 22 0 0 5 41 10 2 0 12 9 50 1065 4802 23703 0 16432 4 0 1649 7 5 0 5 363 1558 4155 0 111 623 80
D_S85_2 X85 Landrace D Rhizosphere 2 P15 40 63 579 0 0 4 126 0 74 0 38 61 0 46 0 0 0 136 5 0 0 0 457 8 7 0 0 956 65 0 0 0 11 11 3 0 0 0 3 13 792 1761 37492 0 44219 0 0 399 0 4 7 7 77 215 779 12 31 12 3
D_S85_3 X85 Landrace D Rhizosphere 3 P15 83 296 1605 0 0 3 84 4 4 0 0 19 12 36 0 0 0 98 0 0 0 5 97 0 0 3 0 147 1136 18 0 0 0 3 0 0 0 0 2 5 421 1501 14604 0 77565 0 0 172 0 5 0 13 352 1648 1956 88 54 78 38
D_S86_1 X86 Landrace D Rhizosphere 1 P01 130 199 595 4 6 0 122 20 168 0 3 216 4 409 0 0 0 325 11 6 0 8 1134 11 0 0 2 18 24367 1003 0 0 21 9 11 0 0 0 6 41 10035 11328 6511 0 39968 4 0 630 0 8 0 6 1721 1180 7079 0 238 45 394
D_S86_2 X86 Landrace D Rhizosphere 2 P01 60 111 476 0 0 7 89 14 65 0 4 60 0 159 0 0 0 326 15 0 0 0 288 18 5 0 0 4 3967 0 0 6 0 9 8 0 9 7 15 16 1016 2695 14045 0 92725 0 0 1026 0 27 0 17 165 320 1645 6 56 40 4
D_S86_3 X86 Landrace D Rhizosphere 3 P01 18 53 580 2 0 0 59 6 17 0 0 25 0 70 0 0 0 146 2 0 0 4 119 0 0 4 0 155 10980 33 0 0 4 3 0 0 0 0 0 11 896 697 4063 0 70621 6 0 464 0 0 0 44 854 240 1723 347 95 15 59
D_S87_1 X87 Landrace D Rhizosphere 1 P04 606 202 287 9 12 4 96 25 55 4 6 58 15 304 0 0 0 353 30 8 0 13 1766 17 0 0 0 98 126 33 0 0 0 60 4 0 0 0 98 37 4357 842 4666 0 74792 7 4 2302 6 4 2 2 222 714 4044 0 113 103 63
D_S87_2 X87 Landrace D Rhizosphere 2 P04 40 221 813 0 0 0 46 8 24 0 0 48 6 55 0 0 0 155 0 0 0 0 180 7 0 0 2 15 6060 63 0 2 15 76 3 0 0 2 27 12 550 481 7102 0 73009 0 0 737 0 3 0 75 1359 480 1173 43 14 21 0
D_S87_3 X87 Landrace D Rhizosphere 3 P04 25 151 1272 0 2 3 72 7 12 0 2 26 0 127 0 0 0 133 0 0 0 0 216 5 0 0 0 131 13210 27 0 2 0 0 7 2 0 3 9 8 1614 627 3310 0 72706 4 0 286 4 6 0 54 1225 580 2002 692 40 21 26
D_S88_1 X88 Landrace D Rhizosphere 1 P04 178 73 124 2 0 5 138 13 50 0 0 166 6 564 0 5 0 299 32 0 0 0 1375 11 0 0 2 674 5653 63 0 0 136 41 7 5 0 7 0 15 8542 1289 12968 5 37594 3 0 741 0 12 9 0 952 3491 8262 0 109 19 19
D_S88_2 X88 Landrace D Rhizosphere 2 P04 64 159 456 0 0 2 40 6 89 0 0 158 8 158 5 0 3 429 7 0 4 0 601 8 0 0 0 43 316 0 0 0 2 54 37 5 2 3 12 9 686 472 8861 0 58915 0 0 746 0 0 0 22 77 2249 2480 3 50 410 0
D_S88_3 X88 Landrace D Rhizosphere 3 P04 71 128 625 0 0 0 41 0 4 0 2 40 0 98 0 0 0 201 0 0 0 59 147 7 0 0 0 35441 21197 49 0 0 0 37 0 0 0 7 26 12 220 539 2832 0 20024 2 0 280 0 6 0 11 1004 567 1347 213 58 5 24
D_S89_1 X89 Landrace D Rhizosphere 1 P01 131 226 1547 11 16 16 277 37 273 3 3 86 23 419 0 5 0 342 9 7 0 7 1606 32 0 6 0 69 26986 666 0 0 0 44 28 5 0 12 15 52 5101 1373 3666 0 20578 3 3 2992 0 6 2 0 885 1732 9619 0 193 33 58
D_S89_2 X89 Landrace D Rhizosphere 2 P01 112 208 1159 0 0 0 53 2 29 0 0 71 11 478 0 0 0 527 5 0 0 0 313 36 0 0 0 6 457 0 0 0 10 112 12 0 0 3 3 24 497 804 34647 0 48325 0 0 2425 3 12 0 8 123 357 2189 8 91 48 4
D_S89_3 X89 Landrace D Rhizosphere 3 P01 138 172 1942 0 2 2 120 6 19 0 0 60 0 156 0 0 3 287 0 5 5 186 240 2 0 3 0 341 2248 112 0 0 0 7 2 0 0 0 15 26 781 1014 22879 0 47781 0 0 910 2 8 5 0 359 508 2292 267 113 18 43
D_S9_1 X9 Landrace D Rhizosphere 1 P15 414 297 150 3 0 8 247 21 61 0 0 294 0 168 0 0 5 359 34 0 3 3 1092 19 16 0 0 18 950 39 0 0 67 63 7 0 3 8 21 30 2982 601 1325 3 57041 0 0 4164 8 9 0 0 66 563 2343 0 251 0 7
D_S9_2 X9 Landrace D Rhizosphere 2 P15 388 173 913 3 0 9 131 3 43 0 3 101 12 124 4 6 0 493 11 0 0 0 1450 9 0 0 0 9 655 15 0 0 69 25 4 0 0 13 14 54 1314 1842 9033 0 65242 3 0 1645 0 10 0 111 124 4516 2780 22 92 116 3
D_S9_3 X9 Landrace D Rhizosphere 3 P15 162 228 643 0 0 6 65 8 13 0 5 17 0 63 0 0 0 141 2 0 0 0 236 5 0 0 0 50 36640 10942 0 0 164 5 0 0 2 4 3 49 588 2288 2035 0 45914 7 3 902 0 3 23 30 2529 417 2258 2580 93 18 76
D_S90_1 X90 Landrace D Rhizosphere 1 P04 269 283 183 0 0 15 470 20 440 3 8 112 34 649 0 0 2 491 52 0 5 14 2639 40 0 7 20 6 199 58 0 0 0 95 87 0 0 1029 8 77 5815 679 10015 0 21574 12 0 3676 5 12 0 0 330 596 6240 0 267 53 67
D_S90_2 X90 Landrace D Rhizosphere 2 P04 71 99 466 0 0 14 48 2 44 0 0 50 9 382 0 0 0 910 31 0 0 103 852 89 7 0 2 4 323 8 0 0 37 140 4 2 100 2 8 30 737 827 24843 0 62287 3 3 1064 3 31 0 128 186 208 2092 26 98 45 0
D_S90_3 X90 Landrace D Rhizosphere 3 P04 44 180 987 0 3 2 292 249 52 0 0 14 0 76 21 0 0 203 0 2 9 0 210 0 0 0 9 136 992 18 0 2 37 0 24 0 22 166 0 12 1600 5339 47549 0 38466 0 0 518 5 0 3 6 283 263 5582 99 40 42 55
D_S91_1 X91 Landrace D Rhizosphere 1 P10 258 207 288 0 0 13 123 22 43 0 8 73 12 245 0 0 0 281 16 0 3 0 1057 18 2 2 3 7 36510 6689 0 0 0 38 7 0 0 11 13 46 6820 917 2924 0 29446 5 0 637 0 10 0 22 3568 2164 3849 0 141 20 343
D_S91_2 X91 Landrace D Rhizosphere 2 P10 47 73 417 0 0 0 26 0 21 0 0 16 0 115 0 0 0 130 3 0 0 2 132 0 0 0 0 73 3129 48 0 0 849 0 2 0 0 0 6 13 13574 568 10464 0 81142 0 0 352 0 5 0 46 783 118 1624 45 39 19 4
D_S91_3 X91 Landrace D Rhizosphere 3 P10 29 195 681 0 0 0 59 3 12 0 0 22 0 96 0 0 0 112 0 0 18 52 313 0 0 0 3 140 15011 99 0 0 6 0 0 0 0 0 0 21 1835 613 4627 0 79626 4 0 216 0 0 3 116 783 927 1547 2454 59 71 30
D_S92_1 X92 Landrace D Rhizosphere 1 P10 314 145 154 0 6 31 219 36 106 0 0 105 28 467 0 18 0 576 26 8 0 3 2110 24 0 0 0 57 226 166 0 0 18 142 23 10 0 24 15 40 1544 742 10192 0 32113 4 0 1713 10 7 0 0 628 466 4173 0 238 39 40
D_S92_2 X92 Landrace D Rhizosphere 2 P10 40 149 486 0 0 0 51 3 57 0 0 24 0 128 0 0 0 141 0 0 0 0 149 0 0 0 0 150 534 7 0 5 11 13 0 0 0 0 0 7 1005 2467 5046 0 77732 0 0 189 4 3 0 32 104 204 1315 23 15 12 3
D_S92_3 X92 Landrace D Rhizosphere 3 P10 44 147 490 0 0 5 61 11 12 0 0 25 0 14 0 0 0 124 2 0 0 0 21 5 0 0 0 5 4994 16 0 0 0 5 0 6 0 0 5 7 4356 1278 7481 4 37408 4 0 207 0 5 0 0 273 273 3065 18 50 87 25
D_S93_1 X93 Landrace D Rhizosphere 1 P04 178 182 47 0 3 5 99 10 52 9 0 85 18 585 0 0 0 659 54 0 0 3 1949 37 0 2 0 15 2976 54 0 2 146 338 17 0 0 0 35 48 1605 610 2495 3 53872 5 0 2448 20 22 0 0 328 731 6177 0 212 10 26
D_S93_2 X93 Landrace D Rhizosphere 2 P04 53 123 418 0 0 7 42 0 38 0 0 40 0 103 0 0 0 240 12 4 0 10 370 4 0 0 0 2 9253 95 0 0 27 14 5 0 0 0 0 12 643 742 38040 0 50301 4 0 417 2 6 0 47 651 141 1325 57 117 281 6
D_S93_3 X93 Landrace D Rhizosphere 3 P04 9 174 1181 0 0 0 54 11 8 2 6 46 0 11 0 0 0 85 2 0 0 0 28 3 0 0 0 7 10345 135 0 0 148 0 0 0 0 2 0 3 1161 1996 1420 5 49586 2 2 219 3 2 0 0 268 185 961 22 76 120 16
D_S94_1 X94 Landrace D Rhizosphere 1 P01 141 125 87 0 0 8 108 9 103 0 0 72 0 307 0 5 0 443 7 0 0 0 2045 21 0 0 36 5 4090 19 0 0 0 80 10 2 6 3 17 48 1249 1661 6132 0 43823 5 0 788 6 2 0 0 371 439 3351 0 133 14 8
D_S94_2 X94 Landrace D Rhizosphere 2 P01 155 91 649 0 0 0 77 10 44 0 50 125 13 126 0 0 0 305 0 0 0 0 799 7 0 0 0 0 3415 0 0 0 92 19 0 0 0 0 12 27 1195 798 16804 0 77335 0 0 1149 4 15 0 0 168 371 1871 14 71 464 3
D_S94_3 X94 Landrace D Rhizosphere 3 P01 40 41 233 0 0 3 34 8 9 0 0 8 3 17 3 0 0 49 0 0 0 0 59 0 0 0 0 407 12285 4373 0 0 0 0 0 0 0 0 0 7 1014 987 4602 4 45594 0 0 176 0 0 0 5 1555 781 1519 35 151 0 34
D_S95_1 X95 Landrace D Rhizosphere 1 P15 118 91 117 12 21 13 210 23 318 0 2 45 0 436 6 9 0 358 15 5 0 212 445 4 0 0 0 1745 31951 2740 0 0 0 33 0 4 0 6 10 29 11796 9940 5037 0 6110 5 0 445 5 6 0 5 561 3095 5370 3 98 17 89
D_S95_2 X95 Landrace D Rhizosphere 2 P15 139 93 91 5 5 25 239 9 237 0 10 30 4 445 0 4 0 405 7 0 11 17 845 3 6 3 0 2072 15586 3471 0 3 0 16 12 8 0 108 12 66 9753 5743 6040 0 7696 5 2 1008 0 0 0 0 550 3841 5531 0 174 16 0
D_S95_3 X95 Landrace D Rhizosphere 3 P15 105 80 544 0 0 0 93 18 10 0 0 33 3 35 0 0 0 137 4 0 0 66 43 0 0 0 0 755 12137 30 0 0 4 0 27 0 0 3 5 8 346 562 8740 0 51115 14 0 518 3 5 0 5 285 261 2112 19 63 34 17
D_S96_1 X96 Landrace D Rhizosphere 1 P01 845 333 151 6 26 35 132 53 93 0 12 250 15 972 0 10 0 1336 110 0 0 0 2898 85 5 21 42 11 253 39 0 5 0 448 29 17 0 25 42 140 4706 3680 3364 4 18312 13 5 5211 25 33 11 0 340 1404 12706 35 447 62 47
D_S96_2 X96 Landrace D Rhizosphere 2 P01 171 145 1200 10 0 5 79 6 50 0 2 72 16 112 0 0 0 431 10 0 0 0 519 8 0 0 0 17 566 24 0 0 10 41 6 0 4 3 6 43 347 3182 5428 0 77808 3 0 1196 5 13 0 118 225 396 1391 138 66 41 6
D_S96_3 X96 Landrace D Rhizosphere 3 P01 138 77 741 0 0 2 44 22 7 0 0 23 0 44 0 0 0 141 0 0 0 197 18 5 0 0 0 38 13447 55 0 0 0 6 2 0 0 7 0 17 6955 4682 2254 0 53789 6 0 291 0 0 3 9 1037 603 1739 45 37 10 17
D_S97_1 X97 Landrace D Rhizosphere 1 P15 318 122 87 3 7 15 145 5 66 0 5 59 15 1052 0 7 0 620 4 0 0 3 1115 30 2 0 6 10 270 40 0 3 0 104 69 0 0 20 48 45 8877 1643 13512 0 3530 0 0 886 8 13 2 0 1568 721 40093 0 212 33 39
D_S97_2 X97 Landrace D Rhizosphere 2 P15 97 126 667 0 7 2 120 0 83 0 6 132 22 359 0 0 0 349 2 0 0 0 642 9 0 0 0 4415 6114 30 0 0 3 13 15 0 85 18 19 16 3045 1236 5676 0 73363 0 0 622 0 4 0 5 142 615 5157 20 121 26 45
D_S97_3 X97 Landrace D Rhizosphere 3 P15 86 67 1414 3 0 3 58 14 24 0 4 36 3 21 0 0 0 73 0 0 0 4 97 0 0 0 0 818 6544 346 0 0 5 3 0 5 0 0 0 18 458 1671 4618 0 57828 0 0 253 0 3 4 5 307 325 1722 31 106 56 11
D_S98_1 X98 Inbred_line D Rhizosphere 1 P10 349 80 154 2 8 5 304 14 241 0 5 157 3 590 9 0 0 430 17 0 0 0 1506 39 0 2 0 3394 3 0 0 0 23 7 18 0 0 4 29 66 3166 7012 5052 7 10254 6 0 2253 6 0 0 0 64 6141 3296 0 134 19 27
D_S98_2 X98 Inbred_line D Rhizosphere 2 P10 104 147 1217 0 0 3 149 0 115 0 0 99 13 197 0 0 0 210 0 0 0 0 593 7 0 0 2 54 103 0 0 0 25 10 120 3 0 0 7 41 306 3342 6560 0 83794 0 0 452 4 3 0 6 70 259 1555 20 94 45 9
