Genotype Germplasm Treatment Compartment Block Plot Lasiosphaeriaceae Chaetomiaceae Pezizomycotina_fam_Incertae_sedis Sordariaceae Trichosphaeriaceae Bartaliniaceae Xylariales_fam_Incertae_sedis Chaetosphaeriaceae Myrmecridiaceae Microascales_fam_Incertae_sedis Microascaceae Togniniaceae Periconiaceae Herpotrichiellaceae Cladosporiaceae Mycosphaerellaceae Leotiaceae Piskurozymaceae Pyronemataceae Sanchytriaceae Sympoventuriaceae Chytridiaceae Mortierellaceae Chrysozymaceae Mrakiaceae Rhizophydiaceae Geastraceae Ceratobasidiaceae Rhizopodaceae Entolomataceae Strophariaceae Ganodermataceae Cantharellales_fam_Incertae_sedis Piptocephalidaceae Phaeosphaeriaceae Gymnoascaceae Pleosporaceae Didymosphaeriaceae Thyridariaceae Stachybotryaceae Bionectriaceae Hypocreales_fam_Incertae_sedis Aspergillaceae Arachnomycetaceae Trichocomaceae Myxotrichaceae Hyaloscyphaceae Pseudeurotiaceae Onygenales_fam_Incertae_sedis Sordariales_fam_Incertae_sedis Glomerellaceae Pezizaceae Clavicipitaceae Hypocreaceae Nectriaceae Cordycipitaceae Helotiaceae Niessliaceae Ophiocordycipitaceae
CK_S49_2 X49 Landrace CK Rhizosphere 2 P05 12 89 750 0 0 0 37 3 34 0 0 4 2 75 0 0 0 58 16 0 0 0 91 4 0 0 0 8 1952 7 0 0 126 6 0 0 0 0 5 6 1067 1945 894 0 47658 0 0 112 0 0 0 0 54 64196 415 0 8 2 7
CK_S49_3 X49 Landrace CK Rhizosphere 3 P05 140 61 1088 0 0 6 88 0 18 0 4 30 3 124 0 0 0 379 25 0 2 9 286 2 0 0 0 41 7066 4538 0 0 0 9 0 0 0 9 0 25 710 1688 12520 5 74390 0 0 667 0 21 0 57 124 194 3124 0 191 8 27
CK_S5_1 X5 Landrace CK Rhizosphere 1 P08 806 501 12046 13 6 9 245 40 108 7 13 221 20 582 18 6 3 809 103 0 10 16 4843 102 15 0 0 129 17 27 0 0 18 240 36 0 0 14 49 101 1864 888 35286 26 9765 14 0 3585 4 36 5 0 268 1537 3027 0 546 38 4
CK_S5_2 X5 Landrace CK Rhizosphere 2 P08 118 567 2540 0 0 13 130 17 48 0 0 45 16 184 0 0 3 205 10 9 0 7 281 23 6 0 0 14 5946 13 0 0 0 11 9 2 0 0 10 69 2777 2759 2078 0 66084 7 0 437 0 0 34 0 146 806 1950 59 161 11 23
CK_S5_3 X5 Landrace CK Rhizosphere 3 P08 40 105 411 0 0 0 40 0 70 0 0 19 0 20 0 0 0 135 5 0 0 2 137 3 0 0 0 0 15313 1674 0 3 4 3 6 0 4 0 0 17 624 779 12269 4 61161 0 0 379 0 0 0 0 527 134 1111 5594 22 14 2
CK_S50_1 X50 Landrace CK Rhizosphere 1 P05 757 177 3702 0 6 20 314 12 137 4 5 220 22 523 10 5 6 438 29 11 0 2 1939 43 18 0 0 1804 11459 45 0 5 3974 45 77 5 0 15 20 64 1524 715 3288 7 65437 3 0 1391 4 12 0 0 316 1248 2714 0 210 40 0
CK_S50_2 X50 Landrace CK Rhizosphere 2 P05 99 163 6438 0 0 9 223 5 113 2 0 17 27 221 39 0 2 230 17 3 0 5 475 16 0 0 0 22 4005 1271 0 5 9 5 14 3 0 2 5 26 2712 2561 8310 0 62279 3 2 489 5 0 0 0 772 15336 1311 93 58 0 26
CK_S50_3 X50 Landrace CK Rhizosphere 3 P05 21 52 4272 0 0 0 20 0 0 0 0 11 0 20 0 0 0 57 3 0 0 0 156 3 0 0 0 0 17767 30 0 0 0 0 0 0 0 7 0 10 125 1420 5223 0 49134 0 0 233 0 5 0 30 183 246 1524 22 19 0 20
CK_S51_1 X51 Landrace CK Rhizosphere 1 P14 222 417 4260 0 12 7 413 17 202 4 5 205 36 513 0 7 3 664 0 0 0 3 3113 58 0 4 12 7 400 199 0 8 31 124 17 8 0 12 20 54 2977 1207 7222 3 5198 0 0 1886 10 13 7 0 168 1026 4329 0 336 50 0
CK_S51_2 X51 Landrace CK Rhizosphere 2 P14 56 201 1932 0 4 0 125 0 50 0 5 20 21 98 111 61 0 259 8 4 6 13 194 195 15 0 2 4 1185 62 0 0 21 0 8 0 0 5 8 26 984 4879 4096 2 71888 0 0 578 0 0 0 0 91 864 1966 36 61 70 17
CK_S51_3 X51 Landrace CK Rhizosphere 3 P14 18 33 509 0 2 0 30 0 4 0 0 10 2 40 0 0 0 33 0 0 0 34 87 0 0 0 0 9 3042 5 0 0 0 0 0 0 3 0 0 11 192 22019 3312 0 63290 0 0 591 0 2 0 8 46 1141 718 5 16 5 19
CK_S52_1 X52 Landrace CK Rhizosphere 1 P08 100 47 392 0 0 6 178 3 46 0 0 98 8 139 7 0 0 140 12 4 0 0 467 10 0 0 3 63 286 10 0 0 34 7 9 6 0 50 3 26 2181 952 2378 0 65266 0 0 280 5 4 0 0 72 123 2853 0 46 32 0
CK_S52_2 X52 Landrace CK Rhizosphere 2 P08 112 1312 8729 0 0 4 152 13 38 0 67 17 35 131 0 0 0 361 7 9 13 4 302 74 3 0 3 0 1013 61 0 0 8 51 13 0 0 5 4 53 17808 2525 7177 5 50484 5 0 3682 5 5 0 0 121 677 1703 38 108 4 278
CK_S52_3 X52 Landrace CK Rhizosphere 3 P08 40 56 252 0 0 0 22 0 0 0 3 46 0 121 4 0 0 173 0 0 0 8 258 0 0 0 0 2 5780 103 0 0 0 35 0 0 0 0 0 7 1059 796 7039 0 90006 3 0 408 0 3 0 27 377 297 2737 76 43 7 38
CK_S53_1 X53 Landrace CK Rhizosphere 1 P11 174 172 4388 0 5 7 157 14 37 0 2 110 12 550 0 0 3 517 5 0 0 2 2250 32 0 0 3 0 458 140 0 0 176 50 11 4 0 7 12 247 23782 1023 1859 0 64376 11 5 1018 4 14 0 0 91 243 2772 0 190 7 0
CK_S53_2 X53 Landrace CK Rhizosphere 2 P11 81 118 10680 0 0 3 262 6 44 0 0 26 30 181 107 0 0 222 20 0 11 5 229 36 0 0 0 80 21974 155 0 0 1039 53 28 7 0 6 10 36 2808 1917 12716 0 33257 3 0 1223 4 0 0 0 605 1212 1511 58 48 29 45
CK_S53_3 X53 Landrace CK Rhizosphere 3 P11 315 506 9610 25 14 46 198 36 95 8 0 21 10 155 11 5 2 379 35 0 3 31 918 26 7 0 0 0 10793 3 0 5 77 40 8 10 4 0 21 80 3068 2371 10988 3 44426 27 14 2266 0 0 52 0 622 979 2809 0 215 31 0
CK_S54_1 X54 Landrace CK Rhizosphere 1 P08 172 138 1949 0 7 5 214 0 113 0 4 257 26 250 0 0 0 395 22 0 0 147 1987 45 6 0 2 15 14237 76 0 0 176 54 11 4 0 17 12 86 4314 830 10123 0 58592 6 0 979 8 6 5 0 117 605 3616 17 244 67 0
CK_S54_2 X54 Landrace CK Rhizosphere 2 P08 55 69 3134 0 2 6 134 9 11 2 0 10 17 38 0 0 0 88 5 0 0 4 121 14 10 0 0 3 6021 66 0 0 88 6 8 3 0 3 0 14 522 5273 2360 0 69991 0 0 387 4 0 0 0 147 939 1016 57 25 0 23
CK_S54_3 X54 Landrace CK Rhizosphere 3 P08 34 79 522 0 0 3 12 0 3 0 0 38 5 64 0 0 0 220 0 0 0 10 162 7 0 0 4 0 8368 47 0 0 0 40 0 0 0 0 0 14 292 1913 15128 0 68433 0 0 765 0 3 0 17 177 188 4312 71 53 0 26
CK_S55_1 X55 Landrace CK Rhizosphere 1 P05 384 272 1568 2 8 29 491 22 110 0 8 275 18 546 7 6 0 553 8 14 0 5 3092 49 5 0 3 528 127 8 0 2 10 54 8 0 0 0 12 127 902 1273 1575 0 87136 0 0 1505 2 8 0 0 116 804 4357 2 258 10 0
CK_S55_2 X55 Landrace CK Rhizosphere 2 P05 210 1290 8246 0 0 5 202 5 63 0 0 41 41 182 0 0 0 394 40 0 11 10 937 62 0 0 0 0 2263 288 0 4 82 91 5 8 0 0 4 38 1629 2688 8991 0 58013 0 3 3869 6 5 0 2 203 2470 1343 66 72 0 34
CK_S55_3 X55 Landrace CK Rhizosphere 3 P05 6 31 220 0 0 0 30 2 7 0 0 13 0 45 0 0 0 286 0 0 0 0 73 0 0 0 0 21 2038 38 0 0 0 0 0 0 0 0 6 8 362 1366 9880 0 82938 0 0 156 0 0 0 9 91 281 1090 78 43 3 17
CK_S56_1 X56 Landrace CK Rhizosphere 1 P05 115 131 295 0 0 5 508 14 61 0 2 72 36 263 0 0 0 474 17 0 0 0 2280 17 0 0 4 31 18437 661 14 6 6 15 6 3 0 8 15 21 1347 3579 12515 3 56959 0 0 769 0 0 0 0 413 562 2830 4 220 108 0
CK_S56_2 X56 Landrace CK Rhizosphere 2 P05 37 72 1100 0 4 3 69 3 16 0 0 18 6 146 0 0 0 64 9 0 0 24 265 11 0 0 0 70 11546 20 3 0 9 0 4 0 0 0 0 16 10676 1426 3561 0 50015 3 0 302 0 11 0 0 312 545 1558 27 9 0 48
CK_S56_3 X56 Landrace CK Rhizosphere 3 P05 50 37 320 0 0 0 48 0 12 0 0 18 5 51 0 0 0 192 0 0 0 0 78 0 0 0 0 0 8775 546 0 0 0 0 0 0 0 0 4 7 497 1009 4108 0 77460 2 0 1050 0 8 0 29 459 629 1239 149 45 0 31
CK_S57_1 X57 Landrace CK Rhizosphere 1 P05 55 97 310 0 12 0 167 0 53 0 0 381 8 580 0 0 3 600 0 0 0 0 796 9 3 0 0 0 13906 1744 0 0 6 159 17 2 7 7 5 29 3036 369 2020 0 48107 0 0 2428 0 9 0 0 935 369 6711 20 105 4 0
CK_S57_2 X57 Landrace CK Rhizosphere 2 P05 193 149 11050 0 0 0 196 14 102 0 4 21 27 202 118 36 3 286 46 0 8 42 611 28 0 0 0 195 15060 49 0 0 10 4 221 0 0 14 8 52 751 12794 2198 3 41972 0 4 1576 8 12 0 0 663 751 3298 39 120 10 24
CK_S57_3 X57 Landrace CK Rhizosphere 3 P05 54 49 546 4 2 0 77 0 9 0 0 27 3 55 0 0 0 198 2 0 5 7 150 3 0 0 0 4 5819 33 0 0 0 11 0 0 121 0 4 26 260 1054 11503 0 82834 0 0 775 0 4 0 24 77 129 1221 36 54 0 24
CK_S58_1 X58 Landrace CK Rhizosphere 1 P14 71 120 899 0 2 3 120 0 39 0 0 88 0 207 0 0 0 118 17 0 0 0 972 9 0 0 0 7 497 11 0 0 135 0 0 0 0 0 4 27 1968 426 11801 0 52601 2 0 384 0 0 0 0 50 203 1940 0 341 0 0
CK_S58_2 X58 Landrace CK Rhizosphere 2 P14 55 56 1060 0 0 0 106 9 60 0 0 11 5 42 0 23 0 86 0 3 0 38 207 9 0 0 0 6 11569 3919 0 0 7 6 12 0 0 4 0 75 4246 1741 14741 0 32437 0 0 317 0 2 0 0 405 1399 1037 2735 76 3 75
CK_S58_3 X58 Landrace CK Rhizosphere 3 P14 31 54 192 0 0 0 16 0 8 0 0 13 0 15 0 0 0 207 2 0 0 0 63 0 0 4 0 0 1301 0 0 0 5 0 0 0 2 0 0 8 830 1526 12027 0 78608 2 0 162 0 4 6 85 26 71 1016 30 19 8 8
CK_S59_1 X59 Landrace CK Rhizosphere 1 P08 103 76 245 7 2 9 39 2 25 0 0 284 0 154 11 6 0 113 2 0 0 0 1139 52 0 0 0 115 2647 25 0 0 4 26 5 0 0 0 8 27 1106 6888 8412 0 83023 0 0 312 5 5 2 0 62 213 1190 3 58 3 2
CK_S59_2 X59 Landrace CK Rhizosphere 2 P08 103 126 3440 4 4 6 124 2 27 0 0 13 8 177 0 0 0 187 22 4 6 10 236 19 0 0 0 0 15327 988 0 0 20 12 16 4 0 0 4 162 1863 6242 2189 3 55151 0 0 581 4 4 2 0 263 802 1464 47 81 27 56
CK_S59_3 X59 Landrace CK Rhizosphere 3 P08 49 44 172 0 0 3 22 2 15 0 0 38 0 33 0 0 0 249 2 0 0 4 66 2 0 0 0 0 1048 22 0 0 0 0 0 0 0 0 0 5 116 2569 7325 0 86067 0 0 338 0 3 0 56 111 163 1569 28 46 0 17
CK_S6_1 X6 Landrace CK Rhizosphere 1 P14 130 219 2741 0 8 10 92 10 74 0 12 152 4 249 0 9 0 343 5 0 3 352 2025 33 3 0 0 285 28 0 0 0 85 53 3 5 0 7 10 48 1281 1112 5342 3 98425 3 2 1625 0 11 0 0 68 536 2272 0 191 14 0
CK_S6_2 X6 Landrace CK Rhizosphere 2 P14 376 351 3714 11 2 13 173 14 55 3 4 41 9 160 0 0 0 336 10 0 0 51 426 50 0 0 0 16 17049 10 0 2 7 53 0 6 0 2 13 69 1839 6719 7361 0 56401 5 0 816 0 7 0 0 222 924 2698 0 153 7 22
CK_S6_3 X6 Landrace CK Rhizosphere 3 P14 310 171 773 8 4 2 120 12 46 0 0 67 18 118 0 6 0 742 10 24 4 8 597 42 45 0 0 1716 4699 20 0 8 0 57 13 0 138 0 15 21 329 1324 17222 2 53734 0 2 3160 2 0 0 53 399 286 1661 37 102 15 0
CK_S60_1 X60 Landrace CK Rhizosphere 1 P08 293 283 999 0 0 23 152 13 67 0 7 726 15 430 0 0 0 631 0 20 0 2 3807 90 2 0 9 14 19527 254 0 4 33 123 21 2 3 0 21 47 1342 924 1710 0 57006 9 6 1759 13 31 0 0 474 470 4927 13 252 8 15
CK_S60_2 X60 Landrace CK Rhizosphere 2 P08 46 86 1691 0 0 4 57 0 22 0 0 4 4 49 0 0 0 45 0 3 0 2 179 10 0 0 0 20 9640 210 0 0 4 0 0 0 0 0 5 6 534 1446 1523 0 86176 4 0 244 2 0 0 0 118 503 887 43 23 2 15
CK_S60_3 X60 Landrace CK Rhizosphere 3 P08 22 1114 597 6 2 0 23 3 12 0 0 13 0 10 0 0 0 44 0 0 0 0 87 0 0 0 0 0 20376 1686 0 0 19 4 0 0 0 0 0 9 237 6641 3008 0 29030 3 0 257 0 0 0 43 330 248 475 983 65 5 97
CK_S61_1 X61 Landrace CK Rhizosphere 1 P05 554 243 3839 12 0 2 106 2 75 0 4 258 9 286 0 0 0 445 52 10 0 710 1935 30 0 2 11 16 190 36 0 0 0 161 56 9 0 0 9 59 783 1978 3249 6 73764 3 0 1317 9 14 6 0 119 1215 3357 7 187 11 0
CK_S61_2 X61 Landrace CK Rhizosphere 2 P05 25 27 778 0 0 0 24 6 16 0 0 15 3 45 0 0 0 116 0 0 0 0 121 11 2 0 0 20 6927 8 32 0 8 5 3 0 0 0 0 25 510 5382 2380 0 84334 2 0 230 2 0 0 0 180 3033 499 23 10 0 15
CK_S61_3 X61 Landrace CK Rhizosphere 3 P05 33 81 613 0 0 0 42 0 5 0 0 16 0 17 0 0 0 60 0 0 0 0 105 2 0 0 0 3 422 0 0 0 0 0 0 0 0 0 2 8 5523 2091 12692 0 83740 3 0 506 0 3 0 5 71 115 662 29 590 44 32
CK_S62_1 X62 Landrace CK Rhizosphere 1 P14 237 126 255 0 0 11 767 14 549 0 0 133 18 539 0 12 0 516 32 5 0 5 915 24 0 0 0 1022 2651 40 0 0 111 69 15 4 0 2 52 40 3486 1938 1702 0 82197 0 2 1005 10 0 0 0 191 1725 3143 8 121 16 0
CK_S62_2 X62 Landrace CK Rhizosphere 2 P14 46 172 1101 0 0 9 135 2 62 2 9 25 5 164 31 0 0 307 0 0 0 7 363 19 0 3 0 318 4426 151 0 0 3 17 9 2 3 38 9 48 470 7220 2341 0 90036 5 0 995 0 0 2 0 176 1623 2148 93 43 23 8
CK_S62_3 X62 Landrace CK Rhizosphere 3 P14 24 58 318 0 0 2 21 2 5 0 0 17 0 19 0 0 0 134 2 0 0 0 118 3 0 0 0 0 3173 36 0 0 0 19 0 0 0 0 0 12 216 656 6833 0 42443 0 0 421 0 0 0 0 85 284 699 20 49 0 15
CK_S63_1 X63 Landrace CK Rhizosphere 1 P11 48 139 1867 0 0 12 126 10 52 0 3 114 11 279 0 0 2 239 40 4 0 284 1245 30 0 0 2 29 3780 105 0 0 14 34 13 0 0 0 36 36 1922 642 1052 0 73080 5 0 1757 0 10 2 0 89 3496 2667 5 114 4 0
CK_S63_2 X63 Landrace CK Rhizosphere 2 P11 34 72 824 0 0 0 85 5 73 0 0 11 8 64 108 40 0 293 3 8 0 218 179 16 0 0 0 36 13771 426 0 0 0 33 8 8 0 0 9 86 501 2959 4759 0 52195 0 0 380 0 11 2 0 350 16399 1208 7 39 7 67
CK_S63_3 X63 Landrace CK Rhizosphere 3 P11 27 167 427 0 0 0 12 0 6 0 0 13 0 13 0 0 0 59 0 0 0 3 281 3 0 0 0 0 4707 10 0 0 95 11 0 0 0 0 0 9 176 2267 11186 0 82479 0 0 1139 3 2 0 8 121 193 473 34 40 4 13
CK_S64_1 X64 Landrace CK Rhizosphere 1 P11 121 114 712 0 0 33 157 9 35 0 7 11 0 85 4 0 0 31 0 0 4 6 171 0 0 0 0 16 14471 45 0 0 3 0 7 2 3 4 2 17 1908 1074 2591 0 54392 0 0 546 0 0 0 3 307 801 2264 70 62 40 10
CK_S64_2 X64 Landrace CK Rhizosphere 2 P11 59 95 1204 4 0 10 71 2 31 0 4 0 10 58 2 0 0 152 8 0 0 0 176 27 0 0 0 23 3744 68 0 3 36 16 22 0 0 0 5 25 2846 2084 2147 0 103271 0 0 338 0 0 0 0 96 685 734 6 44 8 34
CK_S64_3 X64 Landrace CK Rhizosphere 3 P11 40 35 106 0 0 17 195 3 97 0 4 51 3 230 0 6 0 141 11 0 4 3 326 4 0 0 0 21 9151 1551 0 4 256 6 7 9 4 7 9 24 1814 815 3293 0 33517 0 0 1034 2 0 3 0 216 650 1462 0 161 6 0
CK_S65_1 X65 Landrace CK Rhizosphere 1 P11 141 73 572 0 5 6 273 0 183 0 0 85 0 425 0 0 0 591 35 6 0 5 1012 23 0 2 7 1688 146 19 0 0 2 40 16 0 0 24 16 36 3168 1639 10314 0 50517 0 0 881 4 13 0 0 183 1852 3611 6 196 53 0
CK_S65_2 X65 Landrace CK Rhizosphere 2 P11 58 56 879 0 0 3 115 3 47 0 0 71 10 52 54 0 0 179 4 10 0 43 190 0 0 0 5 5049 15599 3448 0 0 63 24 3 3 0 4 7 20 322 1557 2225 0 62739 0 0 786 0 0 0 0 701 14032 504 8 28 33 22
CK_S65_3 X65 Landrace CK Rhizosphere 3 P11 38 28 190 0 0 0 25 0 5 0 0 20 0 17 0 5 0 142 0 0 0 5 127 0 0 0 0 823 1029 3 0 0 4 0 0 0 3 0 0 35 380 2348 4091 0 91607 4 0 206 0 0 0 4 72 246 1150 39 47 0 30
CK_S66_1 X66 Landrace CK Rhizosphere 1 P11 197 302 1858 3 7 8 157 13 68 0 2 214 22 590 0 0 0 726 44 6 0 13 2494 33 0 0 0 17 16078 10706 0 9 3 62 51 11 0 3 34 59 6732 872 2481 7 39961 3 0 2384 13 5 0 0 419 816 6097 12 287 45 0
CK_S66_2 X66 Landrace CK Rhizosphere 2 P11 119 108 4538 5 2 0 60 2 47 0 0 19 15 183 5 0 0 288 9 7 16 125 451 8 0 0 0 19 16981 108 0 0 86 45 0 0 0 3 0 77 540 1997 1721 0 37527 0 0 1194 3 0 0 0 106 23350 2533 4 53 3 10
CK_S66_3 X66 Landrace CK Rhizosphere 3 P11 36 73 282 0 0 3 21 0 31 0 0 47 0 77 3 0 0 136 0 0 3 5 331 5 0 0 0 3 6837 14 0 0 308 6 0 0 0 0 0 4 4895 657 1074 0 63187 0 0 609 2 0 0 15 218 253 963 137 37 2 49
CK_S67_1 X67 Landrace CK Rhizosphere 1 P05 183 114 360 0 3 7 90 0 53 0 0 159 6 723 0 0 3 506 17 6 2 546 1190 26 3 0 0 11 18493 26 0 0 811 59 9 2 0 0 23 37 10914 13458 745 0 21606 3 0 1388 3 2 3 0 898 10084 7133 312 103 0 0
CK_S67_2 X67 Landrace CK Rhizosphere 2 P05 337 178 795 0 3 7 89 11 57 0 0 23 7 504 5 0 0 361 21 0 12 38 592 23 0 0 0 29 43641 15741 0 0 0 52 13 8 4 6 15 56 1743 7055 1399 0 23005 0 0 922 3 11 5 2 723 2427 1103 414 91 7 20
CK_S67_3 X67 Landrace CK Rhizosphere 3 P05 9 51 511 0 0 4 13 2 16 0 0 20 0 16 0 0 0 60 0 0 0 6 135 0 0 0 2 2 14774 4476 0 0 44 11 0 0 0 0 2 9 382 2948 26809 0 46749 0 0 141 0 0 0 16 655 469 600 226 380 19 881
CK_S68_1 X68 Landrace CK Rhizosphere 1 P14 431 343 2135 12 14 12 478 9 365 9 17 827 13 3629 0 6 2 969 48 0 0 6 2527 722 5 6 3 4009 191 35 0 5 3 137 13 0 0 0 527 55 2412 1159 7493 0 52197 6 5 3769 7 6 2 0 701 1915 6211 17 382 20 3
CK_S68_2 X68 Landrace CK Rhizosphere 2 P14 172 211 4271 22 0 5 98 7 75 0 0 79 10 272 0 4 0 494 19 0 0 35 625 48 0 0 2 14 18626 76 0 0 19 17 2 0 0 11 2 62 1217 5631 1606 0 55890 5 0 872 5 13 0 0 134 8476 1156 16 56 4 13
CK_S68_3 X68 Landrace CK Rhizosphere 3 P14 26 104 729 8 4 4 26 0 18 0 5 25 0 90 0 0 0 222 0 0 4 16 240 3 0 0 0 3 4430 11 0 0 6 8 0 0 0 0 0 125 623 834 2194 3 72870 2 0 492 10 5 0 105 92 3979 988 135 119 6 50
CK_S69_1 X69 Landrace CK Rhizosphere 1 P08 75 60 1092 0 3 0 132 3 108 0 2 70 12 79 0 0 0 135 6 0 0 0 479 11 0 0 2 224 865 40 0 2 20 31 21 0 0 3 11 0 448 793 2497 0 85352 0 0 1088 0 9 0 0 77 257 1810 7 104 6 0
CK_S69_2 X69 Landrace CK Rhizosphere 2 P08 165 238 18066 0 5 11 242 15 294 0 0 16 23 179 85 21 0 903 15 8 0 1968 914 51 2 0 0 636 1551 94 0 3 193 23 7 0 0 5 15 41 388 2623 15550 0 33109 5 0 781 12 11 0 2 155 1976 1684 5 94 0 15
CK_S69_3 X69 Landrace CK Rhizosphere 3 P08 22 53 402 0 0 0 31 0 30 0 0 6 0 23 0 0 0 52 0 0 0 0 86 6 0 0 0 0 1468 18 0 0 2 7 0 0 0 0 0 16 440 3280 5642 0 82600 0 0 147 0 0 0 3 98 5970 464 77 48 2 88
CK_S7_1 X7 Landrace CK Rhizosphere 1 P11 270 350 277 10 6 10 506 34 181 0 18 399 10 1326 4 4 0 1212 124 0 12 141 2322 72 3 0 0 6326 13664 8 0 7 10 357 45 44 0 14 52 131 1731 4694 3521 6 34589 10 4 4253 10 7 3 0 240 5148 6869 0 275 34 2
CK_S7_2 X7 Landrace CK Rhizosphere 2 P11 192 687 2757 0 0 9 220 12 42 0 0 14 5 52 0 0 2 133 5 0 0 7 193 6 0 0 0 15 1741 9 0 0 37 15 7 0 0 0 8 34 1592 4614 22443 0 58151 4 0 368 0 5 7 0 124 956 1787 4 100 8 18
CK_S7_3 X7 Landrace CK Rhizosphere 3 P11 169 184 1036 0 0 3 89 10 115 0 5 18 0 109 50 0 0 439 0 4 5 131 347 5 0 0 0 13 9089 42 7 0 46 10 13 3 5 0 0 142 1560 1990 9993 0 52879 0 0 602 0 3 0 17 182 319 2766 64 67 49 6
CK_S70_1 X70 Landrace CK Rhizosphere 1 P11 255 140 1670 0 0 0 128 21 86 0 0 141 0 204 5 0 0 273 24 0 7 0 1375 56 0 0 0 11 47 0 0 0 3 40 4 2 0 0 12 42 1184 643 1510 2 57281 3 0 2231 5 25 2 0 80 597 1763 0 116 126 12
CK_S70_2 X70 Landrace CK Rhizosphere 2 P11 89 49 911 0 0 6 186 7 355 0 3 26 9 297 0 17 0 1060 7 0 0 16 200 10 4 0 0 90 2419 263 0 2 0 0 10 0 0 4 5 577 514 2203 4131 2 60364 4 0 375 0 7 0 2 138 4565 3767 128 25 4 17
CK_S70_3 X70 Landrace CK Rhizosphere 3 P11 32 43 356 0 0 0 49 0 201 0 0 9 0 28 0 0 0 81 4 0 0 2 140 2 0 0 0 0 990 66 0 0 0 0 0 0 0 0 2 0 114 733 5206 0 77382 0 0 177 0 0 0 3 111 377 913 106 14 24 39
CK_S71_1 X71 Landrace CK Rhizosphere 1 P14 260 200 368 3 6 3 127 13 205 0 3 77 0 231 7 0 0 326 30 0 8 48 868 26 0 0 0 246 6027 315 0 3 38 33 9 5 0 10 18 39 5556 1199 8039 13 14563 4 2 1190 0 4 0 0 112 752 2869 0 114 5 26
CK_S71_2 X71 Landrace CK Rhizosphere 2 P14 129 1135 2444 0 5 10 467 2 43 0 2 21 63 202 7 0 6 288 23 0 0 22 1155 18 0 0 0 7 5721 105 0 2 122 173 9 0 0 8 7 25 844 3410 14183 6 11058 0 0 889 7 6 0 3 325 8933 1907 123 53 27 0
CK_S71_3 X71 Landrace CK Rhizosphere 3 P14 37 63 396 0 0 5 31 0 19 0 0 18 0 49 0 0 0 204 26 0 0 14 777 4 2 0 0 4 8282 34 0 0 0 7 4 0 0 3 7 23 406 6605 3501 4 95561 0 0 651 2 4 0 52 100 362 664 80 50 0 35
CK_S72_1 X72 Landrace CK Rhizosphere 1 P14 155 117 6187 0 0 5 119 20 61 2 0 71 0 470 0 0 0 240 9 0 3 2 883 29 0 0 2 5 2474 62 0 0 644 72 3 7 0 4 15 40 9308 572 1371 0 7498 2 2 1235 7 29 0 0 83 494 2615 0 152 34 27
CK_S72_2 X72 Landrace CK Rhizosphere 2 P14 564 134 2148 0 0 12 89 0 70 0 0 116 19 81 0 0 0 259 58 3 0 6 248 18 0 0 0 157 25253 1301 0 0 6 20 2 0 0 0 4 13 538 1400 2029 0 66396 2 0 1508 6 0 0 3 708 1716 3011 135 46 19 0
CK_S72_3 X72 Landrace CK Rhizosphere 3 P14 36 59 265 3 0 4 110 0 10 0 0 15 6 43 0 0 0 82 2 0 0 2 178 0 8 0 0 0 22243 268 0 0 0 0 8 2 0 0 4 43 410 487 2732 0 72338 0 0 273 0 0 0 8 1924 3290 853 7644 25 5 642
CK_S73_1 X73 Landrace CK Rhizosphere 1 P05 388 116 471 0 0 0 164 14 86 0 0 137 0 282 0 4 0 234 20 0 5 391 1369 50 3 0 2 415 19 0 0 0 2 84 10 2 0 4 10 39 1003 915 3058 5 28125 0 0 1660 112 8 6 0 64 666 3744 0 158 0 15
CK_S73_2 X73 Landrace CK Rhizosphere 2 P05 141 262 3365 0 0 0 124 8 25 0 2 18 11 235 7 0 0 207 4 0 4 15 257 4 0 0 0 1778 17087 1447 0 2 12 22 4 0 0 3 6 14 2172 6927 2705 2 66396 0 0 362 0 0 0 7 213 727 1271 11 34 0 0
CK_S73_3 X73 Landrace CK Rhizosphere 3 P05 40 97 1867 0 3 0 75 5 31 0 0 22 0 82 0 0 0 284 6 0 4 23 761 6 0 0 0 4 3113 16 0 0 0 16 2 5 0 0 5 17 177 1343 9135 0 94389 0 0 570 2 10 0 25 115 325 1477 80 34 0 44
CK_S74_1 X74 Landrace CK Rhizosphere 1 P14 53 38 213 2 0 3 194 0 132 0 0 55 0 102 0 0 0 145 4 0 0 10 446 8 0 0 2 9 89 0 0 4 8 28 21 6 0 0 21 32 2709 724 5057 0 58116 4 0 358 3 0 0 0 81 791 1287 0 127 5 5
CK_S74_2 X74 Landrace CK Rhizosphere 2 P14 70 47 1130 0 0 4 123 5 28 0 0 10 17 53 0 3 0 98 5 0 0 2 201 3 0 0 0 22 13506 18 0 0 3 0 24 0 0 0 0 36 587 1589 2817 0 68443 0 0 245 2 0 2 8 160 374 1396 58 28 7 0
CK_S74_3 X74 Landrace CK Rhizosphere 3 P14 41 79 486 0 0 6 34 7 8 0 0 18 0 104 0 0 0 308 10 0 8 4 362 26 0 0 0 275 12369 14 0 2 4 57 0 0 0 0 10 19 1711 613 4314 0 60059 0 0 1401 0 2 0 4 184 3480 1162 87 64 3 54
