Pseudomonadaceae CCD24 Steroidobacteraceae PLTA13 Woeseiaceae Erwiniaceae Enterobacteriaceae KI89A_clade Moraxellaceae Xanthomonadaceae Rhodanobacteraceae SC.I.84 A21b Nitrosomonadaceae Methylophilaceae TRA3.20 Sutterellaceae Comamonadaceae Burkholderiaceae Oxalobacteraceae X0319.6G20 Haliangiaceae Myxococcaceae Sandaracinaceae mle1.27 BIrii41 Polyangiaceae Bacteriovoracaceae Oligoflexales Geminicoccaceae Inquilinaceae Sphingomonadaceae Reyranellaceae Dongiaceae Azospirillaceae Methyloligellaceae Hyphomicrobiaceae Rhizobiales_Incertae_Sedis Devosiaceae Caulobacteraceae Beijerinckiaceae Xanthobacteraceae Rhizobiaceae Rhodobacteraceae Geobacteraceae bacteriap25 RCP2.54 WD2101_soil_group Gemmataceae Isosphaeraceae Pirellulaceae Rokubacteriales WX65 Nitrospiraceae Thermoanaerobaculaceae Subgroup_7 Subgroup_25 Vicinamibacteraceae Subgroup_11 AKAU4049 Subgroup_5 Rubrobacteriaceae MB.A2.108 Streptosporangiaceae Glycomycetaceae Propionibacteriaceae Nocardioidaceae Catenulisporaceae Actinospicaceae Micromonosporaceae Pseudonocardiaceae Nakamurellaceae Geodermatophilaceae Sporichthyaceae Streptomycetaceae Thermomonosporaceae Microbacteriaceae Cellulomonadaceae Promicromonosporaceae Micrococcaceae Intrasporangiaceae Mycobacteriaceae Nocardiaceae X0319.7L14 Ilumatobacteraceae Iamiaceae IMCC26256 Solirubrobacteraceae X67.14 Gaiellaceae Blastocatellaceae Pyrinomonadaceae X11.24 Fibrobacteraceae Nostocaceae Entotheonellaceae Microscillaceae Sphingobacteriaceae Chitinophagaceae Bacteroidaceae Hymenobacteraceae Bryobacteraceae Solibacteraceae Opitutaceae Pedosphaeraceae Xiphinematobacteraceae Chthoniobacteraceae Rubritaleaceae Alicyclobacillaceae Planococcaceae Bacillaceae Lactobacillaceae Enterococcaceae Clostridiaceae Gracilibacteraceae S085 Anaerolineaceae Gitt.GS.136 KD4.96 Herpetosiphonaceae AKYG1722 Roseiflexaceae JG30.KF.CM45 TK10 Gemmatimonadaceae S0134_terrestrial_group Thermoactinomycetaceae Desulfitobacteriaceae Paenibacillaceae Limnochordia Lachnospiraceae
X1 34.0239768513804 9.58559997272513 50.3609145223004 8.77112189857315 0.409807556433242 20.6108439829469 35.9188752284509 0.113554850033092 6.88024362606423 124.727908786436 79.3194774518513 11.7661245060128 0.979791853298125 15.2752464183117 5.15303183171237 1.57348482303917 0.784119990088361 414.00213610067 83.9680283606727 1459.3941471502 0.0233739107615842 19.8034594832724 9.10383952483513 5.97442663588648 1.95459254909373 94.5537089654705 27.1267743672985 0.246996481363017 1.45577037060105 1.88426915711186 11.2635444856731 383.072172952888 0.289249173844073 3.01274752601395 4.65280059535418 25.7534697323806 1.85514184396675 3.85445425455774 20.6907440029915 22.487843884994 65.3484981883687 233.924032220724 223.471837007259 0.389499572840195 2.43592835882721 9.02752153677943 0.230947549663878 1.21279276148556 0.293957026839652 2.54032195414401 0.0781241049304855 8.25175887116365 0.156505453660103 10.6076849766577 0.365300991899961 9.78798121960383 0.530639868449438 37.4807325445454 1.30957392330923 0.808182685554511 0.843846282312282 2.30971482400466 41.1901605580522 64.6699678931006 38.0105902030097 3.4088643141807 429.953956135866 35.2814451890102 67.0772450807056 96.0293967906017 1505.25815504942 2.75611150184098 20.1649911751291 4.10533913686612 4224.07274508474 78.9882695805855 35.1411177147314 1.11535842333592 22.3655670045842 94.3038670998244 45.605670072128 60.8181706039514 39.835383939223 2.54039084436271 5.71351335299689 2.71342487104666 4.98037770301344 58.8022988229728 39.7098615341872 26.5794895930288 7.11032430797757 48.0071414318905 0.202906027598841 11.9538437804904 5.68635970812402 0.324925885883404 14.4852850637418 22.7247012833781 1076.90021684154 24.2742338573347 2.90632947323001 4.12684706651524 1.98543508260178 18.6160567495021 9.0674305800692 4.54951216942309 43.1145911382355 15.3942684155154 6.831610454064 0.86888107905119 67.5280177420273 25.8449731272668 14.4623506760957 11.5012643470894 0.233623132495128 0.507315252889559 1.23480626022136 0.227347049556441 24.5938553562687 5.42802397169592 1.50995986002315 7.58802094210594 3.59102700420139 0.500187526807386 28.7171277107168 0.87037239999409 2.22533700938107 0.273036939656555 6.48872710561815 0.024161084785532 3.73120997199406
X10 32.4725790385803 0.541026809611578 22.9676561614578 0.865835101874514 0.1351230656102 19.2759644784786 32.814184728782 0.113551367125723 7.51486079993627 80.639427602784 79.3194732809277 11.7660338782638 0.992049777654495 4.82813775535678 5.13321849503029 0.208798733071538 0.719482084257638 381.915727757948 68.6912187673083 1290.48416891922 0.023373884525041 19.8034600294514 9.1036804887662 5.97442458447577 1.74499514483296 126.703143459038 26.153218460207 0.246996436049585 0.918001827037848 1.60129973307844 11.2635198754427 273.595261478205 0.289246169806457 1.41279420385247 4.65269488875023 11.1349966246073 1.85509130713547 3.58505758073374 18.3481279599161 21.4858816095973 15.9766543668349 109.127541012228 253.460860586448 0.389483989644948 0.295838670276423 2.20660190483511 0.230946074032045 0.308006516316426 0.293941545344652 0.398753432038482 0.0781236924369384 5.79743195964146 0.156503535262016 10.3448476463677 0.365297608102984 9.13443404749937 0.260299795628821 8.46784154859963 1.05538893507831 0.808146456569236 0.625187115883181 0.760532593868881 12.3175617541025 51.821827161199 38.0105462091439 3.40886157507202 429.317253558758 35.8997943184358 42.9428333145317 90.8794349084716 1505.25819123175 2.85323632723134 7.69896698739355 0.384360295094667 4673.81112882053 120.251000531044 35.1410518454604 1.10454430200919 20.4648988003767 55.0318163258532 45.6056232877359 60.8181533309735 42.759909982942 0.554490825164424 0.788686446103143 2.71340577463497 0.605754498917713 39.2586746683984 20.9037017310788 15.058392742092 3.3546649889151 17.074958828249 0.195574041205928 12.1118771231568 1.51965755654274 0.324917969976076 14.4852697607756 21.1455062758852 1068.23283521627 3.02648836475322 0.344189724381835 4.12671960744258 0.194621888239601 15.0910930170494 3.31492467411895 2.07387104460114 34.0745740376917 29.4675151916944 2.93910667475506 0.868830203081195 14.4394337914336 25.8448201657825 14.4623436287424 1.77360887107844 0.233615957779544 0.507307760878822 0.23165555665648 0.22734619558118 12.1863848633793 9.16120268042398 0.0317213831298734 7.18054381949228 2.15834002590432 0.500170834341713 10.7248638424657 0.189585056060853 2.56407561765881 0.273031212951162 6.48843262550747 0.0241610316782922 0.456954058530597
X100 29.8148927748766 0.427340674523412 24.9279307480563 0.840103991979159 0.134833152722854 18.9789936703196 32.8585337573367 0.11355132613569 6.23632636945376 81.6381532066125 79.3194901494288 11.7660307641394 0.709814507059556 3.6444867544954 5.15368713622706 0.191057694963191 0.718917418624536 396.890540177924 81.8479261627094 1304.25869327947 0.0233739107615842 19.8034553282815 9.10369301471551 5.97442508346696 1.75985418433266 162.785710159507 27.8569418247966 0.246996481363017 0.906351973708341 0.70363943688054 11.2635229557587 232.622983371934 0.289246130001691 1.51945770533289 4.65269528153585 10.6670664053571 1.85507746559613 3.59525181850472 23.0079780763911 21.5943735226272 16.562140567347 219.589494951496 214.942872613512 0.38948387704392 0.283199016009883 2.13673704676476 0.2309460749177 0.296521464224562 0.29394144590107 0.374636675292807 0.0781236995747723 3.97347164738948 0.156503516640168 10.1372969462522 0.365297655506384 9.07352146251013 0.257162806880106 8.20139151422184 1.07379961612049 0.808147065295335 0.639279357049025 0.734194815647073 11.79968918647 47.557805113387 38.0105508432449 3.40887389751077 417.018722194027 32.2888651687584 46.2115225313343 73.0774717772376 1505.25808606874 2.91798588004939 5.5532788155886 0.374846153490823 3992.21376287685 87.2882443786841 35.1410287426247 1.09805583590821 23.0881821166119 57.1602615864337 45.6055256578833 60.8181609135822 38.7151819308115 0.642752874259665 0.785980145586052 2.71339628350521 0.617672338033233 31.5853440208605 20.802526592471 14.0360586005029 4.2271917086858 39.7507528692882 0.202906027598841 12.4153011014608 1.27661601554601 0.324917928970735 14.4853211918012 13.0985453835517 1106.4813317092 6.66632031906604 0.441849299198942 4.12671859636917 0.215354836615261 17.001780931411 3.50048961938997 2.05244514064665 27.5700210303428 18.2741376884563 2.91622156938176 0.868829819406646 14.1838836776189 25.8448218277594 14.4623464994626 1.68369615999911 0.233615858930838 0.50730772198822 0.232004197534266 0.227346168199352 14.6803464306486 6.95410441553762 0.0510732209002913 7.35624225079818 2.13576221373298 0.500170186506478 10.3324971879893 0.188970262313534 1.67847540067598 0.273031190314825 6.48842699195197 0.024161084785532 0.298544758213272
X101 31.6635578770509 0.57385742161433 32.1773428941928 0.894088745382196 0.135230400145806 17.4971626937103 35.9077903979044 0.113551366311301 6.63255616523811 89.3987878097821 79.3194699372886 11.7660312791456 0.771893738411975 3.76602579498953 5.16081395454418 0.223905612986894 0.719856813786519 382.777748273113 79.6072930095173 1556.59441913022 0.0233739107615792 19.80346244255 9.10369103204435 5.97443001794294 1.58779279623872 101.832941624086 30.4801349547618 0.246996465939736 1.63161714170422 0.72760800681454 11.2635210848923 309.092617232348 0.289246315683043 1.4927919871063 4.65269537989135 11.2788308764026 1.85507799086424 3.57254115770905 18.6867633870829 20.8973277891643 26.446073598563 94.9742313761036 215.006441203821 0.389485144410606 0.349739840847873 2.32253497082084 0.230946074736217 0.343809027447687 0.293941627387749 0.434593391249035 0.0781236995747718 4.98699681904625 0.156503565065455 10.3843903391489 0.365297663026905 9.33695188273711 0.266849413458458 10.2728107947783 1.02913811801173 0.808147840867293 0.629049579007739 0.776538572979998 14.2631186399208 50.3630805852445 38.0105509497802 3.40886128028251 414.883540596911 35.9146460502887 62.9462336326184 113.880950104056 1505.25797011867 3.9054199080515 7.79698339224869 0.447153697843224 4374.90933000611 93.098218481843 35.1410321591803 1.09805583211491 28.6436826308211 54.8130299179263 45.6055603702851 60.8181604995918 43.7667424389057 0.642753170008504 0.794952097527266 2.71339631642987 0.564645669709619 33.2647767260459 21.4064505838498 15.3063647821976 4.30306402125805 20.665496953985 0.591450886366536 12.2414644017261 1.57799577496361 0.324917990226147 14.4852821212637 21.0814582147333 1103.84696650842 6.66065266546344 0.357154814122389 4.12672427213659 0.232996116725887 24.9535007898103 3.3149253598463 2.10541330057962 29.0281839238884 35.149401130542 3.03293243050844 0.868830757926247 14.8402486827448 25.8448041673952 14.4623425415343 1.89661642491831 0.233615995244961 0.507307858778317 0.252971007465872 0.227346185573348 10.1201157052499 5.17684298804241 0.0767506621299692 7.18909516891764 2.15295149298708 0.500171330248484 10.8081156857445 0.204575848275278 1.68071514536211 0.273031229506885 6.48844239075965 0.0241610847855268 0.389732021432222
X102 31.0586595666551 0.57385742161433 25.6071554191797 0.894088745382196 0.135230400145806 20.1235312226169 33.4794759697377 0.113551366311301 6.98782085854044 74.234152798857 79.3194602157058 11.7660332879 0.751895416468377 6.88796654685602 5.14443134167696 0.223905612986894 0.719856813786519 379.492932984371 72.419629460325 1390.83135854415 0.0233739107615792 19.8034540570229 9.10368664349238 5.97442652499901 1.81498755512664 105.556158771091 26.8292976672715 0.246996465939736 0.889902305899069 0.72760800681454 11.2635204650292 196.821323503703 0.289246315683043 1.41279431814125 4.65269537989135 11.1919609916021 1.85507799086424 3.57254115770905 19.7400516022645 17.8107938100791 16.5089881471425 74.7372375842521 183.89151554515 0.389484098024188 0.349739840847873 2.36893755997919 0.230946074736217 0.343809027447686 0.293941627387749 0.434593391249035 0.0781236995747718 4.26297898117677 0.156503565065455 10.3559230520062 0.365297663026905 9.1379471102133 0.266849413458458 9.59189588709634 1.02913811801173 0.808148709654102 0.629049579007739 0.809361906487447 12.4566121253555 44.6403245080944 38.0106560295194 3.4088624109001 420.859723985237 33.209353711981 51.0018977562998 73.6178274111201 1505.25787001401 2.75611182277177 6.31172691614156 0.447153697843224 4201.73977031195 71.8739972124194 35.1410260688278 1.09805583211491 29.6914745432614 55.0125926070513 45.6055385523057 60.8181524168414 40.7163462006158 0.55449093884092 0.794952097527266 2.71339753292099 0.564645669709619 30.8652970835423 20.9337672103069 14.3380999336518 3.62021682668895 19.7429954386104 0.196597860726491 12.0296997407328 1.57799577496361 0.324917990226147 14.4852898206862 12.5328570798129 1078.13720559995 6.66065266546344 0.357154814122389 4.1267216636057 0.232996116725887 16.4785527448323 3.87161945591423 2.10541330057962 31.5135076329991 15.5662900745437 2.9913677926668 0.868830757926247 14.8402486827448 25.8448063877234 14.4623425415343 1.89661642491831 0.233615995244961 0.507307858778317 0.252971007465872 0.227346185573348 10.199212850933 5.62901497140292 0.0767506621299692 7.23201714878945 2.15295149298708 0.500174016773977 11.2404917563636 0.204575848275278 1.72278142295481 0.273031229506885 6.48843505464781 0.0241610847855268 0.389732021432222
X103 32.089316939659 0.611534312127341 24.1105401659416 1.21929771600694 0.135353581810204 18.9386295822512 33.0248600573151 0.113551401266393 6.89996318205504 74.2565598251775 79.3194758939837 11.7660388464532 0.733806539872951 3.58432357592604 5.14769664384051 0.24259503256721 0.742535272482443 345.269084544215 75.6301718812873 1160.3643578585 0.0233739107260391 19.8034554898361 9.10369131370632 5.97442624778222 2.04735577110187 97.7121796878992 24.8280999889556 0.246996487297256 1.27561740128036 0.733460804684992 11.2635203552632 209.907235722382 0.289246345572721 1.41279432419208 4.65269865009777 12.1290234680086 1.8550781662742 3.57724083985573 20.0540012103935 16.8299256549608 18.6476982086553 85.0039436153339 187.195849060868 0.389484161458118 0.554805178464002 2.35885766174465 0.230946075945055 0.344341578019778 0.293941621391503 0.459066384714444 0.078123701451913 4.61707488679499 0.156503569941402 10.3804113100596 0.3652976493501 9.19941586648938 0.318723163715204 10.0283022299791 1.12150692063731 0.808149928871809 0.660922650480282 1.089818283068 15.5070246618381 43.7987395434472 38.0105261272251 3.40886203659986 411.359517867182 31.6752172256812 41.2024977393519 66.9969062637633 1505.25764299978 2.75611235530482 6.60556564449359 0.441202246788024 3825.44067969256 64.8783057369101 35.1410361955328 1.1013000647328 21.2860914944031 55.1209619671082 45.6055441612806 60.818151134443 38.1838267069759 0.55449097595438 2.3479642492838 2.71339622031135 0.645037813569383 31.3429658079222 22.0623540784829 14.5172588984188 3.73402462755943 20.0221112547816 0.203530018630521 12.0265390212425 4.84180222049892 0.324918003927522 14.4852724776286 17.0228930086253 1045.49649770417 5.89223368852444 0.812998287628617 4.12672984507151 0.24019301846794 23.5356985998843 3.73244621981577 2.22602914947799 38.0465778688164 15.4037128662122 3.14148689650083 0.868830805768005 16.6305030413099 25.8448233832065 14.4623434814705 2.31570902089205 0.233615992470888 0.507308838924112 0.440555102137435 0.227346202716891 10.8577504022138 6.20991615397666 0.0790678288587165 7.21825195662143 2.16238997605736 0.500171058275717 12.0208357167162 0.206484141170627 1.8916291246489 0.273031229838889 6.48843995409754 0.0241610847584134 0.419871766971198
X104 30.8570267965232 0.57385742161433 25.5011846534537 0.894088745382196 0.135230400145806 16.9858962867499 33.0581246077727 0.113551366311301 6.6769642519009 84.775423477183 79.3194625965016 11.7660369706164 0.841887865214567 3.88845484408234 5.14312073264758 0.223905612986894 0.719856813786519 472.078889494939 69.2136212585269 1531.75066317228 0.0233739107615792 19.8034536792964 9.1036933951108 5.97442458447461 1.58779279623872 98.5953614962548 26.5588652756055 0.246996465939736 0.889902305899069 0.72760800681454 11.2635203410565 212.375281073163 0.289246315683043 1.41279431814125 4.65269537989135 11.1050911068016 1.85507799086424 3.597464468868 21.7061896039368 17.9326306776746 18.5910441464878 75.3395290661524 190.525154518065 0.389484098024188 0.349739840847873 2.41534014913754 0.230946074736217 0.343809027447686 0.293941627387749 0.434593391249035 0.0781236995747718 4.02163970188695 0.156503565065455 10.3505007115981 0.365297663026905 9.0857491370923 0.266849413458458 8.45703770762644 1.02913811801173 0.808146972080483 0.629049579007739 0.776538572979998 12.3871311055645 43.1254773112017 38.0105397557186 3.40886128028251 420.350739203265 33.5684633144113 53.4350032125869 85.3855516764467 1505.2578225898 2.75611182277177 5.83002211307979 0.447153697843224 4017.72829035868 70.9254286640653 35.141037455139 1.10670712582876 25.2835223598921 52.6178403375513 45.605531019908 60.8181703685853 39.2514666511545 0.55449093884092 0.794952097527266 2.71340118239437 0.564645669709619 30.3854011550416 21.18828902683 14.5911691554308 4.34099997651189 18.7743688474671 0.196597860726491 11.9190764103632 1.57799577496361 0.324917990226147 14.4853152880068 14.1851077193353 1085.17087433167 6.66065266546344 0.357154814122389 4.12672068540662 0.232996116725887 18.9806802628735 3.68605475722492 2.10541330057962 37.4330968310629 20.1020841794257 2.9913677926668 0.868830757926247 15.0816248549819 25.8448041673952 14.4623425415343 1.89661642491831 0.233615995244961 0.507307858778317 0.252971007465873 0.227346185573348 10.6737957250319 17.7246155262964 0.275689749283086 7.36292918739846 2.17080750268608 0.500170597559713 10.6524603003216 0.204575848275278 1.78588083934385 0.273031229506885 6.48843338734966 0.0241610847855268 0.389732021432222
X105 30.5822718185936 0.541026809611578 26.0408083675123 0.865835101874514 0.1351230656102 19.1358914902702 33.3242416406344 0.113551367125723 6.58229098001766 74.9989231170131 79.3194679241372 11.7660318695094 0.752069914331323 3.54263273988234 5.13583971308905 0.208798733071538 0.734823865778538 317.441678834748 74.689556693253 1203.18597090033 0.023373884525041 19.8034519461054 9.10368285183264 5.97442475080643 1.74499514483296 97.7268013149514 25.9909590252074 0.246996436049585 1.00041458657175 0.690814101374629 11.2635199994153 193.657346212133 0.289246169806457 1.41279420385247 4.65269488875023 12.0471304150127 1.85507682970284 3.57508825627016 19.2258681392341 17.4652649789469 16.6391267302629 84.3131319579336 172.119811275711 0.389483989644948 0.367596315037 2.20660190483511 0.230946074032045 0.308006516316426 0.293941545344652 0.398753432038482 0.0781236924369384 3.95447746324643 0.156503535262016 10.3516255718779 0.365297608102984 9.10181031429874 0.260299795628821 9.01257347474519 1.05538893507831 0.808146456569236 0.625187115883181 0.760532593868881 12.5607453233709 42.3400058176855 38.0105552366129 3.40886125203842 424.359039734376 41.9088949991016 72.6562120685835 69.5808265274261 1505.258029765 2.75611170030629 6.21371051128642 0.384360295094667 4267.16382799091 94.6396497254829 35.1410481382893 1.0980558317238 25.4148123177668 56.578427166572 45.605534717129 60.8181529737249 40.2954655644366 0.554490825164424 1.46501453339483 2.71339969217934 0.605754498917713 34.1512108579264 21.049142769092 14.5412512888914 3.3546649889151 19.0583370863043 0.269608983513437 12.0233784588611 1.51965755654274 0.324917969976076 14.4852780524613 13.3871119685625 1050.42177084725 3.02648836475322 0.344189724381835 4.12671895530985 0.194621888239601 15.4139481806676 3.45409819813593 2.07387104460114 26.9349168369736 12.764273408637 2.93910667475506 0.868830203081195 14.4394337914336 25.8448246064389 14.4623437293842 1.77360887107844 0.233615957779544 0.507307760878822 0.23165555665648 0.22734619558118 9.86620192334056 4.92209033641924 0.0317213831298734 7.18054381949228 2.14048401620532 0.500170345882533 10.3962580287952 0.189585056060853 1.68068378821212 0.273031212951162 6.48842895745155 0.0241610316782922 0.340592525860062
X106 31.3888028991213 0.541026809611578 24.4512468816221 0.865835101874514 0.1351230656102 18.7576944221077 34.2112971395081 0.113551367125723 6.73771928333743 72.5485400207355 79.3194641545439 11.7660318695094 0.752069914331323 3.54263273988234 5.14239275823593 0.208798733071538 0.719482084257638 322.177924134793 67.6053127634734 1164.47111786586 0.023373884525041 19.8034518705601 9.10368487731817 5.97442524979842 1.71253875070612 92.3038546008346 25.4500942418755 0.246996436049585 0.918001827037848 0.690814101374629 11.2635207845754 181.214180156566 0.289246169806457 1.41279420385247 4.65269488875023 11.0046917974065 1.85507682970284 3.58007291850195 18.4534567814342 17.8307755817333 15.8820154577737 66.3648457973033 172.435698845849 0.389483989644948 0.295838670276423 2.20660190483511 0.230946074032045 0.308006516316426 0.293941545344652 0.398753432038482 0.0781236924369384 4.12999693909358 0.156503535262016 10.3475588165718 0.365297608102984 9.1670577807 0.260299795628821 8.69481318449361 1.05538893507831 0.808147904547252 0.625187115883181 0.760532593868881 12.1091186947296 40.2079986516884 38.0105588476005 3.40886125203842 412.468102155548 32.3326389342956 45.8183215810529 64.1346070327295 1505.25767558939 2.90179864069386 5.77214777514646 0.384360295094667 3879.71576095346 63.4554586983409 35.1410213936977 1.0980558317238 20.7178140895864 52.387610694947 45.6055238081393 60.8181535542539 38.9856909084477 0.554490825164424 0.788686446103143 2.71339604270597 0.605754498917713 31.5460615317797 20.4310183575359 14.2551730381846 3.46847285467662 18.1819606466984 0.294287297615939 11.9317191279835 1.51965755654274 0.324917969976076 14.4852768679348 12.2377202193294 1031.37697829343 3.02648836475322 0.344189724381835 4.12671895530985 0.194621888239601 17.5932205350905 3.96440111953153 2.11059261855373 26.2119135761413 15.0681688269898 2.97235838502837 0.868830203081195 14.4394337914336 25.8448201657825 14.4623446854809 1.77360887107844 0.233615957779544 0.507307760878822 0.23165555665648 0.22734619558118 9.86620192334056 4.63948284681892 0.0317213831298734 7.18912821546664 2.14048401620532 0.500170345882533 10.5692084570428 0.189585056060853 1.76481634339752 0.273031212951162 6.48843162512859 0.0241610316782922 0.340592525860062
X107 31.1063571852659 1.06379403055706 27.3956339034482 1.14077278623868 0.135353581810204 18.6935018528866 32.8696253450122 0.113551401266393 7.14420765870039 75.6435691249573 79.3194717275911 11.7660375072836 0.773803183760147 4.13525429684365 5.16080273413428 0.24259503256721 0.738699827102218 387.054990659133 70.6143203397645 1410.6651991348 0.0233739107260391 19.8034514103905 9.10369063854447 5.97442491713692 1.91753019459449 135.268109170738 24.6928837931226 0.246996487297256 0.94596636314474 0.733460804684992 11.2635202726148 215.280421064559 0.289246345572721 1.46612610350212 4.65269865009777 11.7236306722728 1.85507878233517 3.59385638062836 21.7392623546841 18.088906620114 18.7423371177165 79.8242368709909 180.00940684021 0.389484161458118 0.411289888942847 2.49806542921969 0.230946075945055 0.344341578019778 0.293941621391503 0.459066384714444 0.0781237014519131 4.28797586958159 0.156503569941402 10.3912559908759 0.3652976493501 9.23856434633013 0.292257641627849 9.34738732229715 1.07587318376207 0.808147032915779 0.628622609649242 0.827231615008398 14.291106815496 42.0033650878707 38.0105719867677 3.40886128285479 416.352834090321 32.3694957903797 45.4051344365751 70.0117777697561 1505.2577797209 2.75611235530482 6.92670217986811 3.54994639960077 4035.08878359186 105.548182247593 35.1410383139163 1.0980558295901 21.5751375392142 54.5222738997332 45.6055272783203 60.8181496161363 39.0282866825477 0.642753207121963 0.802071478331376 2.71339622031135 0.645037813569383 31.2401309661006 21.2624283694103 14.6823040430573 4.07544822484399 19.9759861790129 0.203530018630521 12.7218856692801 2.76662871810927 0.324918003927522 14.4853163051106 14.5804355415052 1056.55750901614 5.89223368852444 0.364910983259332 4.12672364981066 0.24019301846794 27.5713881451119 3.45409917178181 2.26275072343059 30.2291051110681 18.0675919436826 3.05004469324923 0.868830805768005 16.2511976277944 25.8448233832065 14.4623434814705 1.29570193651903 0.233615992470888 0.507307834803933 0.252529715383604 0.227346202716891 10.567727534709 7.00121712485755 0.0790678288587165 7.28263492642914 2.14453396635836 0.500171546734897 11.4155092178493 0.206484141170627 1.7654302918708 0.273031229838889 6.48843528566274 0.0241610847584134 0.419871766971198
