Genotype Germplasm Treatment Compartment Block Plot Apodus Schizothecium Dichotomopilus Trichocladium Humicola Chaetomium Botryotrichum Botryoderma Gelasinospora Nigrospora Truncatella Ophiosphaerella Fusidium Chaetosphaeria Chloridium Myrmecridium Seychellomyces Cephalotrichum Phaeoacremonium Kernia Periconia Exophiala Cladosporium Mycosphaerella Neobulgaria Minimedusa Solicoccozyma Phlyctochytrium Scutellinia Byssonectria Ochroconis Mortierella Udeniozyma Mrakia Tausonia Rhizophydium Geastrum Waitea Thanatephorus Rhizopus Clitopilus Tubaria Ganoderma Sistotrema Syncephalis Setophoma Paraphoma Setophaeosphaeria Leucothecium Setosphaeria Paraphaeosphaeria Neoroussoella Simplicillium Sarocladium Paramyrothecium Achroiostachys Monocillium Clonostachys Acremonium Aspergillus Penicillium Arachnomyces Talaromyces Gymnoascus Ciliolarina Pseudeurotium Chrysosporium Pseudogymnoascus Remersonia Tetracladium Colletotrichum Striatibotrys Hydropisphaera Gliomastix Metacordyceps Trichoderma Volutella Fusicolla Fusarium Nectria Thelonectria Metarhizium Emericellopsis Lecanicillium Scytalidium Valsonectria Niesslia Purpureocillium
LP_S101_2 X101 Inbred_line LP Rhizosphere 2 P09 21 109 36 34 36 254 0 954 6 2 13 0 100 0 5 61 0 68 19 0 7 63 0 9 4 94 282 0 0 0 3 368 16 0 0 0 2 0 0 1077 0 0 5 0 21 0 0 7 2 0 7 31 14 484 102 0 17 569 1349 0 1952 0 59914 0 8 364 0 0 0 61 4 9 0 413 31 515 0 358 796 5 10 64 1712 6 4 59 19 0
LP_S101_3 X101 Inbred_line LP Rhizosphere 3 P09 25 18 0 21 0 14 0 239 0 0 13 0 150 0 10 65 0 0 0 0 0 83 0 0 0 14 84 0 4 2 0 371 0 0 0 0 0 0 0 210 0 0 0 0 0 4 0 5 0 0 2 7 0 436 74 0 37 1620 987 0 6131 0 47500 0 11 258 0 0 0 29 0 7 0 242 33 643 4 151 1782 8 0 53 175 0 0 0 58 0
LP_S102_1 X102 Inbred_line LP Rhizosphere 1 P09 231 88 46 64 38 10 0 1011 0 7 26 0 222 0 10 1817 0 37 0 0 10 746 10 0 10 0 613 0 0 7 19 1331 21 8 0 0 0 58 0 3 0 0 6 264 83 5 0 34 2 2 29 70 0 403 447 3 28 311 202 0 4982 0 11776 2 16 1578 2 0 0 355 0 9 7 47 34 7059 0 315 1630 12 0 121 80 0 10 4 32 0
LP_S102_2 X102 Inbred_line LP Rhizosphere 2 P09 30 111 22 65 33 129 5 1456 0 8 36 0 147 0 7 53 0 6 34 2 6 161 0 5 2 45 455 0 0 2 0 526 27 3 2 0 0 2 0 6250 0 6 3 0 19 0 0 24 6 0 7 72 16 62 198 4 59 395 11756 0 2041 0 75743 3 0 1649 0 8 0 166 5 9 4 425 45 512 0 391 879 12 6 80 768 22 0 7 20 0
LP_S102_3 X102 Inbred_line LP Rhizosphere 3 P09 17 36 11 21 17 0 0 224 0 6 13 0 84 0 17 20 0 0 3 0 0 57 0 0 0 0 116 0 0 0 0 391 0 0 0 0 0 0 0 1538 0 3 0 0 0 0 0 0 0 0 3 0 0 212 77 0 11 1757 610 0 1868 0 34395 0 0 350 0 0 0 31 4 2 2 6860 35 766 2 346 592 6 0 42 88 3 0 7 15 0
LP_S103_1 X103 Inbred_line LP Rhizosphere 1 P03 9 73 22 71 62 19 0 12653 0 0 53 0 163 0 13 383 0 20 0 0 4 535 0 5 15 4 497 4 19 27 14 937 15 2 0 2 7 26 0 6 0 3 5 0 5 0 0 22 6 0 62 49 0 1371 164 0 75 398 243 0 3341 0 2329 2 10 1293 5 0 0 265 0 2 2 172 52 2353 0 594 1218 0 7 102 97 0 9 2 24 0
LP_S103_2 X103 Inbred_line LP Rhizosphere 2 P03 40 103 30 43 16 281 0 966 0 0 14 0 102 6 10 46 0 6 10 0 4 81 0 0 0 25 254 347 9 5 0 447 5 0 0 0 0 7 0 60 4 0 0 0 6 0 0 9 0 0 0 24 36 59 164 0 22 511 2108 0 1394 0 47162 3 4 595 0 0 4 77 12 16 7 1897 39 758 0 214 755 22 7 55 2223 16 5 3 7 0
LP_S103_3 X103 Inbred_line LP Rhizosphere 3 P03 50 82 0 55 24 8 0 219 0 0 25 0 107 0 208 49 0 0 0 0 0 350 0 0 0 0 341 0 0 5 0 619 5 0 6 0 0 0 0 1177 3 0 0 0 9 0 0 4 15 0 20 16 0 1461 113 0 16 5433 13908 0 5539 0 58665 0 5 739 0 8 0 130 15 5 15 1096 73 6702 7 293 1469 13 4 60 548 0 0 3 73 0
LP_S104_1 X104 Inbred_line LP Rhizosphere 1 P09 0 33 8 0 14 32 5 412 0 0 16 0 266 0 0 51 0 18 11 0 0 28 0 0 0 0 84 0 0 0 0 157 0 12 0 0 0 25 9 8192 33 0 0 0 0 0 0 0 0 0 7 0 0 3289 14 0 12 396 365 0 1259 0 65441 4 0 200 0 0 2 54 15 2 4 36 225 1694 0 79 641 0 0 29 60 76 9 0 0 3
LP_S104_2 X104 Inbred_line LP Rhizosphere 2 P09 12 124 24 45 26 230 0 2031 0 3 27 0 95 6 3 54 0 127 17 0 7 339 0 4 5 405 397 0 5 10 5 531 22 5 0 0 0 0 0 89 0 3 6 0 64 0 0 17 0 0 10 59 13 108 236 0 31 2648 5110 0 4402 0 55421 3 0 638 0 2 0 115 4 10 87 2737 61 389 0 262 665 5 0 40 14290 9 0 4 46 0
LP_S104_3 X104 Inbred_line LP Rhizosphere 3 P09 27 133 16 39 51 17 0 863 8 3 36 0 237 0 47 107 0 0 0 0 0 244 0 0 0 7 536 0 0 6 0 1760 11 0 0 0 32 0 0 996 0 8 3 0 17 0 0 17 11 0 12 43 0 311 153 0 32 1087 2516 0 4218 0 31033 4 0 1344 0 0 0 264 10 4 0 384 101 19447 8 427 1957 11 0 94 273 0 0 2 98 0
LP_S105_1 X105 Inbred_line LP Rhizosphere 1 P16 9 23 25 54 44 13 0 596 0 31 57 0 231 0 11 166 0 40 0 0 14 580 0 25 10 0 793 0 30 39 25 2315 0 5 0 21 0 17 0 651 0 0 7 0 37 0 0 82 0 0 35 107 0 388 136 0 47 796 299 0 7284 0 5357 0 24 4990 2 20 0 257 0 0 3 73 121 466 0 410 3428 11 19 114 82 0 2091 0 34 0
LP_S105_2 X105 Inbred_line LP Rhizosphere 2 P16 15 74 13 41 23 207 7 588 0 0 10 0 75 5 2 29 0 0 14 0 5 159 0 0 3 11 305 18 0 2 5 756 11 0 2 3 0 0 0 3552 0 11 3 4 30 0 0 0 10 0 24 47 0 98 155 0 22 479 5827 0 1828 0 72440 0 0 519 0 0 2 79 0 2 0 261 75 582 0 210 519 8 8 21 1485 9 0 3 21 3
LP_S105_3 X105 Inbred_line LP Rhizosphere 3 P16 29 100 39 73 40 64 0 2766 7 4 43 0 178 0 49 277 0 13 5 0 0 290 0 0 0 266 382 3 3 4 9 1343 6 0 0 0 0 0 0 3152 2 0 0 0 46 0 0 24 13 0 14 64 0 121 287 0 41 1028 1569 0 13144 0 39088 5 8 2930 0 9 0 212 9 13 8 225 156 1490 3 419 2031 14 10 131 196 0 3 3 63 0
LP_S106_1 X106 Inbred_line LP Rhizosphere 1 P16 44 39 43 65 0 17 0 1048 0 0 9 0 93 3 5 64 0 0 2 0 0 136 0 4 0 1139 204 43 0 11 0 333 13 0 0 0 0 18 0 30 0 0 3 0 11 0 0 29 0 11 10 17 0 175 131 0 120 218 395 0 2504 0 44812 2 0 363 0 5 0 113 0 0 0 35 28 381 0 160 598 0 0 26 217 0 16 2 4 0
LP_S106_2 X106 Inbred_line LP Rhizosphere 2 P16 5 42 113 21 28 130 7 399 0 0 15 0 144 0 0 78 0 2 28 0 9 82 0 0 4 123 314 6 3 11 0 407 6 0 0 0 0 0 0 2508 0 0 3 0 22 0 0 34 0 0 10 30 0 70 87 0 17 375 2624 0 4993 0 82366 0 0 638 4 0 0 56 2 4 0 304 49 719 0 126 584 9 0 22 812 0 0 0 518 0
LP_S106_3 X106 Inbred_line LP Rhizosphere 3 P16 34 209 0 50 0 27 0 732 0 20 30 0 250 0 22 66 0 0 0 0 0 322 0 0 4 0 376 0 0 0 2 739 37 0 0 0 0 0 0 1934 0 0 0 0 111 0 0 0 0 0 29 55 0 478 142 0 31 539 3521 0 7489 0 67855 2 0 573 0 2 0 149 3 8 6 209 34 1705 0 423 2031 0 0 66 808 0 0 0 674 0
LP_S107_1 X107 Inbred_line LP Rhizosphere 1 P03 0 55 8 53 0 20 0 421 0 0 21 0 131 0 17 86 3 339 0 0 0 246 3 3 0 0 388 0 8 5 13 796 7 0 0 0 0 0 0 18 0 0 0 0 36 0 0 13 0 7 13 20 0 69 223 4 56 293 462 0 2385 3 60523 0 9 769 0 4 0 123 6 0 6 58 19 3461 4 320 1640 3 0 66 79 0 10 0 40 0
LP_S107_2 X107 Inbred_line LP Rhizosphere 2 P03 33 73 28 41 21 191 10 715 5 4 16 0 126 5 11 131 2 0 22 0 0 143 6 0 3 30 275 2 0 6 0 515 3 0 0 7 0 260 0 3141 0 4 3 0 11 0 0 7 0 0 22 18 7 44 117 0 22 924 15615 0 1878 0 82209 0 0 555 0 0 0 80 9 6 0 154 356 13665 6 230 711 14 9 149 322 0 0 6 29 2
LP_S107_3 X107 Inbred_line LP Rhizosphere 3 P03 22 96 30 62 0 8 0 1020 4 0 24 0 231 0 25 44 0 0 0 0 0 110 0 0 0 127 163 4 3 5 0 436 3 0 0 0 0 0 0 3439 0 0 0 0 11 0 0 8 3 0 4 13 0 560 164 0 14 1125 1479 0 3136 0 93282 3 9 557 0 0 0 133 118 0 77 81 92 2052 0 231 1438 2 9 99 1210 9 0 0 321 0
LP_S108_1 X108 Inbred_line LP Rhizosphere 1 P16 46 577 44 55 172 20 0 175 0 6 76 0 116 5 15 413 5 72 0 0 0 808 789 38 5 0 842 0 29 4 19 1050 39 14 0 0 20 80 0 92 0 4 0 0 200 0 0 35 8 0 82 216 0 68 216 6 21 1488 517 0 10258 0 10590 4 14 1215 0 7 0 345 185 0 4 124 69 849 3 592 3175 6 5 183 25 0 3 0 15 0
LP_S108_2 X108 Inbred_line LP Rhizosphere 2 P16 26 91 12 0 44 153 0 368 8 0 44 0 139 12 0 114 0 0 8 0 3 100 0 0 2 12 269 0 2 18 0 334 8 0 3 0 0 0 0 1891 0 2 3 0 0 0 0 23 0 3 22 22 16 59 98 0 13 896 17345 0 1769 0 72896 0 3 649 0 0 0 72 0 9 14 617 31 945 0 182 678 0 7 30 692 0 3 27 21 0
LP_S108_3 X108 Inbred_line LP Rhizosphere 3 P16 91 136 40 36 30 22 0 1134 29 0 63 0 237 0 19 116 0 2 0 0 0 253 6 6 0 0 236 0 0 0 4 657 3 0 0 0 0 0 0 9815 0 2 0 0 49 0 0 0 6 0 0 42 7 185 216 2 53 1564 6028 0 2492 0 44156 5 5 3400 0 9 0 220 7 8 8 46 115 1081 7 564 1656 10 37 344 402 2 0 0 41 0
LP_S109_1 X109 Hybrid LP Rhizosphere 1 P03 16 32 15 30 14 16 0 148 3 0 7 0 76 5 0 66 0 8 0 0 0 134 0 10 4 0 184 0 0 7 0 379 3 0 0 0 3 6 0 0 0 0 0 0 41 0 0 7 6 0 11 13 0 103 102 5 14 394 304 0 2837 0 63120 0 6 2632 0 4 0 77 0 3 10 24 26 245 0 141 453 0 0 40 32 0 0 0 13 0
LP_S109_2 X109 Hybrid LP Rhizosphere 2 P03 0 304 38 36 57 144 7 1962 0 2 41 0 200 7 9 171 0 0 0 0 11 244 6 4 0 357 677 0 6 0 5 577 44 0 6 3 2 6 74 128 5 0 8 8 26 0 0 0 10 0 31 104 27 94 192 0 25 642 1389 0 2404 0 77819 4 10 1217 0 5 3 168 0 5 6 261 59 941 0 269 1522 8 0 61 685 2 2 0 21 0
LP_S109_3 X109 Hybrid LP Rhizosphere 3 P03 49 119 200 31 36 0 0 972 0 5 44 0 335 0 26 83 0 0 6 0 0 236 0 5 0 0 292 0 0 3 0 594 2 0 0 0 0 0 0 2248 0 2 0 11 4 0 0 57 0 0 4 31 0 569 193 9 39 3915 3661 0 6070 0 50512 0 10 724 2 13 0 103 0 4 4 29 101 12922 7 312 2095 22 17 67 401 157 0 4 64 0
LP_S11_1 X11 Landrace LP Rhizosphere 1 P16 0 7 8 40 18 59 16 119 0 0 6 0 131 0 7 313 0 11 0 0 0 355 0 3 0 0 251 0 0 8 0 376 13 0 0 0 0 449 0 19 0 0 0 4 22 0 0 0 0 0 3 22 0 1323 76 0 10 1833 4849 0 6229 0 37881 0 0 349 2 9 0 123 2 0 0 68 35 12111 0 204 1034 0 4 28 75 0 0 0 0 51
LP_S11_2 X11 Landrace LP Rhizosphere 2 P16 29 141 22 24 27 41 6 226 5 8 5 0 118 12 9 226 0 0 14 0 0 62 0 4 0 38 216 0 0 0 0 280 8 0 0 0 2 6 0 19691 0 0 3 0 0 0 0 0 0 0 20 5 0 55 685 0 19 406 841 96 1889 0 68324 0 0 1013 0 2 0 73 0 8 6 54 147 409 2 274 1063 12 9 36 670 0 31 3 19 21
LP_S11_3 X11 Landrace LP Rhizosphere 3 P16 54 58 23 42 14 58 0 603 4 0 23 0 96 0 9 48 0 5 0 0 8 91 0 5 0 77 566 40 0 3 12 565 11 0 8 0 0 20 0 12434 0 0 0 0 30 0 0 4 3 2 7 19 0 69 140 2 15 398 399 0 2520 0 53099 0 3 3233 3 0 0 97 5 9 0 62 121 4019 4 247 2833 16 5 63 514 0 55 2 9 16
LP_S110_1 X110 Hybrid LP Rhizosphere 1 P06 28 68 8 21 66 0 0 88 0 8 19 0 92 0 11 138 0 31 0 0 6 199 7 9 0 0 319 0 0 12 11 678 0 0 0 0 0 0 0 16 0 0 3 0 42 0 0 15 3 0 13 40 0 153 251 0 14 444 467 0 5538 0 25861 0 8 719 2 28 0 88 0 3 75 855 66 762 0 196 2099 5 0 84 40 0 0 0 24 0
LP_S110_2 X110 Hybrid LP Rhizosphere 2 P06 13 502 13 22 17 71 0 502 4 3 5 0 106 0 5 109 0 3 4 0 7 77 7 0 0 14 204 0 6 14 0 347 10 0 0 0 0 3 0 187 0 0 0 0 9 0 0 0 0 3 8 14 0 268 82 0 10 514 3506 0 5060 0 70961 2 0 435 0 0 0 37 0 2 322 50 29 775 0 155 983 0 0 38 878 0 0 0 43 0
LP_S110_3 X110 Hybrid LP Rhizosphere 3 P06 106 24 17 46 26 13 4 1367 15 0 40 0 292 0 26 90 0 0 4 0 0 157 0 0 0 0 143 0 0 2 0 536 3 2 0 0 0 263 0 1955 0 0 0 0 0 5 2 10 0 0 7 15 0 272 182 3 28 1608 2430 0 2554 0 56109 3 8 676 0 5 0 118 5 13 5 205 63 983 0 189 1908 8 11 116 819 3 0 0 47 0
LP_S111_1 X111 Hybrid LP Rhizosphere 1 P06 0 0 4 0 0 0 0 46 0 0 0 0 14 0 0 4 0 0 0 0 0 6 0 0 0 0 55 32 0 0 0 23 0 0 0 0 0 38 12 15424 0 0 0 48 0 0 0 0 0 0 0 0 3 6314 7 0 0 999 39 0 257 0 37339 0 0 56 0 2 0 0 0 0 0 0 124 1894 0 8 420 0 0 3 0 0 0 0 0 23
LP_S111_2 X111 Hybrid LP Rhizosphere 2 P06 0 140 26 56 0 158 12 361 0 0 13 0 142 0 6 68 0 0 25 0 0 168 0 0 0 0 225 0 2 9 0 521 0 2 0 0 0 0 0 525 0 4 0 0 18 0 0 6 0 0 2993 25 0 4810 149 0 25 19201 2242 4 5097 0 36256 0 4 398 0 0 0 56 0 7 7 231 58 573 4 296 966 0 13 36 1156 0 0 6 44 0
LP_S111_3 X111 Hybrid LP Rhizosphere 3 P06 22 81 10 31 31 0 5 644 0 3 22 0 243 0 30 53 0 0 0 0 0 111 0 0 0 5 208 2 5 2 0 757 3 0 0 0 0 0 0 4140 0 168 5 0 5 0 0 0 0 2 9 15 0 6414 132 3 30 16460 1589 0 7631 0 19443 0 0 727 0 0 0 238 4 9 29 43 232 995 0 261 1812 10 11 54 383 4 0 0 45 0
LP_S112_1 X112 Hybrid LP Rhizosphere 1 P03 0 54 13 0 32 12 0 576 0 6 15 0 136 0 7 610 5 29 0 0 0 380 0 0 0 5 370 0 0 0 0 442 8 2 0 0 0 0 0 7 0 0 8 0 45 0 0 23 5 0 66 13 0 925 145 2 13 198 330 0 1590 0 39155 7 0 620 0 0 0 155 0 5 11 59 56 409 4 158 938 6 7 108 187 0 15 0 50 0
LP_S112_2 X112 Hybrid LP Rhizosphere 2 P03 28 100 20 43 27 118 0 1540 0 2 10 2 76 0 13 84 0 0 14 0 5 167 0 0 7 10 451 0 4 4 0 281 16 0 3 4 0 3 0 38 0 0 0 69 41 0 0 11 5 0 15 31 4 208 125 0 27 1591 1506 0 6753 0 58835 4 5 860 0 0 3 121 3 11 16 143 42 482 0 147 615 17 4 33 12747 0 0 3 24 0
LP_S112_3 X112 Hybrid LP Rhizosphere 3 P03 127 80 6 41 25 15 0 8303 0 0 19 0 294 0 26 112 4 0 5 0 0 192 0 5 0 0 175 2 0 0 0 597 0 0 0 0 0 6 0 652 0 0 0 0 0 0 2 7 0 0 12 26 0 621 166 34 24 1345 2234 0 1465 0 70441 5 5 529 0 6 0 70 6 9 7 43 61 639 0 290 2351 0 8 202 731 8 0 2 76 0
LP_S113_1 X113 Hybrid LP Rhizosphere 1 P16 46 123 9 64 78 0 0 59 0 0 26 0 213 0 4 314 0 35 0 0 0 459 8 0 6 4 383 0 23 2 19 846 3 13 0 0 0 0 0 10 0 0 2 5 38 0 0 26 10 0 15 36 0 46 125 5 19 1046 618 0 7206 0 17097 0 11 1667 2 8 0 350 2 3 4 99 68 632 0 322 1334 0 10 51 144 0 0 0 448 0
LP_S113_2 X113 Hybrid LP Rhizosphere 2 P16 57 257 36 74 0 3355 7 962 0 0 35 0 160 5 20 118 0 5 31 0 14 183 0 9 4 147 604 0 0 13 3 489 12 0 4 0 0 0 0 91 0 0 3 43 40 0 0 11 3 0 24 43 0 147 149 0 28 703 1313 0 2764 0 80167 6 8 1249 0 0 0 95 4 6 3 549 89 1187 4 311 1154 4 8 56 2450 0 21 69 20 0
LP_S113_3 X113 Hybrid LP Rhizosphere 3 P16 24 22 0 24 0 10 0 361 0 0 25 0 542 0 4 378 0 0 5 0 8 214 0 0 0 2 296 0 0 0 4 304 17 0 0 0 0 0 0 197 0 0 0 9 0 5 0 5 0 0 54 13 0 139 74 0 13 5273 1445 0 3014 0 36470 5 0 402 0 0 0 82 6 0 3 55 47 3401 0 262 23656 0 16 62 206 0 0 2 74 0
LP_S114_1 X114 Hybrid LP Rhizosphere 1 P09 18 134 25 90 40 0 0 110 0 0 65 0 270 3 10 156 3 8 0 0 4 522 15 13 8 0 756 10 47 28 36 1867 7 3 7 0 3 0 0 80 3 0 13 23 100 0 0 21 7 0 58 85 0 196 282 0 39 1752 3625 0 7961 0 24584 10 7 1690 0 14 0 424 0 22 3 1118 223 674 10 358 1443 0 8 74 150 0 0 2 48 0
LP_S114_2 X114 Hybrid LP Rhizosphere 2 P09 152 119 23 67 41 387 0 375 0 9 13 0 222 0 8 278 0 0 38 3 12 231 9 4 3 13 731 0 13 5 3 499 21 4 0 0 2 6 0 142 0 4 3 194 34 0 0 12 0 0 20 32 0 94 127 0 26 390 1177 0 5296 0 73928 0 3 1411 0 0 0 108 0 12 0 71 64 893 3 332 853 17 5 56 576 0 0 9 14 0
LP_S114_3 X114 Hybrid LP Rhizosphere 3 P09 0 29 42 0 29 0 0 2310 0 3 12 0 216 0 32 53 0 0 0 0 0 65 0 0 0 0 96 0 0 0 0 241 0 0 0 0 3 0 0 1038 0 0 0 0 0 0 0 0 4 0 6 0 0 228 75 0 11 1878 332 0 971 0 29279 0 0 297 0 4 0 63 6 0 0 135 77 297 0 176 641 2 0 39 126 5 0 4 18 0
LP_S115_1 X115 Hybrid LP Rhizosphere 1 P06 6 12 5 24 0 0 0 54 0 0 14 0 78 2 10 73 2 15 0 0 0 206 5 0 0 0 267 0 8 0 0 298 2 0 6 0 2 0 0 0 0 0 2 0 10 2 0 27 2 0 8 18 0 134 96 0 13 158 346 0 4130 0 32909 2 0 503 0 0 0 97 12 0 0 52 41 255 5 166 1015 0 3 33 36 0 0 0 11 0
LP_S115_2 X115 Hybrid LP Rhizosphere 2 P06 36 83 34 51 0 2705 5 746 0 10 13 0 153 0 14 122 0 6 19 0 0 198 0 8 0 176 505 9 0 11 0 476 13 3 5 0 0 419 0 45 0 4 4 0 36 0 0 19 2 0 23 28 0 88 140 0 27 917 1552 0 19473 0 44545 0 5 2162 0 0 2 79 17 12 5 175 64 14993 0 271 1133 5 5 55 690 0 11 3 32 0
LP_S115_3 X115 Hybrid LP Rhizosphere 3 P06 74 65 10 40 12 5 0 769 0 0 24 0 263 0 52 54 2 0 0 0 0 206 7 0 2 2 196 2 0 0 0 447 0 0 0 0 0 3 0 1486 0 0 0 0 11 0 0 9 0 0 5 28 0 862 118 4 16 2354 2149 0 2302 0 50078 0 5 548 0 80 0 185 4 4 5 207 112 1168 3 295 2003 9 9 60 8838 8 0 0 47 0
LP_S116_1 X116 Hybrid LP Rhizosphere 1 P03 157 27 10 42 34 0 0 123 0 0 5 0 74 0 3 74 0 17 0 0 0 201 8 0 0 0 157 0 3 22 3 385 5 0 0 0 0 106 0 0 0 0 0 3 20 0 0 10 0 0 6 24 0 61 15472 0 7 148 133 0 2057 0 14155 0 0 353 3 8 0 145 0 0 11 32 35 1044 5 160 482 0 0 27 25 0 3 0 14 0
LP_S116_2 X116 Hybrid LP Rhizosphere 2 P03 10 68 9 14 0 244 0 210 0 6 8 0 172 0 6 52 0 3 23 0 0 83 0 0 0 0 409 2 4 18 2 576 12 4 0 0 3 2 0 52 0 0 5 0 13 0 0 4 0 2 20 28 0 391 82 0 58 493 2314 0 6570 0 84558 0 2 478 0 0 3 50 0 0 5 144 25 478 4 156 782 7 0 35 1019 7 0 2 104 0
LP_S116_3 X116 Hybrid LP Rhizosphere 3 P03 26 175 23 81 72 36 0 2002 15 3 61 0 594 0 66 164 3 0 5 0 7 340 0 0 0 9 625 10 0 8 0 1581 11 0 4 0 40 12 0 741 0 5 3 0 12 3 2 17 5 4 36 52 0 1140 263 13 42 1909 1857 0 15056 0 38495 4 16 1621 3 6 0 314 15 9 5 82 92 1934 4 540 3298 9 25 85 587 12 11 3 697 0
LP_S117_1 X117 Hybrid LP Rhizosphere 1 P09 0 71 35 255 2702 92 0 2105 0 0 64 0 253 9 10 125 0 303 0 0 0 772 4 9 21 0 806 0 37 49 43 1668 55 0 16 25 11 0 0 8 0 0 21 0 45 0 0 57 5 4 8 162 0 82 269 0 45 600 274 0 8836 0 6193 2 13 2784 0 21 0 563 0 7 25 106 138 2543 2 573 1586 4 66 123 136 0 0 0 71 0
LP_S117_2 X117 Hybrid LP Rhizosphere 2 P09 60 259 44 62 49 353 0 661 0 9 34 0 295 14 20 88 4 9 41 3 7 397 0 0 0 15 1060 8 3 3 8 1855 12 0 0 0 6 0 0 5118 0 9 7 0 25 0 3 22 0 0 34 55 6 39 202 0 29 2129 1948 0 3266 0 48024 0 9 891 0 12 0 140 3 11 3 300 76 674 6 410 1638 30 10 111 880 15 6 20 37 0
LP_S117_3 X117 Hybrid LP Rhizosphere 3 P09 48 89 32 117 45 41 0 1372 7 0 40 0 326 0 31 173 0 5 13 0 0 213 0 0 0 81 237 10 4 0 0 941 8 0 0 0 3 4 0 1382 0 5 0 0 14 0 0 13 0 0 9 43 0 279 198 11 32 1757 1194 0 29162 0 56182 3 0 1465 0 11 0 227 4 10 0 43 129 1104 2 293 2359 14 12 67 366 7 6 0 66 0
LP_S118_1 X118 Hybrid LP Rhizosphere 1 P03 0 317 8 47 37 157 0 1873 0 0 23 0 147 2 7 211 0 41 4 0 0 279 9 0 0 0 369 0 11 10 20 859 10 4 0 0 3 0 0 11 0 27 0 0 23 0 0 30 3 0 7 44 0 334 246 0 27 607 255 0 22132 0 13841 0 5 1260 0 4 0 157 0 12 196 182 212 928 0 246 2211 4 0 72 35 0 46 0 616 5
LP_S118_2 X118 Hybrid LP Rhizosphere 2 P03 0 135 39 37 30 258 12 1930 0 6 12 0 262 15 14 124 2 7 59 0 15 211 0 0 3 185 476 157 15 5 0 1298 12 0 5 0 3 0 0 63 0 0 0 11 39 0 0 13 3 0 72 34 0 0 162 0 50 274 33864 0 3486 0 59206 2 5 1559 0 37 5 115 15 13 22 311 80 394 0 302 992 5 9 51 652 0 31 11 51 0
LP_S118_3 X118 Hybrid LP Rhizosphere 3 P03 0 147 27 35 69 146 0 17254 22 2 60 0 471 2 17 182 0 0 5 0 0 326 6 0 0 0 638 2 4 3 0 913 7 0 0 3 2 0 0 435 0 0 0 0 18 2 0 26 0 0 310 57 0 1188 261 6 44 1036 3052 0 5081 0 49216 4 19 920 0 10 0 353 8 6 0 155 155 2492 4 391 2546 12 5 121 6881 3 0 0 302 0
LP_S119_1 X119 Teosinte LP Rhizosphere 1 P03 195 133 75 158 61 0 0 76 0 0 11 0 36 4 38 64 0 8 0 0 0 656 44 19 84 32 670 0 11 35 20 2065 20 7 16 0 0 0 0 5 0 0 12 0 81 0 0 24 2 0 10 77 0 13 313 0 56 679 1028 0 11570 0 3223 3 14 4691 0 0 2 413 6 22 0 72 69 609 3 478 1177 15 16 106 134 0 0 2 22 0
LP_S119_2 X119 Teosinte LP Rhizosphere 2 P03 91 400 115 0 62 1010 39 492 45 21 181 4 312 42 18 273 8 39 64 0 77 1158 7 15 13 0 2875 33 13 63 19 2944 34 8 0 0 28 0 0 181 0 300 12 0 81 0 0 61 23 9 106 128 113 28 721 2 81 632 2201 0 11454 3 24768 5 31 9766 3 15 0 402 13 30 0 313 163 2600 28 1122 3010 71 14 204 829 0 3 28 83 3
LP_S119_3 X119 Teosinte LP Rhizosphere 3 P03 139 450 103 322 73 31 0 2729 0 13 89 0 367 7 49 162 6 0 0 0 0 812 0 10 2 524 889 0 30 36 16 2446 12 8 3 0 13 0 0 583 0 16 5 0 43 0 0 26 4 0 42 120 0 516 782 0 106 986 1871 0 2455 0 6683 3 30 4649 4 7 0 607 34 15 613 206 196 17081 12 912 2804 17 52 231 6120 0 5 0 111 0
LP_S12_1 X12 Landrace LP Rhizosphere 1 P09 33 36 20 59 40 16 0 4652 0 0 15 0 168 5 4 80 0 40 12 0 0 269 0 0 0 0 367 0 0 8 4 931 4 15 0 0 0 6 0 46 0 0 0 0 37 0 0 11 0 0 4 47 0 54 141 0 36 633 615 0 6064 0 40856 0 6 651 2 0 0 98 0 7 0 49 35 638 0 306 955 9 7 79 58 0 0 0 36 6
LP_S12_2 X12 Landrace LP Rhizosphere 2 P09 38 230 40 38 26 117 0 731 6 0 11 0 108 3 8 50 0 2 17 3 5 129 0 0 0 3 470 176 0 11 0 442 0 0 2 0 0 0 10 7772 0 0 0 0 12 0 0 0 0 0 4 29 73 63 224 0 54 342 1228 121 5516 0 75056 0 0 1267 0 2 53 86 0 11 10 85 94 602 0 503 1053 14 11 33 885 0 62 0 23 38
LP_S12_3 X12 Landrace LP Rhizosphere 3 P09 42 25 9 0 38 97 4 1079 0 0 20 0 86 2 4 17 0 25 9 0 4 82 5 0 0 6 304 117 6 6 4 596 11 0 0 0 0 19 4 7892 0 0 2 2 10 0 0 0 0 0 7 19 0 33 49 0 20 338 905 0 1604 0 56053 0 8 638 0 5 0 81 0 10 12 1111 430 3144 3 144 1145 36 27 63 1307 0 26 0 37 7
