Genotype Germplasm Treatment Compartment Block Plot Lasiosphaeriaceae Chaetomiaceae Pezizomycotina_fam_Incertae_sedis Sordariaceae Trichosphaeriaceae Bartaliniaceae Xylariales_fam_Incertae_sedis Chaetosphaeriaceae Myrmecridiaceae Microascales_fam_Incertae_sedis Microascaceae Togniniaceae Periconiaceae Herpotrichiellaceae Cladosporiaceae Mycosphaerellaceae Leotiaceae Piskurozymaceae Pyronemataceae Sanchytriaceae Sympoventuriaceae Chytridiaceae Mortierellaceae Chrysozymaceae Mrakiaceae Rhizophydiaceae Geastraceae Ceratobasidiaceae Rhizopodaceae Entolomataceae Strophariaceae Ganodermataceae Cantharellales_fam_Incertae_sedis Piptocephalidaceae Phaeosphaeriaceae Gymnoascaceae Pleosporaceae Didymosphaeriaceae Thyridariaceae Stachybotryaceae Bionectriaceae Hypocreales_fam_Incertae_sedis Aspergillaceae Arachnomycetaceae Trichocomaceae Myxotrichaceae Hyaloscyphaceae Pseudeurotiaceae Onygenales_fam_Incertae_sedis Sordariales_fam_Incertae_sedis Glomerellaceae Pezizaceae Clavicipitaceae Hypocreaceae Nectriaceae Cordycipitaceae Helotiaceae Niessliaceae Ophiocordycipitaceae
CK_R78_3 X78 Landrace CK Root 3 P11 231 0 6496 0 0 0 1102 0 1067 0 0 0 139 18 0 0 0 0 0 0 0 5 0 0 0 0 0 14 32 13293 0 0 5 0 4 0 0 0 0 0 1935 1550 3594 0 19841 0 0 0 0 0 0 290 707 137 3618 1006 219 6 0
CK_R79_1 X79 Landrace CK Root 1 P05 17 1033 13916 0 0 0 4978 0 62 0 0 0 337 95 0 0 0 0 0 0 0 0 0 0 0 0 0 816 0 18 0 0 6 0 128 0 0 0 0 14 523 141 9169 0 31937 0 0 19 0 0 0 0 0 777 4093 0 55 0 0
CK_R79_2 X79 Landrace CK Root 2 P05 23 95 24845 0 0 0 1330 0 179 0 0 0 41 25 0 0 0 0 0 0 0 0 2 0 0 0 0 135 9 43 0 0 0 0 87 0 0 0 0 23 480 4012 429 0 1620 0 0 10 0 0 0 11415 37 53 1037 0 69 6 0
CK_R79_3 X79 Landrace CK Root 3 P05 244 4 17619 0 0 0 1408 0 50 0 0 0 39 24 0 0 0 0 0 0 0 0 0 0 0 0 0 4 7 4361 0 0 48 0 8 0 0 0 0 0 248 3630 13524 0 25053 0 0 0 0 0 0 117 172 69 2420 116 94 20 0
CK_R8_1 X8 Landrace CK Root 1 P11 50 4961 4536 0 0 0 1414 7 261 0 0 0 281 22 0 0 0 0 0 0 0 0 0 0 0 0 0 130 0 111 0 0 0 0 160 0 0 0 0 0 629 495 39910 0 3292 0 0 0 0 0 0 0 33 322 3241 0 47 28 0
CK_R8_2 X8 Landrace CK Root 2 P11 70 316 2879 0 0 0 3473 6 317 0 0 0 19 41 0 0 0 0 0 0 0 0 2 0 0 0 0 25750 0 4 0 0 0 0 39 0 12 2 0 25 257 3896 880 0 9388 0 0 3 0 0 0 2 7 39 2384 0 46 14 0
CK_R8_3 X8 Landrace CK Root 3 P11 41 0 2853 0 0 0 1147 6 166 0 0 0 179 9 0 0 0 0 0 0 0 0 0 0 0 0 0 33 2 78 0 0 0 0 13 0 5 0 0 12 688 1470 36172 0 34453 0 0 0 0 0 0 24 30 7 3166 8 301 58 0
CK_R80_1 X80 Landrace CK Root 1 P11 40 12 1671 0 0 0 2785 0 169 0 0 0 130 64 0 0 0 0 0 0 0 0 0 0 0 0 0 13274 15 11 0 0 9 0 51 0 13 0 0 0 943 3634 18896 0 24405 0 0 3 0 0 0 0 94 198 9207 8 149 0 0
CK_R80_2 X80 Landrace CK Root 2 P11 35 157 4214 0 0 0 1967 3 76 0 0 0 156 28 133 0 0 0 0 0 0 0 6 4 0 0 0 9 105 129 0 0 2 0 65 0 7 0 0 23 148 4832 174 0 1870 0 0 0 0 0 0 11 103 30 3227 0 53 0 0
CK_R80_3 X80 Landrace CK Root 3 P11 153 3 1665 0 0 0 1411 6 223 0 0 0 48 87 0 0 0 12 0 0 0 51 0 0 0 0 0 19 4 170 0 0 0 0 11 0 6 0 0 5 358 9220 25438 0 11390 0 0 0 0 0 0 53 287 247 2043 95 96 71 0
CK_R81_1 X81 Landrace CK Root 1 P05 50 0 1396 0 0 0 3282 0 825 0 0 0 98 55 0 0 0 0 0 0 0 0 0 3 0 0 0 26467 2 58 0 0 7 0 20 0 0 0 0 0 1520 5674 6425 0 8502 0 0 0 0 0 0 0 25 93 6680 0 31 9 0
CK_R81_2 X81 Landrace CK Root 2 P05 26 0 5127 0 0 0 1190 2 102 0 0 0 27 36 0 0 0 0 0 0 0 0 0 0 0 0 0 5 7 59 0 0 354 0 9 0 2 0 0 2514 829 1378 433 0 38497 0 0 0 0 0 0 8 27 893 5877 9 114 15 0
CK_R81_3 X81 Landrace CK Root 3 P05 93 4 2855 0 0 0 1516 0 132 0 0 0 94 68 0 0 0 0 0 0 0 0 0 0 0 0 0 24 28 156 0 0 11 0 32 0 4 0 0 0 227 2232 2994 0 55454 0 0 0 0 0 0 186 151 397 7179 43 894 12 0
CK_R82_1 X82 Landrace CK Root 1 P14 183 138 2043 0 0 0 9928 8 1693 0 0 0 434 288 0 0 0 0 0 0 0 0 0 2 0 0 0 17143 0 2191 0 0 10 0 359 0 0 0 0 0 2224 561 394 0 1110 0 0 0 0 0 0 0 64 210 13636 0 35 9 0
CK_R82_2 X82 Landrace CK Root 2 P14 12 434 1724 0 0 0 702 0 131 0 0 0 35 10 0 0 0 0 0 0 0 0 0 0 0 0 0 151 5 29 0 0 0 0 7 0 0 0 0 23 257 1023 16121 0 21136 0 0 0 0 0 0 13 55 54 1517 0 0 64 0
CK_R82_3 X82 Landrace CK Root 3 P14 66 0 1148 0 0 0 765 0 56 0 0 0 36 35 0 0 0 0 0 0 0 0 0 0 0 0 0 16 38 872 0 0 0 0 5 0 3 0 0 0 380 9315 37522 0 32791 0 0 0 0 0 0 171 137 186 1338 26 82 17 0
CK_R83_1 X83 Landrace CK Root 1 P05 59 345 6585 0 0 0 5228 0 493 0 0 0 564 400 0 0 0 0 0 0 0 2 0 0 0 0 0 1923 4 64 0 0 3334 0 194 0 0 0 0 8 808 586 1299 0 19868 0 0 0 0 0 0 0 201 35 17224 0 112 169 0
CK_R83_2 X83 Landrace CK Root 2 P05 25 19 2077 0 0 0 750 0 135 0 0 0 61 89 0 0 0 0 0 0 0 0 7 0 0 0 0 104 167 1922 0 0 5 0 60 0 12 0 0 22 746 5598 3620 0 19286 0 0 0 0 0 0 11 1518 254 9185 0 115 5 27
CK_R83_3 X83 Landrace CK Root 3 P05 43 25 570 0 0 0 4162 4 526 0 0 0 306 35 0 0 0 0 0 0 0 0 0 2 0 0 0 642 12 40 0 0 0 0 356 0 0 0 2 2 1952 4846 9133 0 34914 0 0 0 0 0 0 112 474 38 1858 29 73 13 0
CK_R84_1 X84 Landrace CK Root 1 P14 474 89 2936 0 0 0 7410 11 1247 0 0 2 245 306 0 0 0 0 0 0 0 0 2 0 0 0 0 14315 7 30 0 0 0 0 40 0 142 0 0 41 3852 1394 598 0 4423 0 0 0 0 0 0 0 450 1111 16879 0 282 34 0
CK_R84_2 X84 Landrace CK Root 2 P14 179 6 7214 0 0 0 3693 15 1510 0 0 0 58 422 0 0 0 0 0 0 0 0 4 0 0 0 0 3784 2 300 0 0 0 0 204 0 0 0 6 68 347 693 909 0 15327 0 0 2 0 0 0 17 26 412 3476 9 0 0 0
CK_R84_3 X84 Landrace CK Root 3 P14 117 11 2306 0 0 0 1945 0 244 0 0 0 116 214 0 2 0 0 0 0 0 0 0 0 0 0 0 18 21 118 0 0 0 0 37 0 16 0 0 30 581 3837 3769 0 39386 0 0 0 0 0 0 15 398 152 7635 96 297 489 0
CK_R85_1 X85 Landrace CK Root 1 P08 118 79 2335 0 0 0 5202 10 493 0 0 0 177 596 0 2 0 0 0 0 0 0 0 0 0 0 0 10753 0 15 0 0 0 0 115 0 2 0 288 30 8283 5130 1080 0 7458 0 0 0 0 0 0 0 90 3641 6037 0 180 17 0
CK_R85_2 X85 Landrace CK Root 2 P08 24 884 14552 0 0 0 1052 3 40 0 0 0 11 16 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 25 0 0 0 0 12 0 0 0 0 3769 266 924 395 0 39586 0 0 3 0 0 0 3 29 16 2537 6 0 0 2
CK_R85_3 X85 Landrace CK Root 3 P08 51 12 1258 0 0 0 1031 0 38 0 0 0 136 9 0 0 0 0 0 0 0 0 0 0 0 0 0 7 18 57 0 0 40 0 14 0 0 0 0 43 283 6706 4625 0 48051 0 0 0 0 0 0 31 89 47 1823 57 53 46 0
CK_R86_1 X86 Landrace CK Root 1 P11 66 10 1186 0 0 0 3393 3 72 0 0 0 246 205 0 0 0 0 0 0 0 0 0 0 0 0 0 433 2 373 0 0 3 0 60 0 0 0 0 2 3838 6317 3999 0 1189 0 0 6 3 0 0 0 197 290 2864 0 8061 671 0
CK_R86_2 X86 Landrace CK Root 2 P11 47 169 19728 0 0 0 1443 41 194 0 0 0 106 66 3 0 0 0 0 0 0 2 8 0 0 0 0 32 19 13 0 0 32 0 33 0 0 130 0 19 1189 1194 487 0 10866 0 0 4 0 0 0 7 60 20 2212 0 38 91 0
CK_R86_3 X86 Landrace CK Root 3 P11 50 14 10226 0 0 0 1208 11 60 0 0 0 90 24 0 0 0 0 0 0 0 0 5 0 0 0 0 21 32 94 0 0 8 0 18 0 0 0 0 5 490 1849 14521 0 39551 0 0 0 0 0 0 175 326 127 5677 64 148 27 0
CK_R87_1 X87 Landrace CK Root 1 P14 607 85 4889 0 0 0 3813 0 1142 0 0 32 555 308 3 4 0 0 0 0 0 0 16 0 0 0 0 1486 0 1995 0 0 5 0 394 0 0 0 0 4 3054 1478 5859 0 914 0 0 56 19 0 0 0 33 290 40640 3 185 24 0
CK_R87_2 X87 Landrace CK Root 2 P14 98 6 2421 0 0 0 11287 4 1427 0 0 0 121 312 0 0 0 0 0 0 0 0 0 0 0 0 0 22 19 22 0 0 0 0 85 0 0 0 0 44 530 1677 475 0 26572 0 0 0 0 0 0 25 92 27 3511 0 32 3 0
CK_R87_3 X87 Landrace CK Root 3 P14 51 7 1178 0 0 0 1065 0 246 0 0 0 26 22 0 0 0 0 0 0 0 0 0 0 0 0 0 877 0 81 0 0 0 0 14 0 18 0 0 8 1190 4199 8050 0 30312 0 0 0 0 0 0 11 81 748 1982 47 98 42 0
CK_R88_1 X88 Landrace CK Root 1 P14 59 333 1438 0 0 0 5342 162 408 0 0 0 550 192 0 0 0 0 0 0 0 0 0 0 0 0 0 1080 0 61 0 0 93 0 319 0 27 0 23 9 621 535 1645 0 1243 0 0 2 0 0 0 0 19 250 14668 0 254 16 0
CK_R88_2 X88 Landrace CK Root 2 P14 133 73 11763 0 0 0 793 0 215 0 0 0 6 82 0 0 0 0 0 0 0 4 0 0 0 0 0 39 0 12 0 0 0 0 6 0 0 9 0 36 474 8739 239 0 1906 0 0 3 0 0 0 29 9 13 1499 0 4 0 0
CK_R88_3 X88 Landrace CK Root 3 P14 110 6 770 0 0 0 1100 0 105 0 0 0 52 15 0 0 0 0 0 0 0 0 5 0 0 0 0 154 0 112 0 0 0 0 36 0 0 0 0 13 597 1733 3658 0 29678 0 0 0 0 0 0 28 102 69 1235 97 158 16 0
CK_R89_1 X89 Landrace CK Root 1 P11 55 71 4790 0 0 0 2849 17 197 0 0 0 328 51 0 0 0 7 0 0 0 0 0 0 0 0 0 2965 0 25 0 0 0 0 82 0 0 39 0 0 3098 537 29079 0 20331 0 0 0 0 0 0 0 23 195 2663 0 1205 28 0
CK_R89_2 X89 Landrace CK Root 2 P11 71 7 10958 0 0 0 2262 120 79 0 0 0 62 391 0 0 0 0 0 0 0 0 0 0 0 0 0 7742 0 67 0 0 0 0 114 0 3 0 0 2 345 465 2599 0 20152 0 0 5 0 0 0 0 122 57 5156 2 81 6 0
CK_R89_3 X89 Landrace CK Root 3 P11 92 11 1994 0 0 0 1602 0 594 0 0 0 76 26 0 0 0 0 0 0 0 0 0 0 0 0 0 8180 38 14318 0 0 0 0 33 0 0 0 11 3 324 8829 4487 0 19522 0 0 3 0 0 0 30 365 218 4054 53 270 10 0
CK_R9_1 X9 Landrace CK Root 1 P08 24 39 1579 0 0 0 1619 0 268 0 0 0 237 81 0 0 0 0 0 0 0 0 3 0 0 0 0 1333 6 288 0 0 46 0 31 0 4 114 601 24 482 2530 583 0 11314 0 0 0 0 0 0 0 134 1753 12390 0 904 88 0
CK_R9_2 X9 Landrace CK Root 2 P08 33 4 3872 0 0 0 2042 17 152 0 0 0 56 61 0 0 0 0 0 0 0 0 0 0 0 0 0 720 2 35 0 0 6 0 31 0 0 0 0 6 289 3906 2889 0 17446 0 0 0 0 0 0 0 43 188 8986 0 82 11 3
CK_R9_3 X9 Landrace CK Root 3 P08 415 1020 18964 0 0 0 804 8 1102 0 0 0 149 20 0 0 0 0 0 0 0 0 5 0 0 0 0 22 316 271 0 0 0 0 292 0 0 0 0 62 7254 9507 1232 0 4562 0 0 0 0 0 0 61 124 36 1905 3 252 0 9
CK_R90_1 X90 Landrace CK Root 1 P14 61 0 1343 0 0 0 7374 2 1028 0 0 0 908 211 2 0 0 0 0 0 0 0 4 15 0 0 0 586 0 241 0 0 5 0 119 0 10 0 0 0 1718 1687 16702 0 38526 0 0 0 2 0 0 0 30 80 4451 0 397 46 0
CK_R90_2 X90 Landrace CK Root 2 P14 35 86 11087 0 0 0 4068 4 1164 0 0 0 112 106 0 0 0 0 0 0 0 0 0 10 0 0 0 58 0 29 0 0 0 0 40 0 0 0 0 0 3986 1609 362 0 8745 0 0 0 0 0 0 79 63 33 2140 0 38 0 0
CK_R90_3 X90 Landrace CK Root 3 P14 137 7 3678 0 0 0 2033 0 288 0 0 0 416 38 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 302 0 0 4 0 19 0 0 0 0 6 501 5925 8149 0 23774 0 0 0 0 0 0 255 140 140 5866 90 2090 81 0
CK_R91_1 X91 Landrace CK Root 1 P05 142 35 11399 0 0 7 3829 14 118 0 10 10 110 65 2 0 0 25 0 0 0 6 126 0 0 0 0 276 1350 6 0 0 38 0 401 4 0 0 2 6 1040 1060 3158 0 9811 0 2 147 0 0 0 0 205 169 6962 0 177 22 0
CK_R91_2 X91 Landrace CK Root 2 P05 18 9 7697 0 0 0 4106 6 1225 0 0 0 25 29 0 0 0 0 0 0 0 0 4 0 0 0 0 11 575 13964 0 0 3 0 107 0 7 79 0 0 386 830 2328 0 14145 0 0 0 0 0 0 0 5409 205 5098 0 4 5 0
CK_R91_3 X91 Landrace CK Root 3 P05 196 261 11586 0 0 0 1049 0 52 0 0 0 105 142 0 0 0 0 0 0 0 0 5 0 0 0 0 44 48 553 0 0 0 0 140 0 5 0 0 16 415 13778 3238 0 38296 0 0 0 0 0 0 64 420 202 3572 70 270 30 0
CK_R92_1 X92 Landrace CK Root 1 P05 85 122 1314 0 0 0 8155 13 298 0 0 0 60 180 0 0 0 0 0 0 0 0 2 30 0 0 0 5659 4 23 0 0 0 0 11 0 3 0 23 6 3497 317 2059 0 48671 0 0 0 0 0 0 0 72 880 3915 0 157 25 0
CK_R92_2 X92 Landrace CK Root 2 P05 20 5 32268 0 0 0 2013 6 467 0 0 0 20 60 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 20 0 0 24 0 7 0 11 0 0 44 194 8702 1150 0 6551 0 0 0 0 0 0 0 96 42 1128 0 490 6 0
CK_R92_3 X92 Landrace CK Root 3 P05 56 0 3914 0 0 0 2247 8 221 0 0 0 79 18 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 5315 6 0 2 0 25 0 66 2 0 9 909 22148 7249 0 18112 0 0 0 0 0 0 84 251 2585 3045 29 197 207 0
CK_R93_1 X93 Landrace CK Root 1 P14 95 846 20120 0 0 0 5443 6 133 0 0 0 487 261 0 0 0 0 0 0 0 0 4 4 0 0 0 1157 29 536 0 0 42 0 263 0 10 0 0 5 2982 11535 10835 0 6529 0 0 0 2 0 0 0 389 312 7864 0 1465 28 0
CK_R93_2 X93 Landrace CK Root 2 P14 19 15 18705 0 0 0 1184 2 37 0 0 0 19 19 0 0 0 0 0 0 0 0 0 0 0 0 0 158 0 232 0 0 3 0 18 0 3 0 0 0 3369 1105 542 0 13603 0 0 0 0 0 0 0 58 33 1063 0 15 3 0
CK_R93_3 X93 Landrace CK Root 3 P14 182 4 3162 0 0 0 2239 4 886 0 0 0 372 20 0 0 0 0 0 0 0 0 60 0 0 0 0 18 0 53 0 0 10 0 156 0 4 0 0 11 231 2769 3816 0 25375 0 0 0 0 0 0 531 47 119 6307 9 232 8 0
CK_R94_1 X94 Landrace CK Root 1 P11 92 88 5133 0 0 0 3399 4 566 0 0 0 198 244 0 0 0 0 0 0 0 0 24 31 0 0 0 1753 11 2433 0 0 0 0 54 0 0 0 0 7 10557 2695 4870 0 24211 0 0 0 0 0 0 0 124 185 7827 0 337 90 0
CK_R94_2 X94 Landrace CK Root 2 P11 26 62 29207 0 0 0 2502 0 202 0 0 0 33 56 0 0 0 0 0 0 0 0 0 0 0 0 0 113 0 57 0 0 962 0 23 0 2 0 0 3 1425 10460 182 0 9081 0 0 0 0 0 0 0 77 27 487 0 36 0 0
CK_R94_3 X94 Landrace CK Root 3 P11 70 0 2529 0 0 0 1085 0 39 0 0 0 59 25 0 0 0 6 0 0 0 0 0 0 0 0 0 29 13 759 0 0 0 0 10 0 0 0 0 6 1961 6982 47292 0 15521 0 0 0 0 0 0 20 198 1770 1263 0 89 37 0
CK_R95_1 X95 Landrace CK Root 1 P08 71 267 23046 0 0 0 6319 0 171 0 0 0 155 168 0 0 0 0 0 0 0 48 4 0 0 0 0 13842 0 53 0 0 0 0 53 0 125 0 0 45 1318 3936 8960 0 4259 0 0 0 0 0 0 0 83 967 7166 0 238 86 0
CK_R95_2 X95 Landrace CK Root 2 P08 27 196 12120 0 0 0 950 4 105 0 0 0 22 16 0 0 0 0 0 0 0 0 0 0 0 0 0 54 0 26 0 0 0 0 13 0 3 0 0 337 270 20110 191 0 27732 0 0 0 0 0 0 0 43 16 890 13 16 29 0
CK_R95_3 X95 Landrace CK Root 3 P08 87 24 1599 0 0 0 2268 0 191 0 0 0 143 75 0 0 0 4 0 0 0 0 0 0 0 0 0 60 25 45 0 0 0 0 319 0 5 0 0 7 506 3565 27637 0 27578 0 0 0 0 0 0 72 179 122 6382 2 129 31 0
CK_R96_1 X96 Landrace CK Root 1 P11 98 92 30336 0 0 0 5415 3 97 0 0 0 274 371 0 0 0 0 0 0 0 26 0 0 0 0 0 9091 0 4295 0 0 877 0 141 0 0 0 0 4 976 918 1421 0 1675 0 0 0 0 0 0 0 75 307 3809 0 1232 89 0
CK_R96_2 X96 Landrace CK Root 2 P11 25 928 24947 0 0 0 775 2 137 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 22 15 30 0 0 0 0 18 0 0 0 0 73 2302 4498 201 0 13914 0 0 0 0 0 0 0 75 13 2225 3 11 0 3
CK_R96_3 X96 Landrace CK Root 3 P11 57 2 1530 0 0 0 1238 0 98 0 0 0 178 31 0 0 0 0 0 0 0 0 0 0 0 0 0 34 28 123 0 0 0 0 772 0 5 0 0 216 2803 19671 3547 0 33946 0 0 0 0 0 0 184 169 233 4452 51 398 28 0
CK_R97_1 X97 Landrace CK Root 1 P08 56 9 1876 0 0 0 3805 6 190 0 0 0 85 38 0 0 0 0 0 0 0 0 128 0 0 0 0 214 0 4 0 0 0 0 113 0 6 0 0 0 455 1033 761 0 43040 0 0 2 0 0 0 0 27 23 6795 0 27 37 0
CK_R97_2 X97 Landrace CK Root 2 P08 23 21 14136 0 0 0 2438 6 42 0 0 0 0 368 2 0 0 0 0 0 0 0 0 0 0 0 0 23 6 22 0 0 27 0 18 0 0 0 0 4 288 1483 172 0 41291 0 0 0 0 0 0 0 26 666 1869 0 4 3 0
CK_R97_3 X97 Landrace CK Root 3 P08 135 0 1551 0 0 0 4620 2 103 0 0 0 1333 61 0 0 0 0 0 0 0 3 5 0 0 0 0 16 3 52 220 0 66 0 51 0 7 0 0 20 530 3139 6657 0 19049 0 0 0 0 0 0 2471 281 143 7473 68 135 10 0
CK_R98_1 X98 Inbred_line CK Root 1 P05 10 1410 18532 0 0 0 4610 0 95 0 0 0 142 25 0 0 0 0 0 0 0 0 0 0 0 0 0 554 0 190 0 0 7 0 90 0 4 0 0 2 483 6161 956 0 42209 0 0 0 0 0 0 0 39 87 1867 0 29 25 2
CK_R98_2 X98 Inbred_line CK Root 2 P05 19 19 26981 0 0 0 3235 8 307 0 0 0 27 51 0 0 0 0 0 0 0 102 0 2 0 0 0 28 0 16 0 0 138 0 7 0 0 0 0 0 423 2584 623 0 3554 0 0 6 0 0 0 0 38 6 930 0 33 0 0
CK_R98_3 X98 Inbred_line CK Root 3 P05 53 10 1219 0 0 0 3573 12 46 0 0 0 55 12 0 0 0 3 0 0 0 2 0 4 0 0 0 18 4 58 0 0 205 0 29 0 0 0 0 14 981 4536 28371 0 24125 0 0 0 0 0 0 14 84 72 1720 10 556 11 0
CK_R99_1 X99 Inbred_line CK Root 1 P11 23 157 3587 0 0 0 3946 0 79 0 0 0 289 143 3 0 0 0 0 0 0 0 0 0 0 0 0 153 0 7 31 0 0 0 145 0 16 0 0 2 606 559 465 0 18120 0 0 0 0 0 0 0 20 35 8755 3 255 3933 0
CK_R99_2 X99 Inbred_line CK Root 2 P11 54 7 22971 0 0 0 1091 7 107 0 0 0 97 35 0 0 0 0 0 0 0 0 0 0 0 0 0 28 5 43 0 0 0 0 7 0 3 0 0 2 502 3836 4423 0 11211 0 0 0 0 0 0 0 81 15 2367 0 10 0 0
CK_R99_3 X99 Inbred_line CK Root 3 P11 45 4 1230 0 0 0 974 0 136 0 0 0 71 5 0 0 0 0 0 0 0 0 0 0 0 0 0 70 3 542 0 0 0 0 16 0 18 0 0 7 307 26880 7737 0 28168 0 0 0 0 0 0 11 49 158 1242 5 107 11 0
D_R1_1 X1 Landrace D Root 1 P01 49 70 3759 0 0 0 5118 132 293 0 0 0 570 78 16 3 0 0 0 0 0 0 3 0 0 0 0 411 0 1937 0 0 7 0 59 0 3 0 0 3 538 27745 1546 0 1746 0 0 0 0 0 0 15 547 37 10271 0 20 8 0
D_R1_2 X1 Landrace D Root 2 P01 134 23 3757 0 0 0 580 4 646 0 0 0 0 33 0 0 0 5 0 0 0 0 7 0 0 0 0 46 65 302 0 0 0 0 37 0 22 149 0 110 577 438 4367 0 38526 0 0 0 0 0 0 34 713 47 10469 89 11 41 7
D_R1_3 X1 Landrace D Root 3 P01 47 823 6529 0 0 0 1150 2 132 0 0 0 100 245 0 0 0 0 0 0 0 0 61 2 0 0 0 231 7 19 0 0 21 0 30 0 14 0 0 29 249 964 4474 0 57839 0 0 0 0 0 0 60 180 875 11366 11 145 58 0
D_R10_1 X10 Landrace D Root 1 P10 95 62 410 0 0 0 917 3 1678 0 0 0 32 984 0 0 0 0 0 0 0 0 27 0 0 0 0 1161 0 26 0 0 2 0 47 0 15 7 0 0 4826 6543 659 0 42831 0 0 0 0 0 0 0 144 73 13629 0 85 0 0
D_R10_2 X10 Landrace D Root 2 P10 137 249 5369 0 0 0 1510 0 192 0 0 0 19 40 0 0 0 0 0 0 0 0 13 0 0 0 0 28 43 59 7 0 0 0 9 0 48 0 0 31 598 2575 3102 0 30975 0 0 14 0 0 0 818 265 41 13195 177 37 14 19
D_R10_3 X10 Landrace D Root 3 P10 124 100 14063 0 0 0 1247 0 130 0 0 0 168 180 0 0 0 0 0 0 0 0 9 0 0 0 0 114 13 89 0 0 4 0 3 0 6 0 3 4 406 373 1604 0 37802 0 0 0 0 0 0 22 364 143 17646 32 190 18 0
D_R100_1 X100 Inbred_line D Root 1 P01 59 0 10441 0 0 0 3291 11 464 0 0 0 259 53 0 0 0 0 0 0 0 0 19 0 0 0 0 874 0 103 0 0 5 0 159 0 3 21 3 34 1390 1844 3125 0 1001 0 0 0 0 0 0 0 113 320 37128 0 187 185 0
D_R100_2 X100 Inbred_line D Root 2 P01 32 87 3023 0 0 0 650 4 349 0 0 0 266 20 0 0 0 0 0 0 0 0 6 0 0 0 0 6279 3 21 0 0 29 0 50 0 0 32 0 0 784 21617 5654 0 54570 0 0 0 0 0 0 29 30 224 5517 47 17 1756 7
D_R100_3 X100 Inbred_line D Root 3 P01 373 160 16610 0 0 0 579 0 5 0 0 0 13 9 9 0 0 0 0 0 0 0 2 0 3 0 0 718 7 51 0 0 0 0 0 0 0 0 18 40 62 740 35420 0 15463 0 0 0 0 0 0 4 286 103 9281 95 198 0 10
D_R101_1 X101 Inbred_line D Root 1 P04 99 3 8971 0 0 0 1527 2 501 0 0 0 270 53 0 0 0 0 0 0 0 0 8 0 0 0 0 794 0 97 0 0 0 0 113 0 0 84 0 3 859 275 647 0 1736 0 0 0 0 0 0 0 74 67 21582 0 228 14 0
D_R101_2 X101 Inbred_line D Root 2 P04 58 115 17344 0 0 0 616 0 173 0 0 0 212 30 0 0 0 0 0 0 0 0 4 0 0 0 0 144 0 89 0 0 30 0 38 0 23 10 0 2 342 254 20032 0 33316 0 0 0 0 0 0 14 48 198 4017 64 39 47 21
D_R101_3 X101 Inbred_line D Root 3 P04 26 90 6687 0 0 0 1012 15 48 0 0 0 296 13 0 0 0 0 0 0 0 0 3 0 2 0 0 1716 4 191 0 0 0 0 24 0 0 0 0 3 132 2013 8056 0 33825 0 0 3 0 0 0 0 64 918 13553 46 115 45 4
D_R102_1 X102 Inbred_line D Root 1 P04 115 143 2296 0 0 0 1509 0 1657 0 0 0 250 46 0 0 0 0 0 0 0 0 48 0 0 0 0 679 0 4231 0 0 0 0 8 0 0 2 4 5 1447 14210 2388 0 34007 0 0 0 0 0 0 0 167 154 12413 0 120 0 0
D_R102_2 X102 Inbred_line D Root 2 P04 76 110 16597 0 0 0 893 0 155 0 0 0 84 22 0 0 0 0 0 0 0 2 0 0 0 0 0 30 8 34 0 0 19089 0 448 0 0 5 0 5 545 746 2824 0 60695 0 0 0 0 0 0 52 34 257 2003 39 18 1371 0
D_R102_3 X102 Inbred_line D Root 3 P04 70 96 3683 0 0 0 712 25 16 0 0 0 26 12 0 0 0 0 0 0 0 0 4 0 2 0 0 6309 8 73 0 0 124 0 4 0 0 0 0 0 174 4083 21360 0 44462 0 0 0 0 0 0 0 127 290 7533 57 2293 0 2
D_R103_1 X103 Inbred_line D Root 1 P15 35 171 953 0 0 0 1512 0 1079 0 0 0 130 55 0 0 0 0 0 0 0 0 5 0 0 0 0 52 0 477 0 0 14 0 2 0 6 22 11 223 7946 18651 3377 0 37734 0 0 0 0 0 0 0 156 100 16028 0 254 0 0
D_R103_2 X103 Inbred_line D Root 2 P15 139 459 16185 0 0 0 826 0 197 0 0 0 76 29 0 0 0 0 0 0 0 0 7 0 0 0 0 4603 5 293 0 0 145 0 29 0 10 0 0 4 638 332 6281 0 52886 0 0 0 0 0 0 674 100 95 6105 73 23 707 6
D_R103_3 X103 Inbred_line D Root 3 P15 147 207 4704 0 0 0 967 0 68 0 0 0 52 15 0 10 0 0 0 0 0 0 9 0 5 0 0 93 71 60 0 0 4 0 182 0 8 5 0 0 518 1005 925 0 70567 0 0 0 0 0 0 86 304 71 7893 398 117 6 7
D_R104_1 X104 Inbred_line D Root 1 P04 95 83 623 0 0 0 5816 2 3964 0 0 0 634 58 0 0 0 2 0 0 0 0 0 0 0 0 0 1352 0 356 0 0 6 0 49 0 22 0 3 27 815 549 30069 0 7852 0 0 0 0 0 0 0 80 358 16531 0 73 10 0
