Genotype Germplasm Treatment Compartment Block Plot Lasiosphaeriaceae Chaetomiaceae Pezizomycotina_fam_Incertae_sedis Sordariaceae Trichosphaeriaceae Bartaliniaceae Xylariales_fam_Incertae_sedis Chaetosphaeriaceae Myrmecridiaceae Microascales_fam_Incertae_sedis Microascaceae Togniniaceae Periconiaceae Herpotrichiellaceae Cladosporiaceae Mycosphaerellaceae Leotiaceae Piskurozymaceae Pyronemataceae Sanchytriaceae Sympoventuriaceae Chytridiaceae Mortierellaceae Chrysozymaceae Mrakiaceae Rhizophydiaceae Geastraceae Ceratobasidiaceae Rhizopodaceae Entolomataceae Strophariaceae Ganodermataceae Cantharellales_fam_Incertae_sedis Piptocephalidaceae Phaeosphaeriaceae Gymnoascaceae Pleosporaceae Didymosphaeriaceae Thyridariaceae Stachybotryaceae Bionectriaceae Hypocreales_fam_Incertae_sedis Aspergillaceae Arachnomycetaceae Trichocomaceae Myxotrichaceae Hyaloscyphaceae Pseudeurotiaceae Onygenales_fam_Incertae_sedis Sordariales_fam_Incertae_sedis Glomerellaceae Pezizaceae Clavicipitaceae Hypocreaceae Nectriaceae Cordycipitaceae Helotiaceae Niessliaceae Ophiocordycipitaceae
LP_R27_1 X27 Landrace LP Root 1 P03 33 168 13527 0 0 0 9857 9 287 0 0 0 487 278 3 0 0 0 0 0 0 0 117 0 0 0 0 11 0 15 0 0 7 0 126 0 6 44 0 0 1149 1049 1563 0 17973 0 0 0 0 0 0 19684 153 42 4022 0 62 133 0
LP_R27_2 X27 Landrace LP Root 2 P03 52 29 558 0 0 0 5060 87 118 0 0 0 26 360 0 0 0 0 0 0 0 0 0 0 0 0 0 481 116 0 0 0 18 0 74 0 4 0 3 0 1873 4560 672 0 38405 0 0 0 0 0 0 452 42 262 2646 657 19 6 0
LP_R27_3 X27 Landrace LP Root 3 P03 97 6094 4211 0 0 0 3003 7 170 0 0 0 80 50 0 0 0 0 0 0 0 0 5 0 0 0 0 6116 35 0 0 0 0 0 305 0 9 0 0 38 375 1078 1248 0 4003 0 0 0 0 0 0 763 1793 8473 5913 22 37 43 0
LP_R28_1 X28 Landrace LP Root 1 P06 9 0 351 0 0 0 7502 629 1823 0 0 0 273 267 0 0 0 0 0 0 0 0 31 0 0 0 0 24 0 0 4 0 261 0 339 0 0 7 0 0 394 115 601 0 44984 0 0 0 0 0 0 16 9 42 6117 0 64 23 0
LP_R28_2 X28 Landrace LP Root 2 P06 96 636 1711 0 0 0 3810 128 428 0 0 0 0 103 0 0 0 0 0 0 0 0 0 0 0 0 0 506 12 0 0 0 26 0 37 0 37 0 0 13 888 2806 960 0 19018 0 0 0 0 0 0 182 36 397 4154 44 3785 13 0
LP_R28_3 X28 Landrace LP Root 3 P06 93 682 3218 0 0 0 6557 12 583 0 0 0 155 64 0 0 0 0 0 0 0 214 10 0 0 0 0 108 22 0 0 0 2 0 98 0 14 0 0 42 570 9765 814 0 9767 0 0 0 0 0 0 28 205 1255 6943 57 56 35 0
LP_R29_1 X29 Landrace LP Root 1 P16 27 2463 47105 0 0 0 6982 10 729 0 0 0 409 191 0 0 0 0 0 0 0 0 2 7 0 0 0 118 0 5 0 0 602 0 88 0 0 85 0 0 613 168 1705 0 3417 0 0 239 0 0 37 2964 36 169 4164 0 7 25 0
LP_R29_2 X29 Landrace LP Root 2 P16 26 28 2282 0 0 0 1750 17 84 0 0 0 34 112 0 0 0 0 0 0 0 0 3 3 0 0 0 125 11 0 0 0 36 0 23 0 11 0 0 4 1019 2256 296 0 42353 2 0 2 0 0 0 34 92 36 2486 18 22 17 0
LP_R29_3 X29 Landrace LP Root 3 P16 119 560 1766 0 0 0 6092 98 505 0 0 0 143 282 0 0 0 0 0 0 0 3 29 0 0 0 0 10231 65 0 0 0 6 0 127 0 10 7 0 27 3481 1167 1843 0 5229 0 0 0 0 0 0 144 3139 5855 5204 217 1170 53 0
LP_R3_1 X3 Landrace LP Root 1 P16 16 1016 5498 0 0 0 2525 0 300 0 0 0 266 108 0 0 0 0 0 0 0 0 0 0 0 0 0 55 0 0 6 0 17 0 109 0 2 0 0 3 118 481 172 0 47050 0 0 3 0 0 0 173 3 8 1974 0 39 87 0
LP_R3_2 X3 Landrace LP Root 2 P16 72 81 3042 0 0 0 3826 33 215 0 0 0 38 99 0 0 0 0 0 0 0 0 0 4 0 0 0 4621 45 0 3 0 0 0 25 0 22 0 4 52 154 2665 488 0 35181 0 0 0 0 0 0 878 76 165 2225 264 32 22 0
LP_R3_3 X3 Landrace LP Root 3 P16 18 2049 4254 0 0 0 3876 0 905 0 4 0 83 78 0 0 0 0 0 0 0 0 5 0 0 0 0 169 31 0 0 0 0 0 94 0 0 2 0 32 483 1078 4042 0 45923 0 0 0 0 0 0 55 409 774 8319 0 6 0 0
LP_R30_1 X30 Landrace LP Root 1 P16 162 20 19687 0 0 0 6247 46 198 0 420 0 349 328 0 0 0 0 0 0 0 0 0 0 0 0 0 197 0 1580 27 0 2 0 203 0 12 31 0 11 1579 196 5821 0 14341 0 0 53 0 0 0 97 142 93 3443 0 19 245 0
LP_R30_2 X30 Landrace LP Root 2 P16 39 75 14984 0 0 0 2040 0 433 0 0 0 64 52 0 0 0 0 0 0 0 206 0 0 0 0 0 3191 25 0 5 0 26 0 38 0 3 0 0 163 158 662 824 0 30007 0 0 0 0 0 0 127 77 28 1996 29 338 9 0
LP_R30_3 X30 Landrace LP Root 3 P16 67 166 3263 0 0 0 7588 5 104 0 0 0 227 538 27 0 0 0 0 0 0 4 0 3 0 0 0 69 40 0 39 0 11 0 217 0 6 0 0 347 1256 7849 722 0 7894 0 0 10 0 0 0 58 338 3823 10823 30 50 14 0
LP_R31_1 X31 Landrace LP Root 1 P16 45 19 3284 0 0 0 9585 3 4257 0 0 0 821 152 0 0 0 0 0 0 0 0 0 0 0 0 0 658 4 0 158 0 2 0 37 0 7 3 29 146 383 874 2055 0 45006 0 0 0 0 0 0 5 130 74 5408 0 13 59 0
LP_R31_2 X31 Landrace LP Root 2 P16 23 19 546 0 0 0 1763 6 172 0 0 0 65 134 0 3 0 0 0 0 0 0 46 0 0 0 0 18 615 0 0 0 78 0 148 0 107 0 0 0 535 4421 1743 0 15655 0 0 0 0 0 0 2411 213 28 5877 32 55 29 0
LP_R31_3 X31 Landrace LP Root 3 P16 113 884 5580 0 0 11 4201 20 289 0 4 0 104 36 0 0 0 0 0 0 0 0 9 0 0 0 0 68 45 0 0 0 4 0 60 0 7 9 0 108 1410 2898 3213 0 43543 0 0 7 0 0 0 62 540 1035 15445 47 81 43 0
LP_R32_1 X32 Landrace LP Root 1 P03 29 54 42293 0 0 0 3783 0 901 0 0 0 188 254 0 0 0 0 0 0 0 0 0 0 0 0 0 74 0 0 1466 0 0 0 236 0 22 3 0 12 342 197 5142 0 1137 0 0 38 0 0 0 6 30 102 2698 0 176 55 0
LP_R32_2 X32 Landrace LP Root 2 P03 24 77 708 0 0 0 6136 0 254 0 0 0 46 55 0 0 0 2 0 0 0 0 2 0 0 0 0 39 22 0 0 0 14 0 520 0 0 133 0 4 219 12274 422 0 33561 0 0 0 0 0 0 1460 83 41 1131 22 528 12 0
LP_R32_3 X32 Landrace LP Root 3 P03 90 428 6272 0 0 0 1979 10 127 0 5 0 42 45 2 0 0 5 0 0 0 6 12 0 0 0 0 422 0 0 0 0 4 0 69 0 7 0 0 13 370 1475 935 0 27026 0 0 16 0 0 0 5 98 428 3774 20 39 175 23
LP_R33_1 X33 Landrace LP Root 1 P03 98 20 1805 0 0 0 5738 14 690 0 5 0 689 330 0 0 0 0 0 0 0 0 3 0 0 0 0 134 0 0 4 0 515 0 3946 0 16 0 4 4 365 357 743 0 10400 0 0 5 0 0 0 11 6 53 14913 0 81 10 0
LP_R33_2 X33 Landrace LP Root 2 P03 241 17 3852 0 0 0 7537 7 154 0 0 0 176 222 5 0 0 7 0 0 0 0 24 0 0 0 0 29 5 0 0 0 32 0 187 0 94 183 21 9 268 910 5804 0 15781 0 0 3 0 0 0 11 145 7 3870 0 68 11 0
LP_R33_3 X33 Landrace LP Root 3 P03 73 674 8420 0 0 0 4716 46 297 0 0 6 72 56 0 0 0 4 0 0 0 28 24 0 0 0 0 246 12 8 0 0 1214 0 101 0 7 11 0 38 324 2362 942 0 40324 0 0 25 0 0 0 27 315 1772 4852 357 98 24 6
LP_R34_1 X34 Landrace LP Root 1 P09 127 120 1728 0 0 0 13248 21 1529 0 0 0 240 285 0 0 0 0 0 0 0 0 0 0 0 0 0 22225 2 7 8 0 0 0 122 0 0 0 50 2 471 1986 657 0 4175 0 0 0 0 0 0 17 84 753 4802 0 105 72 0
LP_R34_2 X34 Landrace LP Root 2 P09 12 24 1309 0 0 0 2195 0 106 0 0 0 12 26 0 0 0 0 0 0 0 0 0 0 0 0 0 38 6 0 2 0 9 0 18 0 6 3 0 0 233 969 1822 0 28109 0 0 0 0 0 0 527 38 17 690 8 18 31 0
LP_R34_3 X34 Landrace LP Root 3 P09 59 119 2770 0 0 0 2003 9 135 0 0 0 81 21 0 0 0 0 0 0 0 503 15 0 0 0 0 246 51 0 0 0 8 0 700 0 5 0 0 32 240 2861 383 0 41863 0 0 0 0 0 0 7 100 415 3314 1403 90 27 0
LP_R35_1 X35 Landrace LP Root 1 P16 51 486 7396 2 0 0 3025 26 300 0 8 34 206 144 32 34 0 0 0 0 0 0 14 0 0 0 0 12810 0 7 10 0 1338 0 25 0 2 9 0 5 1300 327 2462 0 2601 0 0 758 0 0 2 12 29 3202 2462 3 200 65 0
LP_R35_2 X35 Landrace LP Root 2 P16 0 1064 10873 0 0 0 2899 5 296 0 0 0 24 87 0 0 0 0 0 0 0 0 0 0 0 0 0 31 6 0 0 0 33 0 6 0 6 0 0 0 317 675 5242 0 24711 0 0 0 0 0 0 19 509 40 1153 0 262 15 0
LP_R35_3 X35 Landrace LP Root 3 P16 104 504 9553 0 0 0 3372 25 338 0 6 0 105 89 0 0 0 0 0 0 0 0 5 0 0 0 0 87 42 0 0 0 79 0 758 0 435 0 0 63 372 805 5187 0 33478 0 0 9 0 0 0 11 471 633 4813 31 81 18 0
LP_R36_1 X36 Landrace LP Root 1 P06 43 452 22681 0 0 0 4483 34 923 0 0 28 262 172 26 13 0 0 0 0 0 0 0 0 0 0 0 561 105 0 6 0 13 0 98 0 4 6 0 8 404 2351 7184 0 5461 0 0 288 0 0 0 0 71 344 6236 0 32 25 0
LP_R36_2 X36 Landrace LP Root 2 P06 58 617 2976 0 0 0 4008 0 397 0 0 0 109 87 0 0 0 0 0 0 0 0 0 0 0 0 0 42 6 0 0 0 36 0 58 0 788 0 0 6 975 858 291 0 31989 0 0 0 0 0 0 1532 10 35 2671 0 57 243 0
LP_R36_3 X36 Landrace LP Root 3 P06 87 554 19547 0 0 0 2303 3 267 0 8 0 70 48 0 0 0 0 0 0 0 14 4 0 0 0 0 5983 0 0 0 0 7 0 64 0 8 0 0 89 624 634 981 0 22265 0 0 0 0 0 0 184 278 1071 6367 43 117 109 0
LP_R37_1 X37 Landrace LP Root 1 P09 48 56 1441 0 0 0 25687 2 1953 0 0 0 848 171 0 0 0 0 0 0 0 0 0 0 0 0 0 5403 3 0 3 0 3 0 69 0 0 2 0 7 253 1080 693 0 1701 0 0 3 0 0 0 6 38 88 2056 0 24 27 0
LP_R37_2 X37 Landrace LP Root 2 P09 0 43 2696 0 0 0 4158 12 227 0 0 0 34 145 3 0 0 0 0 0 0 5 0 0 0 0 0 2023 0 0 0 0 0 0 17 0 3 5 0 8 1376 6292 277 0 48184 0 0 0 0 0 0 36 54 105 1804 0 22 9 0
LP_R37_3 X37 Landrace LP Root 3 P09 175 662 2265 0 0 0 7301 0 733 0 0 0 173 6 0 0 0 0 0 0 0 4 2 0 0 0 0 42 2 0 0 0 0 3 193 0 14 0 0 7 24 173 1545 0 56765 0 0 2 0 0 0 3 94 38 4124 0 0 0 0
LP_R38_1 X38 Landrace LP Root 1 P16 49 170 14206 0 0 0 3644 15 783 0 33 0 113 49 0 0 0 0 0 0 0 0 4 0 0 0 0 89 4 0 2 0 8 0 66 0 7 10 0 29 3789 962 8467 0 2753 0 0 6 0 0 3 4 77 53 16370 2 33 469 43
LP_R38_2 X38 Landrace LP Root 2 P16 19 103 1323 0 0 0 6369 0 336 0 0 0 35 28 0 0 0 0 0 0 0 0 0 0 0 0 0 4170 2 0 0 0 13 0 519 0 2 8 0 6 772 1151 9952 0 17127 0 0 0 0 0 0 22 13 700 1873 0 21 41 0
LP_R38_3 X38 Landrace LP Root 3 P16 51 4198 7861 0 0 8 1590 14 406 0 12 0 140 105 0 0 0 0 0 0 0 0 9 0 0 0 0 3 0 12 9 2 2 0 46 0 0 43 0 175 244 9879 1528 0 35591 0 0 26 0 0 0 3 66 125 2805 53 11 32 3
LP_R39_1 X39 Landrace LP Root 1 P09 34 12 1905 0 0 0 12758 48 215 0 4 0 196 100 0 0 0 0 0 0 0 0 6 0 0 0 0 125 0 5 4 0 5 0 53 0 0 6 3 8 386 700 979 0 52301 0 0 8 0 0 0 212 41 1019 3991 0 39 768 2
LP_R39_2 X39 Landrace LP Root 2 P09 17 55 4043 0 0 0 4022 2 104 0 0 0 84 87 0 0 0 0 0 0 0 5 0 0 0 0 0 2769 0 0 0 0 634 0 12 0 0 0 0 0 1047 937 5606 0 30087 0 0 0 0 0 0 27 8 110 1027 17 78 9 0
LP_R39_3 X39 Landrace LP Root 3 P09 20 1021 1426 0 0 2 1447 5 32 0 0 0 38 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6323 0 0 15 0 21 0 7 6 0 295 196 3239 1177 0 40644 0 0 11 0 0 0 90 49 9152 2065 40 24 29 2
LP_R4_1 X4 Landrace LP Root 1 P06 160 26 11314 0 0 0 14875 9 637 0 0 0 220 79 0 0 0 0 0 0 0 0 3 113 0 0 0 7 0 78 20 0 3 0 78 0 0 0 0 6 632 2353 341 0 44104 0 0 32 0 0 0 58 137 10 3381 0 5 0 0
LP_R4_2 X4 Landrace LP Root 2 P06 21 107 1135 0 0 0 2942 3 158 0 0 0 15 37 0 0 0 0 0 0 0 0 6 0 0 0 0 5576 58 0 0 0 0 0 39 0 46 3 0 52 210 886 641 0 40277 0 0 0 0 0 0 736 187 45 2712 415 146 20 0
LP_R4_3 X4 Landrace LP Root 3 P06 85 5143 6291 0 0 0 11781 7 672 0 0 0 127 99 0 0 0 0 0 0 0 3 0 0 0 0 0 23 18 3 0 0 0 0 63 0 11 0 0 52 758 2631 2510 0 14397 0 0 0 0 0 0 44 54 5547 5233 5 0 29 0
LP_R40_1 X40 Landrace LP Root 1 P06 13 13 4284 0 0 0 18880 187 2226 0 0 0 262 1906 0 0 0 6 0 0 0 0 0 0 0 0 0 1209 0 18 0 0 15 0 2845 0 5 1198 0 12 335 997 3567 0 1708 0 0 6 0 0 0 4 11 187 8374 0 17 36 0
LP_R40_2 X40 Landrace LP Root 2 P06 18 32 324 0 0 0 6739 0 2579 0 0 0 67 46 0 0 0 0 0 0 0 0 0 0 0 0 0 22 2 0 6 0 3367 0 22 0 19 0 0 2 106 1727 713 0 46716 0 0 0 0 0 0 191 9 23 1640 16 17 11 0
LP_R40_3 X40 Landrace LP Root 3 P06 114 341 730 0 0 0 1460 0 44 0 0 0 463 5 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 11 0 0 4 0 192 0 0 0 0 2585 268 2958 974 0 53949 0 0 0 0 0 0 90 31 81 3421 9 8 24 0
LP_R41_1 X41 Landrace LP Root 1 P16 43 37 1034 0 0 0 4345 9 15578 0 0 0 275 178 0 0 0 0 0 0 0 0 6 0 0 0 0 46 9 0 0 0 14543 0 29 0 0 0 0 0 288 75 1804 0 38588 0 0 0 0 0 3 13 54 66 2451 0 9 41 0
LP_R41_2 X41 Landrace LP Root 2 P16 84 0 1251 0 0 0 6179 0 1443 0 0 0 36 127 0 0 0 0 0 0 0 0 0 0 0 0 0 21 5 17 2 0 5 0 89 0 17 0 0 2 993 4921 238 0 47337 0 0 0 0 0 0 14 8 17 1355 0 25 581 0
LP_R41_3 X41 Landrace LP Root 3 P16 54 1089 1546 0 0 0 6550 0 2114 0 0 0 702 42 0 7 0 2 0 0 0 0 21 0 0 0 0 0 28 0 137 0 0 0 49 0 0 0 0 244 300 1700 1142 0 25082 0 0 0 0 0 0 39 15 79 2039 0 15 40 0
LP_R42_1 X42 Landrace LP Root 1 P03 50 165 30098 0 0 0 9652 13 730 0 7 0 950 146 0 0 0 0 0 0 0 0 0 0 0 0 0 73 0 24 2 0 32 0 80 0 7 5 0 15 368 118 8516 0 3445 0 0 3 0 0 0 3 112 142 6349 0 18 149 4
LP_R42_2 X42 Landrace LP Root 2 P03 27 926 1556 0 0 0 1828 10 216 0 0 0 8 21 22 0 0 0 0 0 0 0 8 0 0 0 0 105 0 4 0 0 79 0 36 0 13 0 0 9 129 892 833 0 57639 0 0 0 0 0 0 21 30 174 772 61 104 822 0
LP_R42_3 X42 Landrace LP Root 3 P03 61 135 1175 0 0 2 1335 3 96 0 0 3 31 6 0 3 0 0 0 0 0 0 9 0 0 0 0 0 6 15 0 0 16 0 53 0 0 0 0 64 173 1097 13694 0 2169 0 0 11 0 0 0 33 8 1119 669 12 20 20 0
LP_R43_1 X43 Landrace LP Root 1 P06 122 8 1072 0 0 0 5962 7 3843 0 2 0 635 142 0 0 0 0 0 0 0 0 3 0 0 0 0 26426 461 0 0 0 54 0 59 0 6 4 0 55 348 193 2328 0 16130 0 0 0 0 0 0 7 3524 156 10770 0 41 25 0
LP_R43_2 X43 Landrace LP Root 2 P06 27 130 6433 0 0 0 5720 11 3645 0 0 0 74 257 3 0 0 0 0 0 0 0 9 0 0 0 0 35 0 0 0 0 670 0 7 0 5 0 0 6 129 2339 234 0 5040 0 0 0 0 0 0 2079 53 67 1136 74 148 19 0
LP_R43_3 X43 Landrace LP Root 3 P06 43 698 1342 0 0 2 3011 6 246 0 0 0 209 20 0 0 0 0 0 0 0 19 4 0 0 0 0 0 32 15 0 0 413 0 100 0 4 0 0 52 408 7105 5142 0 38446 0 0 24 0 0 0 546 33 160 3569 11 62 69 0
LP_R44_1 X44 Landrace LP Root 1 P03 63 94 1606 0 0 0 11029 7 991 0 0 0 966 251 0 0 0 0 0 0 0 0 23 0 0 0 0 399 2 0 113 0 39 0 115 0 0 18 0 6 366 821 15805 0 17103 2 0 0 0 0 0 0 96 174 9364 0 145 199 0
LP_R44_2 X44 Landrace LP Root 2 P03 19 21 1932 0 0 0 9265 16 533 0 0 0 28 248 0 0 0 0 0 0 0 0 4 0 0 0 0 2815 0 0 0 0 10 0 47 0 0 3 0 0 158 12969 1133 0 8994 0 0 0 0 0 0 9 66 671 1556 0 35 4 0
LP_R44_3 X44 Landrace LP Root 3 P03 50 141 10367 0 0 2 2098 17 60 0 0 0 78 47 0 0 0 2 0 0 0 0 12 0 0 0 0 0 19 21 0 0 13 0 90 0 0 0 0 203 695 3979 11768 0 26773 0 0 21 0 0 0 223 165 388 1665 211 30 35 0
LP_R45_1 X45 Landrace LP Root 1 P16 80 17 19327 0 0 0 12657 10 1146 0 0 0 258 235 2 0 0 0 0 0 0 0 0 0 0 0 0 87 6 0 2 0 44 0 120 0 0 14 0 8 1074 227 1601 0 22407 0 0 0 0 0 0 0 40 61 2271 0 450 14 0
LP_R45_2 X45 Landrace LP Root 2 P16 0 8 257 0 0 0 5409 0 95 0 0 0 45 43 0 0 0 0 0 0 0 0 5 0 0 0 0 56 0 0 2 0 6 0 11 0 4 0 0 0 159 2317 22115 0 19462 0 0 0 0 0 0 6 50 14 2454 0 7 87 0
LP_R45_3 X45 Landrace LP Root 3 P16 24 21 1446 0 0 0 1210 2 30 0 0 0 256 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 44 153 0 0 227 0 82 0 0 0 3 128 1443 1049 24238 0 45327 0 0 5 0 0 0 55 79 190 932 321 49 69 0
LP_R46_1 X46 Landrace LP Root 1 P09 54 1166 6948 0 0 0 6100 128 724 0 0 0 470 545 0 0 0 0 0 0 0 0 18 0 0 0 0 317 201 952 0 0 49 0 93 0 4 0 13 0 851 187 5066 0 23564 0 0 2 0 0 0 5 661 685 10038 0 92 794 0
LP_R46_2 X46 Landrace LP Root 2 P09 31 1927 901 0 0 0 3293 6 206 0 0 0 37 64 3 0 0 8 0 0 0 0 0 0 0 0 0 502 50 0 0 0 15 0 127 0 0 0 0 14 386 911 736 0 47489 0 0 0 0 0 0 175 93 31 2131 17 22 5 0
LP_R46_3 X46 Landrace LP Root 3 P09 72 211 17230 0 0 0 5939 2 422 0 0 0 914 43 0 0 0 0 0 0 0 0 7 0 0 0 0 13 2 15 0 0 0 0 40 0 3 0 0 57 722 1119 37945 0 4970 0 0 0 0 0 2 4 92 251 2758 41 54 24 0
LP_R47_1 X47 Landrace LP Root 1 P16 30 383 19025 0 0 0 2689 35 813 0 75 25 193 50 19 27 0 0 0 0 0 0 0 0 0 0 0 602 0 3 0 0 292 0 27 0 0 325 3 0 348 179 5367 0 9721 0 0 331 0 0 0 0 67 205 2466 5 40 8 0
LP_R47_2 X47 Landrace LP Root 2 P16 17 27 1821 0 0 0 1876 0 64 0 0 0 28 23 0 3 2 2 0 0 0 0 4 0 0 0 0 20 61 0 0 0 15 0 74 0 7 4 0 0 764 345 400 0 48039 0 0 0 0 0 0 19 1304 41 2146 0 12 69 0
LP_R47_3 X47 Landrace LP Root 3 P16 16 101 1548 0 0 0 6567 0 197 0 12 0 84 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 10 2 0 0 0 23 0 0 0 0 38 6901 5571 20502 0 30458 0 0 0 0 0 2 49 26 101 1414 0 780 2045 0
LP_R48_1 X48 Landrace LP Root 1 P09 118 481 1666 0 0 0 14419 453 1104 0 0 47 716 785 23 27 0 0 0 0 0 0 0 4 0 0 0 16997 3 2 0 0 150 0 174 0 13 26 27 15 445 516 1448 0 3614 0 0 415 0 0 0 0 122 10559 8194 0 51 52 0
LP_R48_2 X48 Landrace LP Root 2 P09 0 34 1521 0 0 0 5616 0 349 0 0 0 9 83 0 0 0 0 0 0 0 0 0 0 0 0 0 39 13 4 208 0 7 0 23 0 2 0 0 7 396 3484 6849 0 40030 0 0 0 0 0 0 84 50 26 833 13 26 11 0
LP_R48_3 X48 Landrace LP Root 3 P09 79 172 40560 0 0 0 2446 7 158 0 4 0 40 62 0 0 0 0 0 0 0 0 0 0 0 0 0 131 0 2 0 0 0 0 38 0 0 0 0 53 260 1971 2012 0 42916 0 0 0 0 0 0 0 93 85 1858 0 4 0 0
LP_R49_1 X49 Landrace LP Root 1 P16 138 146 15643 0 0 0 4079 6 485 0 0 0 163 74 0 0 0 3 0 0 0 0 9 0 0 0 0 278 258 0 0 0 67 0 82 0 0 0 0 0 212 262 41840 0 2291 0 0 0 0 0 0 12 216 83 4944 0 481 54 2
LP_R49_2 X49 Landrace LP Root 2 P16 5 224 689 0 0 0 1118 4 878 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 1531 0 15 0 0 0 0 0 909 1226 1017 0 57152 0 0 0 0 0 0 209 22 202 834 40 17 345 0
LP_R49_3 X49 Landrace LP Root 3 P16 180 42 5544 0 0 0 3403 0 148 0 13 0 71 69 0 0 0 0 0 0 0 2 0 0 0 0 0 14 3 0 0 0 0 0 149 0 7 2 0 45 1801 3981 23415 0 21845 0 0 0 0 0 0 1314 166 313 4556 0 20 0 3
LP_R5_1 X5 Landrace LP Root 1 P03 20 19 1728 0 0 0 4870 0 358 0 0 0 253 108 0 0 0 0 0 0 0 5 0 0 0 0 0 4 5 4 13 0 231 0 130 0 0 0 0 3 424 1226 3198 0 72022 0 0 12 0 0 0 47 42 14 2976 0 40 137 0
LP_R5_2 X5 Landrace LP Root 2 P03 0 105 2406 0 0 0 1553 0 452 0 2 0 24 29 0 0 0 0 0 0 0 0 2 2 0 0 0 114 10 0 0 0 0 0 592 0 17 0 0 69 1017 4807 389 0 50407 0 0 0 0 0 0 40 244 38 1051 16 28 71 0
LP_R5_3 X5 Landrace LP Root 3 P03 67 413 1871 0 0 0 5233 13 769 0 0 0 115 51 0 0 0 0 0 0 0 8 2 0 0 0 0 196 9 4 0 0 0 0 1139 0 3 222 50 121 373 1260 1036 0 27203 0 0 0 0 0 0 49 277 556 16051 18 84 20 0
LP_R50_1 X50 Landrace LP Root 1 P16 48 1426 3668 0 0 0 9131 141 432 0 2 0 302 377 0 0 0 0 0 0 0 0 147 0 0 0 0 107 161 0 0 0 121 0 86 0 8 316 0 9 2306 1236 7831 0 22329 3 0 0 0 0 0 6 447 283 10779 2 69 347 0
LP_R50_2 X50 Landrace LP Root 2 P16 9 53 1182 0 0 0 3722 11 251 0 0 0 81 44 0 0 0 0 0 0 0 0 4 2 0 0 0 21 9 0 0 0 2129 0 2535 0 7 0 0 500 1032 207 444 0 44055 0 0 0 0 0 0 114 12 467 4703 0 3 0 0
LP_R50_3 X50 Landrace LP Root 3 P16 54 712 1673 0 0 0 6129 3 1087 0 0 0 310 211 38 0 0 0 0 0 0 16 5 3 0 0 0 41 156 3 0 0 0 0 153 0 0 4 0 97 922 32759 2377 0 15532 0 0 0 0 0 0 0 1547 375 6024 0 57 11 29
LP_R51_1 X51 Landrace LP Root 1 P09 3 18 8850 0 0 0 1463 3 28 0 0 0 326 3 0 0 0 0 0 0 0 0 0 0 0 0 0 378 11 202 0 0 0 0 5 0 0 12 0 18 780 856 7594 0 26229 0 0 0 0 0 0 0 137 84 4714 0 90 33 0
LP_R51_2 X51 Landrace LP Root 2 P09 26 64 574 0 0 0 3340 14 142 0 0 0 112 129 0 0 0 0 0 0 0 4 0 0 0 0 0 5673 6 0 0 0 24 0 132 0 9 11 0 10 1809 994 5162 0 18407 0 0 3 0 0 0 516 59 1825 5708 0 48 237 0
LP_R51_3 X51 Landrace LP Root 3 P09 52 101 4389 0 0 0 3743 2 251 0 7 0 104 20 0 0 0 0 0 0 0 0 0 0 0 0 0 21 5 0 0 0 4 0 85 0 0 30 0 38 1214 7406 11009 0 57552 0 0 0 0 0 0 0 108 57 1643 0 13 13 0
LP_R52_1 X52 Landrace LP Root 1 P03 33 13 1287 0 0 0 9260 16 304 0 4 0 245 447 0 0 0 0 0 0 0 0 262 0 0 0 0 459 3 25 0 0 88 0 151 0 0 56 0 0 320 175 1020 0 62043 0 0 0 0 0 0 193 76 95 5428 0 33 59 0
LP_R52_2 X52 Landrace LP Root 2 P03 29 94 1353 0 0 0 8979 0 851 0 0 0 130 147 0 0 0 0 0 0 0 0 0 0 0 0 0 85 7 0 0 0 4 0 878 0 0 2 0 252 172 876 1330 0 44944 0 0 0 0 0 0 42 30 26 2433 0 13 5 0
LP_R52_3 X52 Landrace LP Root 3 P03 67 207 6051 0 0 0 2552 0 168 0 0 0 89 31 0 0 0 0 0 0 0 0 0 2 0 0 0 27 5 0 0 0 0 0 54 0 0 522 0 50 2220 1476 514 0 64230 0 0 0 0 0 0 102 150 234 5862 0 72 38 5
LP_R53_1 X53 Landrace LP Root 1 P06 44 334 499 0 0 4 2008 0 125 0 0 0 132 4 0 0 0 0 0 0 0 0 0 0 0 0 0 81 10 28 0 0 0 0 0 0 3 0 0 18 356 515 1168 0 49449 0 0 126 0 0 0 2 88 18619 2651 0 10 10 0
LP_R53_2 X53 Landrace LP Root 2 P06 20 480 2172 0 0 0 2743 6 103 0 0 0 89 44 0 0 0 0 0 0 0 54 2 0 0 0 0 109 22 0 0 0 54 0 81 0 0 0 0 3 331 2990 1057 0 23639 0 0 0 0 0 0 2342 165 74 1472 34 0 72 0
