CK	D	LN	LP	
X51	21550.74277	11020.60287	22510.87775	11741.40881
X52	20439.2804	11027.55318	22755.10089	15746.819
X53	25331.88177	11233.70923	22742.9346	15217.43384
X54	20689.66178	10398.0283	22143.32717	17587.29656
X55	18678.30988	9767.705153	24025.94377	11734.10166
X56	20999.97968	11856.6044	21165.39188	16245.05724
X57	18847.37839	14041.09327	15496.70344	14796.33288
X58	25286.68107	12349.59694	25247.24632	16094.48951
X59	20178.99225	10455.59922	21699.98452	17351.85174
X6	18744.63776	8317.086917	18061.55909	14785.88449
X60	19602.26918	14545.40245	22912.89941	9657.051214
X61	16745.19671	8560.272631	22348.48945	13423.79285
X62	21065.51979	9375.920824	25238.87451	18300.2135
X63	18345.94167	11465.83146	16055.93217	13952.14191
X64	12869.11165	11873.69522	20667.18832	20784.46383
X65	19092.25707	12407.53814	18877.51263	17385.33018
X66	19084.74873	13524.5768	16908.9425	16066.82122
X67	23036.50987	12366.59431	22265.77555	19241.22352
X68	21210.59203	11937.92461	23470.12701	13503.73713
X69	18151.42217	9949.370194	18659.61729	14582.94329
X7	18488.50531	8621.472307	20108.36467	11586.21151
X70	18875.19678	8502.649044	19466.38961	17148.7008
X71	23236.98886	12447.1179	19348.27544	14679.57084
X72	22416.95795	11989.92679	15405.60975	7363.823313
X73	24465.4187	12203.53064	20958.91672	11059.11564
X74	24315.77857	9717.221469	19875.50637	15348.54425
X75	19430.39096	8983.987492	19302.79253	14123.93383
X76	23121.86031	11064.95539	22321.03891	14311.30468
X77	24105.11085	12595.38035	25778.66744	14144.61381
X78	19257.81209	12153.25904	20695.70499	14823.28751
X79	21317.11374	10460.24861	20763.81633	14253.14386
X8	20030.67546	10070.05574	15134.59246	12439.96861
X80	21500.18467	11301.76887	19221.08369	17463.20901
X81	18717.8033	10277.09008	19530.10289	15019.45634
X82	21434.77024	9546.266974	20016.44023	18057.41683
X83	19116.13005	10913.58456	21305.52493	14744.59023
X84	21370.57128	10500.22364	21541.29252	18822.35472
X85	19890.31865	11342.73589	26160.06707	18243.81082
X86	20879.91967	8823.723158	16461.17432	15103.29518
X87	20080.69212	12174.97245	23128.3574	15408.66719
X88	17911.60566	9135.671714	17310.10306	14588.70851
X89	23612.52778	8817.937568	26582.41747	14512.92657
X9	13038.7569	12302.82414	15010.65558	15249.88259
X90	17751.35293	10530.71721	19114.34425	17871.21726
X91	17490.99001	12418.2961	16755.59594	10099.67502
X92	23724.8028	8521.882052	24686.84691	17797.24907
