CK	D	LN	LP	
ASV330	1.43E-07	0.115859696	0.193179611	0.206540846
ASV12	0.181123873	0.180720852	0.230636388	0.279668689
ASV102	0.240599017	0.044080451	0.210132357	0.183002851
ASV466	8.61E-07	0.315330298	0.016391676	0.115939487
ASV377	6.08E-07	1.39E-06	0.096712834	0.360188724
ASV578	4.50E-07	0.085707926	0.30407761	0.234026549
ASV597	0.200187486	8.19E-07	0.25027911	0.18672295
ASV457	0.235474713	0.158177514	0.306055542	0.315223333
ASV423	1.89E-07	0.24447886	0.377699095	0.145757522
ASV639	0.219460855	0.173687708	0.198972105	1.52E-07
ASV138	0.341602908	0.194346818	0.205811381	1.65E-06
ASV173	0.492906632	0.391461431	0.286324645	0.37576213
ASV657	0.192099455	0.076593612	0.127944158	0.031766552
ASV529	0.209463231	0.108303701	0.255256908	0.20793642
ASV689	1.43E-07	1.43E-07	0.127496007	0.414191855
ASV197	5.97E-07	0.085978231	0.261267043	0.402229678
ASV200	0.234824454	1.82E-06	0.329018418	0.313173632
ASV59	0.414321569	0.024686284	0.390346939	0.267589345
ASV465	1.57E-07	0.069155548	2.75E-07	0.082044771
ASV575	0.251820697	0.131565674	0.072916556	0.094944898
ASV187	0.015445635	0.163887265	0.069531781	0.448378511
ASV142	0.047169082	0.378061446	0.200896344	2.03E-07
ASV123	0.042055546	0.230886295	0.260194873	0.18476886
ASV333	1.99E-07	0.407693177	7.24E-07	0.11178724
ASV244	0.106287259	0.394462626	1.29E-07	0.143435843
ASV258	0.082627866	0.265020228	0.157488194	0.163253419
ASV524	1.13E-06	1.39E-07	2.31E-07	1.57E-07
ASV590	1.34E-06	0.165037278	0.232392483	0.123153021
ASV1074	1.68E-07	1.89E-06	0.319759935	0.0709368
ASV41	0.027344903	0.180225572	0.131675178	0.154362697
ASV413	0.06641712	0.196495041	0.066811765	1.43E-07
ASV593	0.026752766	0.122578517	1.70E-07	0.294436376
ASV458	0.200385105	0.275071483	0.196270463	0.332296087
ASV767	0.311933119	0.434359703	0.020307339	0.493960624
ASV505	0.180201672	1.83E-06	0.236983906	1.69E-06
ASV246	0.033646393	0.279091946	0.237913213	0.190880589
ASV1049	0.212436618	0.263456941	0.146612234	8.00E-07
ASV463	0.151108152	0.056410464	0.03602802	0.250993019
ASV24	0.004411768	0.225517977	0.005523308	0.421728991
ASV267	1.41E-07	0.045378485	6.73E-07	0.249663497
ASV257	0.011021967	0.226200322	0.057280352	0.24916102
ASV1227	0.011991741	1.48E-07	3.04E-07	0.019590684
ASV81	1.20E-07	0.121752566	0.016789382	0.343400255
ASV302	0.282913883	0.354064933	0.193889111	0.252832114
ASV545	0.232072559	0.13972827	0.017049158	0.17466316
ASV516	1.67E-06	0.072433312	0.181671449	0.080084946
ASV571	1.23E-07	0.256059639	1.70E-06	0.035426518
ASV292	3.04E-07	0.503874331	6.21E-07	0.142541167
ASV9	0.034872368	0.582643154	1.42E-06	0.116031503
ASV215	0.340909497	0.201996191	5.75E-07	0.326285872
ASV537	8.93E-07	0.378381362	1.68E-06	0.24687589
ASV378	0.060905032	0.472728403	1.04E-06	0.225834359
ASV468	0.420962421	0.196754833	0.0222232	0.026833132
ASV816	0.12552632	0.257625174	6.79E-07	0.362982313
ASV359	0.202795825	0.110378888	0.310979877	8.96E-07
ASV69	0.021655137	0.193195598	0.146963695	0.26609471
ASV33	0.54369779	0.399437433	0.075633887	0.443061624
ASV313	0.632365265	0.361718157	6.19E-07	0.512953134
ASV574	0.510096128	0.356136645	1.38E-07	0.239255005
ASV62	0.350290582	0.329857227	9.76E-07	0.325078301
ASV451	0.216326459	7.16E-07	0.220397817	0.181531837
ASV632	0.091501906	0.085878251	0.211760525	0.287326108
ASV520	0.23903329	0.076658317	0.409609287	0.092658379
ASV357	1.64E-07	1.56E-07	0.123702381	9.82E-07
ASV1134	0.115048044	1.20E-07	0.038312905	0.358400617
