X1 X2 X3 X4 X5 X6 X7 X8 X9 X10 X11 X12 X13 X14 X15 X16 X17 X18 X20 X22 X23 X24 X25 X26 X27 X28 X29 X30 X32 X33 X34 X35 X36 X37 X38 X39 X40 X41 X42 X43 X44 X45 X46 X47 X48 X49 X50 X51 X52 X53 X54 X55 X56 X57 X58 X59 X60 X61 X62 X63 X64 X65 X66 X67 X68 X69 X70 X71 X72 X73 X74 X75 X76 X77 X78 X79 X80 X81 X82 X83 X84 X85 X86 X87 X88 X89 X90 X91 X92 X93 X94 X95 X96 X97
X11 0.0694090241675997 0.117413184360724 -0.0160103871672691 0.0620872199164157 0.0684188993268951 0.128463059496102 -0.00924661604759104 0.033470871366274 0.160798673269994 0.167235201474377 1.2655531439801 0.176553842813821 0.10441787262003 0.123084644022211 0.155059430501541 0.0149996675386264 -0.0356771129845587 -0.0401084080058604 -0.00534878022174675 -0.0666187702350612 -0.00635016811647869 -0.0631075643366838 -0.036951681135231 -0.0637442340636312 -0.0245940630354943 -0.0235107620205473 -0.0333184246877168 -0.0363836136464811 -0.0729490161659584 -0.0602733703769428 -0.0557488991813848 -0.0717201145798024 -0.0739190722922108 -0.040311347761221 -0.0372338718344088 -0.0559954576732418 -0.049761664441432 -0.0377532010166355 -0.0459389839033848 -0.0502963523336881 -0.0496854852396215 -0.0388975273061585 -0.04073647685518 -0.0508703585236604 -0.0374900551179067 -0.0346398880997369 -0.0284994758249594 -0.0371638361166043 -0.0329903626412262 -0.0353609283404918 -0.0436665091655922 -0.0267213467677022 -0.0274817053061721 -0.0308118832088723 -0.0542634047461179 -0.0302047022052144 -0.0373340106238819 -0.0336829380727103 -0.0332997894528766 -0.0497899244678961 -0.0530805792900932 -0.0320772361335307 -0.0346482841945711 -0.0452230632326256 -0.0512053831853806 -0.0341627441744206 -0.0343538065273412 -0.0228661057643706 -0.035420110569854 -0.011896095921224 -0.0306781600400818 -0.0168205079262701 -0.0374163333096994 -0.0254895782223468 -0.0271890706841809 -0.0416006602735284 -0.0459344786817729 -0.00395113760792882 -0.0424191771273801 -0.0342303224986247 -0.0430386450990524 -0.0194751073699228 -0.020766877275844 -0.017148569972794 -0.0304522846110877 0.0300299059685023 0.00746038395321545 0.0184512816420592 -0.0269726152639818 0.00825084556339645 0.038103467880536 0.0131781245276398 0.0116612983239013 0.0108794375913688
X12 0.0649697426170901 0.116766070710938 -0.0332698911639856 0.0818639140976111 0.0761838535585023 0.167566335262891 -0.0247351583850782 0.0435842747546838 0.109698401915239 0.301643163924505 0.176553842813821 1.26500965042738 0.167082638287967 0.161591182708165 0.224654046140286 -0.000739119381155798 -0.0100292959113266 -0.031303976278611 -0.0356017529139421 -0.0527709476956485 -0.0149281100663068 -0.0479700197193292 -0.0371560543701975 -0.0703779681049451 -0.0250294312694682 -0.0310107273082165 -0.0267084454512794 -0.0460587818417162 -0.0876483255900927 -0.0653286385915422 -0.0670025332033191 -0.0790660832014644 -0.0668663526409469 -0.0501405126224531 -0.0420388954667315 -0.0466327880316856 -0.0448648981144528 -0.0480251062926753 -0.0531117062757864 -0.0534266622230353 -0.0555492359508385 -0.0478412113377855 -0.0587467145987614 -0.0479562992716931 -0.0361159625261515 -0.0398684025636019 -0.0274718757317589 -0.0430083372445708 -0.0345807058703599 -0.00520870878615755 -0.0251217883125431 -0.0411511620263057 -0.029283793951108 -0.045838435548324 -0.0467679446800531 -0.0477529499507451 -0.0300502959735938 -0.031096121736037 -0.0390672922478093 -0.0511300231147594 -0.0533427012748111 -0.0302219039604665 -0.0183172654155569 -0.0455044348006101 -0.0439024189518283 -0.0371198078144931 -0.0253568789675883 -0.0280176218952366 -0.0296186138300191 -0.00345740627577642 -0.0378893815789903 -0.029267616109849 -0.0237802561860612 -0.0194570864834691 -0.0276629380846785 -0.0385903531053077 -0.0384967673654681 -0.0405757223567284 -0.0262999037641415 -0.0467351794319595 -0.0462652029046868 -0.0374660955302484 -0.0263803834047709 -0.0269969844172606 -0.0138517716665648 -0.00249451754754478 -0.0186924275061791 -0.0260848818235669 -0.0334716022225217 -0.0136670575804604 0.00975620393030241 -0.00404288030258247 0.00298710845781934 -0.00143292350945152
X13 0.0758187258251009 0.142591229689477 -0.0131041096617256 0.0765817465399878 0.0598331756306595 0.0908297146717034 0.00651838307066675 0.0275415901588758 0.0992765956291731 0.130679833312152 0.10441787262003 0.167082638287967 1.20791907259069 0.169032989680489 0.151517097617458 0.0026987742746281 -0.0124240259810666 -0.0234579280579902 -0.00300074063053159 -0.0326436653598826 -0.00983475225079451 -0.0541376681065659 -0.0379145698634733 -0.0379309524875143 -0.0118897476544126 -0.0183907824409652 -0.0129912743386243 -0.0297236674067099 -0.0723334390674734 -0.0376555196207635 -0.061870676221299 -0.0763211745427664 -0.0620617385742215 -0.0566354039250137 -0.0492267717663662 -0.0594992913908303 -0.0455464152747129 -0.0438172293067764 -0.0635912613116002 -0.0455421148358963 -0.0434490298313819 -0.0434600881026144 -0.0524598826215929 -0.0575311238946517 -0.0458062846486235 -0.0377009814024664 -0.019568078761379 -0.0244595207355372 -0.0381689101017485 -0.0248125662836971 -0.0227233721523834 -0.0416209337707867 -0.0218419869787947 -0.0467124485410995 -0.03420574856254 -0.0343245225868597 -0.0436097843298222 -0.0137022802221575 -0.0366496265043959 -0.0500598281990422 -0.0260738235523351 -0.0365242994304732 -0.0245619121358191 -0.0234136949730717 -0.0409072657108447 -0.0322766945812705 -0.0295995690295629 -0.0214227965860433 -0.0287216651635693 -0.0209245600322806 -0.0392831333196106 -0.0209980770576744 -0.0331048362267283 -0.0277999377782599 -0.0265927431689533 -0.0345172232021904 -0.0161557829556557 -0.0423737153456456 -0.0270969184239455 -0.0246636891876899 -0.0200743018443508 -0.0176853056930382 -0.0154351522804907 -0.0125290795577517 -0.0293939670978035 -0.00619821927847379 0.0102704135425256 -0.0248799398250812 -0.0262415406659974 -0.0115958843356088 0.0138678329999436 -0.00378116788345839 0.0141248354146248 -0.00136370692286085
X14 0.120626431284284 0.160199274012758 -0.0230999677226321 0.0859702188144281 0.0830813478469422 0.0808723557773117 -0.0189733895085468 0.0254380612315378 0.0931691533852903 0.130482013126794 0.123084644022211 0.161591182708165 0.169032989680489 1.19410647269302 0.149067076191584 0.0133192198772325 -0.0113513736717339 -0.0227125186639616 -0.0268562986332752 -0.0538427808737696 -0.0395036843958062 -0.0661739819922587 -0.0321835184070218 -0.0698520858730969 -0.00912313201886151 -0.04359381127138 0.00823569163615914 -0.0346953842386818 -0.0849279908674668 -0.0666314667686993 -0.0755817038499573 -0.0826211126191705 -0.069959392060599 -0.0495183824743543 -0.0376438470011269 -0.0431232203957015 -0.0342137350917604 -0.0445732874064618 -0.0304295537202238 -0.034228684236204 -0.0379297237907115 -0.0534751957467652 -0.0357758182944494 -0.0421367816453986 -0.0327411419729432 -0.0199966891629409 -0.023038328099655 -0.0378625550321178 -0.0118408045650745 -0.0120361673568152 -0.0120644273832794 -0.0363711218956512 -0.0150329588602033 -0.0381132091800077 -0.0213523513026454 -0.0312306640360167 -0.0367237578782185 -0.0207337024621571 -0.0303218379671337 -0.032779026791045 -0.0384373803532912 -0.0196477392708069 -0.0105150407142633 -0.036951476352416 -0.0380251525757704 -0.0490291563638225 -0.0260052213141446 -0.0157494938793454 -0.0375432986460628 -0.0144812739954772 -0.0284124431347139 -0.0124373368631056 -0.0238511110350674 -0.0289987362927143 -0.000688128463816012 -0.0326168388130066 -0.0171428360543617 -0.0304250484986196 -0.0262360115303872 -0.0282879351919893 -0.0248342732605542 -0.0436005691037991 -0.023987291597438 -0.0322074779946892 -0.0162903252556205 -0.0140188744318242 -0.0167613256969251 -0.0150872263023381 -0.0374886216383063 -0.0259806473780809 -0.0206712437079804 0.00897598146017922 -0.0172573096398612 -0.016614701211712
X15 0.0676913060365233 0.126244237852017 -0.0153604065582823 0.08762691167095 0.0602910699727046 0.19895052814535 -0.039126474477186 0.0202996511998959 0.127319142772159 0.199704743199835 0.155059430501541 0.224654046140286 0.151517097617458 0.149067076191584 1.20490794629129 0.00939353359051269 -0.0297527465643766 -0.0222877991356048 -0.0154785662342108 -0.0433312797210614 -0.0171536895427865 -0.0375678725821162 -0.0282361251434411 -0.0422469547921035 -0.0248103136728815 -0.0277501755577184 -0.0216961816247742 -0.0359261288700414 -0.0743972401315171 -0.0422987648406305 -0.0675533989368269 -0.0694531689776142 -0.059986879238965 -0.0439347746343085 -0.045457949104868 -0.039137327965598 -0.0448960251001417 -0.0373919641564366 -0.031102060437265 -0.0351899347020294 -0.0494397458789495 -0.054166952047055 -0.0535612045230098 -0.0371114117196741 -0.0399392574125934 -0.0257703354419079 -0.0215163823259005 -0.038130820500855 -0.0420999207412996 -0.0186952944653983 -0.025807401128807 -0.0150606045382673 -0.0218845818013068 -0.0344738092484631 -0.0424486658506569 -0.039198762805772 -0.0328148637811429 -0.0395778157696184 -0.0355949950815313 -0.0502179205210683 -0.0479454457832654 -0.0316197513570849 -0.00554741953828237 -0.0398569347267623 -0.0306513334932354 -0.0231564877755692 -0.0241175334585924 -0.0257580484738699 -0.024279107088239 -0.00810843324208429 -0.0379590077311857 -0.0251215835297316 -0.0260250852458095 -0.0444164237812222 -0.0246526309164601 -0.0288426917987061 -0.0292880943898984 -0.0324835252098434 -0.0373802915368164 -0.0408374347758398 -0.0582888202567286 -0.0401344154215221 -0.0384424999233069 -0.0364796567799532 -0.0242199248588806 -0.0191957836299616 -0.0284830932009186 -0.0178386880106528 -0.0317895162987505 -0.0398198690398691 -0.00640607382103031 -0.00555622519871052 -0.0153888713675591 -0.0236010712355828
X16 0.0135616827130936 0.0246836413942953 0.0573069750029592 -0.0271581484812985 -0.0259853573824934 -0.0285215923674121 0.0013748534690183 0.0164884384986901 -0.0237321322279455 -0.00980751613831976 0.0149996675386264 -0.000739119381155806 0.00269877427462811 0.0133192198772325 0.0093935335905127 1.23074129658185 0.00154728058708793 -0.0472735534146307 0.0973434459919031 -0.0507229149072571 -0.068145630796045 0.06999900341601 0.0248736798331943 0.124858882206253 0.0413699583322525 0.0198157494421735 -0.00414035691564957 -0.0486306490339357 0.215001199270369 0.116067761361047 0.189390243101263 0.208934508803801 0.20671630150815 -0.034771768223292 -0.0367376831086527 -0.0246806861601373 -0.0301121403793615 -0.0225118315194236 -0.0344320335571551 -0.0232549883026413 -0.0358300857365761 -0.03688062150344 -0.0323864581623609 -0.0387089223468346 -0.0196499918816001 -0.0212272290115071 -0.0205729479637155 -0.0547622556482891 -0.0263728064411417 -0.0288588696399413 -0.0150851784743359 -0.0395266200694664 -0.01961292619469 -0.0504892577318255 -0.0396380219129761 -0.0594683691879424 -0.0850965271123285 -0.033398494762735 -0.0655856410062472 -0.0414014066085905 -0.0566460526306297 -0.0608019147851953 -0.0409086991904492 -0.0555451402948268 -0.0802188055858087 -0.0297588900484016 -0.0285832319903892 -0.0246606174456714 -0.0413725322337136 -0.0015441205701578 -0.0479878358229823 -0.0297412787275483 -0.0182672984122223 -0.0407202990139369 -0.0211682515649494 -0.0710760726720418 -0.0189123642339828 0.242997465500412 -0.0287562734568564 -0.0746587477678281 -0.0753822454022093 -0.0819443054633248 -0.0389812834715812 -0.0668745439529669 -0.0202350563427939 -0.0318810542105928 -0.0392049062897995 -0.0596100788859253 -0.0749468771682077 -0.0277501755577163 -0.0653480929576004 -0.0621112960119735 -0.0459955039563352 -0.0759789824830292
X17 -0.0327839415782656 -0.0119409433545441 -0.0558154535915624 -0.0470163462171348 -0.061955456300736 -0.000968066552177428 -0.0533058403707077 -0.0310506599543257 -0.0363332370775514 -0.0239485876481304 -0.0356771129845587 -0.0100292959113266 -0.0124240259810666 -0.0113513736717339 -0.0297527465643766 0.00154728058708793 2.00863170018001 0.00418795480030095 -0.021380611329117 -0.051581773972803 -0.0545673024221506 -0.0713048150602696 -0.0808184096258424 -0.11036365295932 0.0288073526491315 -0.0709194138296132 0.0530767766918072 -0.0189404194776602 -0.0791058110647667 -0.0667959073575507 -0.0686237986353393 -0.0779731573948721 -0.087294460910724 -0.025563095247738 -0.034940099685341 -0.0367813018451756 -0.0328382090204061 -0.0198095176832284 -0.0227401643420315 -0.0325836639993088 -0.0323770381535446 -0.033639319336192 -0.0158051948011027 -0.0345436401834609 -0.0239737759325943 0.029368047957067 0.0388193885512845 -0.0184501694531225 -0.0198590751209628 0.0375018160124814 0.0165492589904544 0.0095286902388824 0.0266896937085494 -0.0318675385457546 -0.0471572367839159 -0.0482577395541173 -0.0418545909462266 0.0090157093234825 -0.0390908422698813 -0.0274573361529192 -0.0215081910138722 -0.0278392560759506 0.00115901239722877 -0.0460284739872307 -0.0468519056282765 -0.0142363537660136 -0.0205872827597602 0.0560795068964064 0.000483433938183236 0.0275878710718163 0.00518688530142903 -0.00815512372060843 0.0089589844877294 0.0237924266462366 0.0371461082879064 -0.0351489781419182 0.028468232331412 -0.0292997670095472 0.0309440563901712 -0.0515711252671715 -0.0381461792109052 -0.0377398901345949 0.0206997967921891 -0.0267125411072799 0.0163850231844048 0.0111876357062162 -0.0024308300965773 -0.00424090527071706 -0.0557861696510819 -0.0116116526112481 -0.00738022560329093 0.00190094048365268 -0.00233007695869802 -0.0124864847352351
X18 -0.0360987607709036 -0.0371425387053589 -0.0485815011618049 -0.036009475469856 -0.0108132044718695 -0.0323102789605592 -0.036774339229952 -0.0432010378599012 -0.0145273501256088 -0.0351172368078312 -0.0401084080058604 -0.031303976278611 -0.0234579280579902 -0.0227125186639616 -0.0222877991356048 -0.0472735534146307 0.00418795480030097 0.851473720372006 -0.0233479596940946 -0.00263397463473114 -0.0383630441966885 -0.0575452539078915 -0.0516976810379189 -0.0739088331521903 -0.0244023863341675 -0.0492097747939209 0.00729737684399282 0.00715812453960942 -0.107310341402974 -0.0738066465347054 -0.0935558998206275 -0.102058276917033 -0.0886650721948693 -0.0188103823993102 0.000821735124706915 -0.0224635027784858 0.00673504327365622 -0.0147122689945181 -0.0231675460468063 -0.00275070083104812 0.00831268996916311 -0.0138161394592709 -0.0144038660968753 -0.00496092159748414 -0.00467033480349105 0.0145997267291323 0.0274582435590548 0.0160796920287713 0.00223555557976914 0.0164773802274588 0.0180275860276887 0.00111273148430353 0.0057807554230473 0.0251073370086296 0.000154347977684433 0.0231735730229431 0.0209721579169281 0.0262786946278332 0.0116086691441654 0.00503206950420316 0.0129639217182645 0.0217822786759453 -0.00242530096095844 0.0389352956164025 -0.00724015416770794 -0.0122960367307182 0.00447178376187749 0.02221559908193 0.0133575142609329 0.00115430239281652 0.0220263797742088 0.0150559828087718 0.0186761331570619 0.0150299753931027 0.0276521728711816 0.0281975094690659 0.0398985939102282 -0.0505166986270917 0.0182931893200175 0.0516219996766433 0.0356335825229811 0.0348463974376353 0.0476838216390736 0.0401566202389407 0.0370166855579685 -0.00192522136199454 -0.0077861051139977 -0.000202383660889135 0.0322960324394663 -0.020797594695935 -0.0222640443307385 -0.0130213774102984 -0.0116700157094078 -0.00492528939018685
X20 0.00797766530744814 -0.0218827387560916 0.0883356649437004 0.00850969102330271 0.0154381075146208 -0.0127578219459776 0.0448195246076633 0.00584178069761633 -0.00019153017245821 -0.0140440627162939 -0.00534878022174676 -0.0356017529139421 -0.00300074063053162 -0.0268562986332752 -0.0154785662342108 0.0973434459919031 -0.0213806113291169 -0.0233479596940946 0.948442881658322 -0.0369996003105618 -0.0299175967188328 0.0532694773071367 0.0205986340887276 0.102643224870378 0.0228502209808594 0.0542708652018667 -0.00575896017126185 -0.0411057002445874 0.191187826524547 0.0937558561089032 0.175105414065452 0.182291447319852 0.193971439132548 -0.0304807494203614 -0.0129275868876459 -0.0357123356262524 -0.0139441287096202 -0.0339669718170858 -0.0476388859308383 -0.0197917015795867 -0.0148689278369499 -0.0442933493180949 -0.0269212147810421 -0.0252936010822113 -0.0127987785060931 -0.0367055322089662 -0.0163011787440571 -0.0509139772601833 -0.041735612139106 -0.0375420699492451 -0.0472721199350259 -0.0446486474770604 -0.0325310348195668 -0.0428488114429461 -0.0588699938447087 -0.0419336371072549 -0.0451167809591467 -0.0329766421935846 -0.0584264342986963 -0.0705276643321428 -0.0513155563320739 -0.0558371605684194 -0.0382538949640018 -0.0639010976888563 -0.0728671030457374 -0.0424845028407565 -0.014725170310951 -0.0340368027520786 -0.0437996179859461 -0.0274364483072634 -0.0399238987025563 -0.0181354182886643 -0.0393279807529312 -0.0400674514457458 -0.0241920743979984 -0.0349654927526188 -0.0262865928821138 0.160684609250102 -0.0437148379065122 -0.0571432652703836 -0.0486077133602813 -0.046045470959677 -0.00198522272256049 -0.0565006568422345 -0.0521332540547066 -0.00352805634197603 -0.0174545154768045 -0.0292743739422703 -0.0566614113406729 0.0107473526850089 -0.0219804201519626 0.00576109627419412 -0.025246091472488 0.0146464172076587
X22 -0.0188355706837754 -0.0400914110334157 0.0148806887314984 -0.0409795540394393 -0.0404035000214667 -0.0445951991661152 0.0196232536096544 -0.0327714498274286 -0.0460041048339731 -0.0420892720356752 -0.0666187702350612 -0.0527709476956485 -0.0326436653598826 -0.0538427808737696 -0.0433312797210614 -0.0507229149072571 -0.051581773972803 -0.00263397463473114 -0.0369996003105618 1.2857369463688 0.0940126537408018 0.0713847686274028 0.0595419744882694 0.0604880710268451 -0.0597098081098036 0.046283721631664 -0.0632560318670813 0.0597442998952124 -0.0355515811278138 0.0049012132946421 -0.0449543881983101 -0.0365363816157078 -0.0348276739278389 -0.0437615283850426 -0.0608961148734424 -0.0541135037361203 -0.0563110279689278 -0.049750196604607 -0.0488309266128797 -0.0603876391796552 -0.0499979837932743 -0.0432524383428464 -0.0481328220457812 -0.0509903612447875 -0.051046266949346 -0.0456166557753173 -0.0569548650938752 -0.00923719603877627 -0.0134180416949878 -0.0481664064250731 -0.0429587798068491 -0.0440889760831332 -0.0439638537919797 0.00290888142800986 0.039362062972764 0.074951265881929 0.126340690551111 -0.0383073432749383 0.045080008329985 0.043893292000739 0.018253871022314 0.0641276757411725 0.0227302182597302 0.0345812037109197 0.209198473833708 -0.0607894230343532 -0.0417501517179424 -0.0355945855159298 0.0122373523418784 -0.0700728417320977 0.0181535274500275 -0.0487023230141302 0.0177869662370316 0.00988665057426676 -0.048522114149649 0.117223145921807 -0.0275556318971765 -0.0560450151110012 -0.000536589191401453 0.0389135886395272 0.0489313584601034 0.0158433726769229 -0.0480865411328583 0.0372077479108807 -0.0358274235601682 -0.0505341051651303 -0.0333917369303357 -0.0385512395904082 0.0323885942653201 -0.0409940936182813 -0.00151667967488172 -0.0306961809265531 -0.0229539575858094 -0.0225423441566922
X23 0.000161924941308946 -0.0392270228322563 0.0604041100786122 -0.00669788931182693 0.0039071975807354 0.00599086257641919 0.0919035956778385 -0.00395666674353355 -0.00377236222303607 -0.0252477297348863 -0.00635016811647872 -0.0149281100663068 -0.00983475225079453 -0.0395036843958062 -0.0171536895427865 -0.068145630796045 -0.0545673024221506 -0.0383630441966885 -0.0299175967188328 0.0940126537408018 1.57041534700076 0.0651653101916258 0.184296680502962 0.035288523504037 -0.0658715177958312 0.137274658621362 -0.0746921273643245 0.0159496549504129 -0.0278920900385033 0.00178093776252758 -0.0256488992411703 -0.0177313818231572 -0.0372357148796195 -0.0833982633472972 -0.079608552840147 -0.082412234162598 -0.085918730056569 -0.0945650694617796 -0.0872741874134734 -0.0828729954638577 -0.0743313000697407 -0.0794627474861429 -0.0822641761977894 -0.0801360733343885 -0.0664477765966111 -0.0790357753469803 -0.0855615888523964 -0.0430990560252269 -0.0503790845851164 -0.0896703509628201 -0.0564738302953619 -0.0713097298474763 -0.0882589879013564 -0.0375748351973397 -0.015443343592516 0.0348140417551469 0.0667421377559136 -0.0708024828504965 0.0103711666803859 -0.000324843775615646 -0.0276004793305129 0.0226814799532009 -0.0165215250374583 0.00703320703126 0.126115429470493 -0.0618307435751899 -0.0633115280060399 -0.0650675405208324 -0.0214127622288168 -0.0749063301737045 -0.00698827132301906 -0.0553645218647333 -0.0283176286980601 -0.0178538419378989 -0.0752808779159289 0.0610510189455764 -0.0581258131474734 -0.0502142344306696 -0.0401348249871318 0.0422034243305238 0.0329908604817665 0.0284885058286751 -0.0340361884036697 0.00459711083582099 -0.0461277936455026 0.0268088772984707 0.0270501114375422 0.0465685745072391 0.0289218262346551 0.0467629133849674 0.0752873144576546 0.03567453908309 0.0577577019469865 0.067986602834924
X24 -0.0294728084760198 -0.0321335514036892 0.113561834230592 -0.0531567584919063 -0.0445536282575989 -0.0672441769079838 0.0312962828071376 0.0151870438011411 -0.0765069125428781 -0.0484338527626121 -0.0631075643366838 -0.0479700197193292 -0.0541376681065659 -0.0661739819922588 -0.0375678725821162 0.06999900341601 -0.0713048150602696 -0.0575452539078915 0.0532694773071367 0.0713847686274028 0.0651653101916257 1.27651270990041 0.203748384379649 0.330971747055078 0.0170460620646272 0.163328969553695 -0.0872139812701095 -0.0244648450883385 0.252064223995154 0.258503004810337 0.212497319967905 0.251464415172315 0.240853389578535 -0.0321654975205641 -0.0449111790273809 -0.0302362387564982 -0.0269091325958178 -0.0186350883220242 -0.0294388145311242 -0.0312552379720852 -0.031741597123412 -0.0378355237024498 -0.0417534282427613 -0.0279215787617813 -0.0338678569416172 -0.0683233822669224 -0.0725199961987884 -0.0519057403632846 -0.0506774531255447 -0.077841482054115 -0.0638945446392455 -0.0663722117431964 -0.0640718865445224 -0.0461505245363584 -0.0110255642360528 -0.0100278624317274 0.0310052864475344 -0.072544570134862 -0.0168766184136202 -0.00470412396558975 -0.0393331003229405 -0.00618327013402049 -0.0200538235642782 -0.0363649784116515 0.0726689615697135 -0.054968267145647 -0.0451495462072324 -0.0727769986134883 -0.0477558169099585 -0.0762056770432517 -0.039086951396663 -0.0409177096336714 -0.0311184430613032 -0.0215016379642545 -0.0826053443435243 0.0159973693429499 -0.0764225420290476 0.122521900886278 -0.046188818920064 -0.0410606480284713 -0.0334490761144688 -0.0454587682360811 -0.0732957134473108 -0.0661354828257528 -0.0757432774795924 -0.0868310374330631 -0.0858968182969121 -0.0890736138819834 -0.0408482882642736 -0.0724786300730714 -0.107015863735775 -0.0966182218201786 -0.0898192280588134 -0.104095046651405
X25 0.000417493876407565 -0.0210693414722725 0.124395049162974 0.00491493374228886 -0.000187639299247486 -0.0157558421461695 0.103189175816673 -0.00835949695556468 -0.0327569102485824 -0.0321530057697319 -0.036951681135231 -0.0371560543701975 -0.0379145698634733 -0.0321835184070218 -0.0282361251434411 0.0248736798331943 -0.0808184096258425 -0.0516976810379189 0.0205986340887276 0.0595419744882694 0.184296680502962 0.203748384379648 1.42632361547761 0.275413149349312 -0.0202639307176852 0.273528533235782 -0.094436875428625 -0.0292815413402992 0.163261596012307 0.190162683824954 0.12600464197539 0.160852326363738 0.155919927829461 -0.055346296195473 -0.0632795818891536 -0.0447162258012633 -0.0670680636995005 -0.0730964597823628 -0.0599922035917631 -0.0612503891184091 -0.0631612174304291 -0.0545292128212441 -0.062258534845561 -0.0702942119395078 -0.0465961319103774 -0.0769514960029026 -0.0925053640537519 -0.0516020474700611 -0.0737812534674181 -0.101542019476821 -0.08971253621973 -0.0617181130348878 -0.0939130410248034 -0.0573195832616697 -0.0367473079002712 -0.0131890945239597 0.0320404635043606 -0.0763410384744189 -0.022059056747372 -0.0300986247145333 -0.0475184736441013 -0.000258698931056571 -0.0302604031269679 -0.0361382838513947 0.0622313870079991 -0.0565125342446653 -0.0618624849092881 -0.0661979415799235 -0.0406377715453033 -0.102389410705533 -0.0554726471834335 -0.0637712653932999 -0.0613445892066594 -0.0595816140766454 -0.110560039665051 0.0288325409335992 -0.0862826290931664 0.0702549819167183 -0.0537582055771456 -0.0163869827374966 -0.00677345416523806 -0.0293511674924916 -0.078478151781059 -0.0320487713242592 -0.0960366386665926 -0.0277006181199742 -0.0316557931299845 -0.0382205153675093 -0.0107269909128317 -0.0410098618939257 -0.00622934626414914 -0.0380267908381809 -0.0256646675168183 -0.0216533820194566
X26 -0.0431414460649478 -0.024974139913334 0.209423325348753 -0.0325033891414893 -0.0352960121927115 -0.0705565387070282 0.0434220867766504 0.0164753323994537 -0.0800887685074553 -0.0761739357091708 -0.0637442340636312 -0.0703779681049451 -0.0379309524875143 -0.0698520858730969 -0.0422469547921035 0.124858882206253 -0.11036365295932 -0.0739088331521903 0.102643224870378 0.060488071026845 0.035288523504037 0.330971747055078 0.275413149349312 1.29179401204376 0.05032715802869 0.302136280908267 -0.0892366209912275 -0.054129886360154 0.421497622304792 0.433557281429702 0.370380968325916 0.418241370993087 0.389458738808858 -0.0246595935316837 -0.0430646525147307 -0.0298719301542965 -0.0414440014311044 -0.0284538092604424 -0.0130973518293075 -0.0338361156075257 -0.037325409746254 -0.0437658288238485 -0.0347480134184226 -0.0273647743270645 -0.0221270446371636 -0.0740996907223023 -0.0877478500311625 -0.0601652450582387 -0.0660208044574497 -0.101827896266408 -0.0896519205107693 -0.0796366080838204 -0.0737558604001619 -0.062899095445714 -0.0465232292333867 -0.061271686529672 -0.0376979096604772 -0.0860592110577528 -0.0535100088228701 -0.0544849797363282 -0.0579103816412829 -0.0597562938055288 -0.0522213106589469 -0.0820649225328542 -0.0220211719292701 -0.0460186444128007 -0.0487121525885589 -0.0786303054018722 -0.0686430482186026 -0.0840224413233947 -0.0651715701835176 -0.0620744351078669 -0.0642484093186029 -0.0697810262413101 -0.0927128090307233 -0.0439857655516499 -0.0694171272047131 0.203811457482225 -0.0705409752141849 -0.0749605976158554 -0.0731431502608925 -0.0792239707406967 -0.0991878364015965 -0.0796308741654042 -0.0787861451131011 -0.133223966551329 -0.0971400083960006 -0.11030733768916 -0.0741515007708445 -0.116811853783316 -0.109134751373154 -0.108746892748896 -0.104970083558182 -0.113201533009462
X27 -0.027668262437484 -0.0173355366696808 -0.01312458794179 -0.0398987104180815 -0.0387451689025348 -0.04139690138698 -0.0331177375431723 -0.0116517900401562 -0.0273868908695152 -0.0321728697013762 -0.0245940630354942 -0.0250294312694682 -0.0118897476544126 -0.0091231320188615 -0.0248103136728814 0.0413699583322525 0.0288073526491315 -0.0244023863341675 0.0228502209808594 -0.0597098081098036 -0.0658715177958312 0.0170460620646271 -0.0202639307176852 0.0503271580286899 1.19811857732156 -0.00393557411508514 0.0945356690134171 -0.0147102211665187 0.0709592299678309 0.0466564263286707 0.0924712536010054 0.0607346295187071 0.0727418642466983 -0.00547124033648443 -0.00335624357230116 1.91913293066468e-05 -8.01283289530599e-05 -0.0136736106300717 0.00659149053046692 0.00369709042736135 -0.00932074742139113 -0.0190335956519156 -0.00578087193092541 -0.00307528156993415 0.00196995228744525 -0.00316845774418024 0.00734160992891003 -0.0248457410973809 -5.59639584736859e-05 -0.00219553465872906 -0.00191580135316585 -0.0102645913491701 0.0173296862433726 -0.024018418583121 -0.0120892061021482 -0.0529208487056535 -0.0521578279907749 -0.00608067395094117 -0.0477771143211976 -0.0469426244089259 -0.0302522118149454 -0.052868424308725 -0.00781600340288341 -0.0673424726522454 -0.0726895563576518 -0.00598299255508142 0.00497145379524314 0.0146689433157193 -0.0196178409819103 0.114167786537455 -0.0143561517043545 0.00175370165005416 -0.0144147195853068 -0.0232967639939511 0.00697730132671953 -0.051631331410536 0.0044977911775429 0.0552589422145614 0.00119874026053024 -0.0631448348063803 -0.0651965536851882 -0.0773602424728071 -0.00752480226048535 -0.0355143106581058 -0.0094526275449521 -0.0388274915883797 -0.0360645620432017 -0.0328697455716907 -0.0671481337745303 -0.0517324941140182 -0.0582230849777331 -0.038893636432937 -0.0413536922160722 -0.0424242966973791
